retracement_pct,risk_reward_ratio,max_wait_hours,total_trades,win_rate,total_pips,avg_win,avg_loss,calculated_rr,score
70,2.0,6,410,35.12195121951219,39.149999999978945,17.630833333333218,-9.397330827067686,1.876153309677051,51.27331009597265
70,0.5,8,483,67.08074534161491,58.54500000001092,4.745601851851886,-9.302075471698114,0.5101659157991723,49.47574067623922
60,0.75,6,496,58.06451612903226,47.7499999999753,9.243437499999958,-12.569038461538522,0.735413256016762,42.434071571933806
70,0.75,2,174,58.04597701149425,34.20749999998974,6.985024752475175,-9.195616438356204,0.7596037524292182,35.04815263478531
60,1.25,4,396,45.707070707070706,13.219999999992723,14.699999999999964,-12.313860465116285,1.1937767235257644,29.918009217986707
40,0.5,6,609,66.83087027914614,26.820000000000647,9.487518427518427,-18.98316831683168,0.4997858244298552,27.91975589746453
50,1.0,2,191,51.832460732984295,2.250000000002501,14.283333333333365,-15.345652173913052,0.9307739528734019,19.781709423961484
70,1.5,2,144,40.27777777777778,-24.569999999992646,13.444137931034604,-9.352674418604648,1.4374645507055266,18.853041014113494
50,0.5,4,500,66.60000000000001,11.750000000003737,7.838588588588597,-15.559880239520952,0.5037692108117361,17.900884216237213
70,1.25,2,153,45.09803921568628,-15.989999999987973,11.189130434782795,-9.381428571428582,1.192689402215311,16.64261157372341
50,0.75,6,533,57.78611632270169,-1.9875000000080831,11.495332792207769,-15.744666666666669,0.7301096323966486,13.453693586014605
50,1.25,2,169,45.562130177514796,-23.42499999999248,18.030844155844267,-15.345652173913052,1.1749806363066098,12.826683732052782
60,0.75,8,524,57.63358778625955,-16.670000000027464,9.26572847682115,-12.679819819819889,0.7307460680425321,5.007402276865346
60,1.25,8,494,45.546558704453446,-49.850000000009075,14.957111111111082,-12.695910780669154,1.1781046172665959,0.8571328311577453
60,1.25,6,462,45.45454545454545,-55.77000000000611,14.790238095238072,-12.546507936507941,1.1788330402439156,-1.7733391951244606
60,1.0,2,171,50.29239766081871,-51.080000000001135,11.805116279069763,-12.544941176470598,0.9410260369503799,-6.8688359861391675
40,1.0,2,188,50.53191489361703,-52.19999999999442,17.737894736842225,-18.680645161290386,0.9495333048559957,-7.3869934773453565
60,1.0,6,475,50.526315789473685,-58.400000000018466,12.076333333333283,-12.581787234042578,0.9598265420240388,-10.310837580581186
50,0.75,8,563,57.548845470692726,-54.18750000000589,11.575347222222193,-15.918828451882831,0.727148185383774,-16.64131693175953
70,2.0,2,124,28.225806451612907,-208.0199999999954,17.71200000000014,-9.302696629213486,1.9039640553663453,-20.636041473316965
50,1.0,4,445,50.337078651685395,-87.39999999999644,14.799553571428593,-15.395927601809962,0.9612641702529662,-24.769323336511917
50,0.5,6,562,66.37010676156584,-59.09999999999971,7.8957104557640765,-15.895238095238094,0.49673433065022654,-29.290046483080687
40,0.5,8,635,66.2992125984252,-75.62999999999104,9.566152019002386,-19.17280373831774,0.49894382426102796,-40.16321800296248
50,1.5,8,501,40.7185628742515,-170.02500000000697,22.034926470588218,-15.707575757575766,1.4028215945392317,-41.17530463616431
50,1.0,8,543,50.09208103130756,-127.14999999999696,15.244669117647057,-15.770110701107,0.9666811734287281,-44.35845756273149
50,1.0,6,508,50.0,-130.6999999999959,15.119291338582698,-15.633858267716539,0.9670863762276516,-46.00827247544491
60,2.0,6,423,33.80614657210402,-244.6400000000216,22.536503496503375,-12.383428571428587,1.8198920732260098,-46.30551550948236
30,1.0,8,578,50.17301038062284,-142.17000000000152,21.395620689655253,-22.037847222222307,0.970858018658036,-51.91380848497153
60,2.0,8,456,33.771929824561404,-265.5200000000247,22.809350649350517,-12.510463576158953,1.8232218582865334,-53.20679090445312
30,1.0,6,539,50.278293135435995,-148.54000000000252,21.09453874538754,-21.88492537313442,0.9638844266420417,-55.40568809053706
60,1.25,2,149,41.61073825503356,-195.43000000000086,14.36854838709675,-12.485977011494244,1.1507748551730843,-58.30436866835076
60,1.0,8,503,50.09940357852882,-154.56000000001916,12.09857142857138,-12.76254980079684,0.9479744735504183,-58.47414869997539
50,1.5,6,466,40.772532188841204,-218.25000000001089,21.52105263157893,-15.605978260869591,1.3790261829045851,-61.40552784405865
50,0.5,8,585,66.15384615384615,-114.32499999999622,7.90833333333334,-16.034595959595954,0.49320440335763954,-65.76629654822932
60,1.5,2,139,34.53237410071942,-276.6400000000057,17.57249999999988,-12.309010989010988,1.4276126665000084,-66.97810638223201
60,1.5,8,478,39.53974895397489,-249.9600000000246,17.819682539682418,-12.518615916955028,1.423454690030685,-70.36446268475166
60,1.5,6,443,39.27765237020316,-259.70000000001824,17.633448275861973,-12.3714498141264,1.4253340183077923,-73.49738283926891
30,1.0,2,183,49.18032786885246,-188.36999999999887,20.333444444444623,-21.703010752688332,0.9368951006913149,-73.90308159273052
50,1.25,4,410,44.146341463414636,-221.62500000001083,18.101519337016544,-15.2751091703057,1.185033713029383,-74.1386550077098
60,2.0,2,123,25.203252032520325,-451.3200000000062,22.227096774193356,-12.395217391304355,1.7931994310794728,-77.88332845158283
60,1.5,4,377,38.726790450928384,-292.7200000000141,17.217534246575255,-12.149264069264076,1.4171668463551785,-85.01772408085947
40,1.25,8,534,44.00749063670412,-255.52499999997752,22.64840425531922,-18.655183946488275,1.214054191064819,-88.16905662813193
50,1.5,2,145,35.86206896551724,-347.34999999999843,20.956730769230838,-15.452688172043036,1.3561867382495754,-97.44316178673206
30,0.75,4,507,57.001972386587774,-216.24750000000856,15.66007785467132,-21.752339449541378,0.7199261436222895,-108.86681736424549
40,1.0,4,446,49.775784753363226,-278.33999999999367,17.38216216216219,-18.46955357142857,0.9411251926008369,-119.72341543049133
60,2.0,4,345,31.01449275362319,-548.8400000000216,21.835514018691416,-12.122857142857157,1.8011854599439046,-134.19623283011413
40,2.0,2,111,13.513513513513514,-1282.380000000012,32.75999999999968,-18.476875000000074,1.773027094679135,-137.8340527010135
50,2.0,2,122,22.131147540983605,-791.7000000000218,24.69999999999931,-15.353684210526351,1.6087344028520012,-143.037607024932
40,1.25,6,493,43.6105476673428,-394.604999999989,22.148720930232603,-18.548848920863303,1.1940752240059624,-148.20789714259402
40,1.25,2,154,38.961038961038966,-447.6150000000034,21.708750000000055,-18.618510638297945,1.1659767218622494,-151.0759201082109
30,1.0,4,452,49.336283185840706,-363.3699999999983,20.423363228699632,-21.47502183406121,0.9510287526835686,-160.25267715871718
30,2.0,2,115,13.043478260869565,-1619.6600000000203,35.31733333333313,-21.494200000000173,1.6431099242275984,-178.39780151545068
40,1.5,6,464,39.008620689655174,-560.3699999999834,25.82801104972383,-18.499081272084798,1.3961780409440345,-190.6690469397335
40,1.25,4,410,42.68292682926829,-516.7349999999983,21.592714285714276,-18.278553191489348,1.1813141915284646,-196.93133812064949
40,1.5,2,134,29.1044776119403,-797.220000000004,24.766153846153905,-18.558947368421116,1.3344589730500895,-205.33753695690984
50,1.5,4,378,38.095238095238095,-660.3500000000229,20.29479166666655,-15.311111111111137,1.325494375907102,-225.05201724377142
50,2.0,6,419,30.54892601431981,-904.4500000000343,27.809374999999797,-15.34037800687288,1.8128220170024811,-240.04332099647638
40,1.5,4,381,37.79527559055118,-723.5999999999908,24.970000000000045,-18.224810126582266,1.3701102961604745,-246.08440825001534
30,1.5,2,130,23.846153846153847,-1159.7950000000192,31.232419354838626,-21.494949494949662,1.4530119906621242,-247.5062601867621
50,2.0,8,454,30.396475770925107,-986.400000000025,28.38985507246361,-15.519620253164565,1.8292879986335175,-263.2450770317425
50,2.0,4,342,28.947368421052634,-1037.9500000000342,26.676767676767405,-15.139711934156407,1.7620393170481976,-265.21842418536176
30,1.25,2,151,35.099337748344375,-830.7775000000138,24.24080188679249,-21.587142857143018,1.12292775598932,-269.1388455424701
40,1.5,8,499,38.276553106212425,-784.2599999999842,26.068900523560256,-18.712402597402573,1.3931348680569122,-272.32499802963724
30,1.25,6,491,42.36252545824847,-836.1850000000093,25.456610576923175,-21.664876325088443,1.1750175812194144,-330.7287318786706
30,1.25,4,407,41.27764127764127,-919.6600000000121,24.88125000000005,-21.337698744769963,1.166069982410762,-356.29255612574553
30,1.25,8,529,42.15500945179584,-923.0025000000019,25.94904708520191,-21.926928104575257,1.1834328530400664,-365.4231340545114
40,2.0,4,333,26.126126126126124,-1711.3199999999963,31.41931034482762,-18.068292682926828,1.7389197140090882,-412.3232273414389
40,2.0,6,407,28.00982800982801,-1687.7999999999895,32.32631578947378,-18.33788395904437,1.7628160294650694,-437.49355656057287
30,1.5,4,375,34.4,-1395.7300000000039,29.551395348837357,-21.17016260162611,1.3958983643596328,-452.21315271280866
30,1.5,6,454,35.68281938325991,-1351.5950000000057,30.327500000000146,-21.454280821917905,1.4135873512486736,-454.01545561820035
40,2.0,8,440,27.500000000000004,-1919.8199999999824,33.009917355372025,-18.539247648902812,1.7805424459781471,-492.3396510804323
30,1.5,8,489,35.173824130879346,-1585.7099999999969,30.762558139535052,-21.693596214511125,1.4180478808284254,-529.3938890091973
30,2.0,4,329,22.796352583586625,-2638.8600000000283,36.37386666666665,-21.12952755905522,1.7214708925698792,-567.1344119358429
30,2.0,6,409,26.161369193154034,-2435.650000000018,37.556635514018794,-21.37155629139082,1.7573186997686203,-602.0530147576885
30,2.0,8,449,26.7260579064588,-2578.7300000000155,37.77316666666676,-21.6155319148937,1.7475011401704161,-654.2428502478208
