pair,timeframe,strategy,description,strategy_type,total_trades,winning_trades,breakeven_trades,losing_trades,win_rate,profit_factor,total_return,expectancy,final_balance,total_pnl,gross_profit,gross_loss,partial_exit_pnl,remainder_pnl,partial_pnl_contribution,trades_with_partials,trades_with_partials_pct,total_partial_exits,avg_partials_per_trade,partial_exit_success_rate,max_drawdown,avg_duration_days,avg_winner_duration,avg_loser_duration,median_duration,trades_data
EURUSD,3D,Simple_2R,Simple 2R target,simple,20,8,0,12,40.0,1.33,20.0,100.0,12000.0,2000.0,8000.0,6000.0,0.0,2000.0,0.0,0,0.0,0,0.0,0.0,17.86,1.2,1.4,1.2,1.0,"[{'entry_date': 982, 'entry_price': np.float64(1.338457), 'exit_date': 983, 'exit_price': np.float64(1.3299754), 'direction': 'SELL', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 992, 'entry_price': np.float64(1.34054825), 'exit_date': 993, 'exit_price': np.float64(1.3438675500000001), 'direction': 'SELL', 'total_pnl': np.float64(-499.99999999999994), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-499.99999999999994)}, {'entry_date': 1159, 'entry_price': np.float64(1.167341), 'exit_date': 1160, 'exit_price': np.float64(1.1567162), 'direction': 'SELL', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1212, 'entry_price': np.float64(1.1382895), 'exit_date': 1213, 'exit_price': np.float64(1.1413713), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1194, 'entry_price': np.float64(1.0977535), 'exit_date': 1196, 'exit_price': np.float64(1.0873947), 'direction': 'SELL', 'total_pnl': np.float64(1000.0000000000001), 'exit_reason': 'take_profit', 'days_held': 2, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0000000000001)}, {'entry_date': 1232, 'entry_price': np.float64(1.140657), 'exit_date': 1233, 'exit_price': np.float64(1.1342273999999999), 'direction': 'SELL', 'total_pnl': np.float64(999.9999999999999), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(999.9999999999999)}, {'entry_date': 1395, 'entry_price': np.float64(1.1849705), 'exit_date': 1396, 'exit_price': np.float64(1.1898421), 'direction': 'BUY', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1386, 'entry_price': np.float64(1.230584), 'exit_date': 1387, 'exit_price': np.float64(1.2262975999999999), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1391, 'entry_price': np.float64(1.228516), 'exit_date': 1392, 'exit_price': np.float64(1.2261144), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1443, 'entry_price': np.float64(1.1358515), 'exit_date': 1444, 'exit_price': np.float64(1.1319641), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1555, 'entry_price': np.float64(1.1391395), 'exit_date': 1556, 'exit_price': np.float64(1.1356358999999998), 'direction': 'SELL', 'total_pnl': np.float64(999.9999999999999), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(999.9999999999999)}, {'entry_date': 1534, 'entry_price': np.float64(1.1120595), 'exit_date': 1535, 'exit_price': np.float64(1.1139633), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1553, 'entry_price': np.float64(1.103534), 'exit_date': 1554, 'exit_price': np.float64(1.1052516000000001), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1598, 'entry_price': np.float64(1.177617), 'exit_date': 1599, 'exit_price': np.float64(1.1834993999999999), 'direction': 'BUY', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1803, 'entry_price': np.float64(1.08619), 'exit_date': 1806, 'exit_price': np.float64(1.090218), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 3, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1788, 'entry_price': np.float64(1.024819), 'exit_date': 1789, 'exit_price': np.float64(1.0290826), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1802, 'entry_price': np.float64(1.0671205000000001), 'exit_date': 1803, 'exit_price': np.float64(1.0697007), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1942, 'entry_price': np.float64(1.1034869999999999), 'exit_date': 1943, 'exit_price': np.float64(1.1076898), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1920, 'entry_price': np.float64(1.0880415), 'exit_date': 1923, 'exit_price': np.float64(1.0809203000000003), 'direction': 'SELL', 'total_pnl': np.float64(1000.0000000000001), 'exit_reason': 'take_profit', 'days_held': 3, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0000000000001)}, {'entry_date': 1934, 'entry_price': np.float64(1.0912925), 'exit_date': 1935, 'exit_price': np.float64(1.0936294999999998), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Simple 2R target', 'strategy_type': 'simple', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}]"
EURUSD,3D,BE_1.0R_TP_2R,"Break-even at 1R, target at 2R (baseline)",breakeven,20,8,1,11,40.0,1.45,25.0,125.0,12500.0,2500.0,8000.0,5500.0,0.0,2500.0,0.0,0,0.0,0,0.0,0.0,14.29,1.2,1.4,1.0,1.0,"[{'entry_date': 982, 'entry_price': np.float64(1.338457), 'exit_date': 983, 'exit_price': np.float64(1.3299754), 'direction': 'SELL', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 992, 'entry_price': np.float64(1.34054825), 'exit_date': 993, 'exit_price': np.float64(1.3438675500000001), 'direction': 'SELL', 'total_pnl': np.float64(-499.99999999999994), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-499.99999999999994)}, {'entry_date': 1159, 'entry_price': np.float64(1.167341), 'exit_date': 1160, 'exit_price': np.float64(1.1567162), 'direction': 'SELL', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1212, 'entry_price': np.float64(1.1382895), 'exit_date': 1213, 'exit_price': np.float64(1.1413713), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1194, 'entry_price': np.float64(1.0977535), 'exit_date': 1196, 'exit_price': np.float64(1.0873947), 'direction': 'SELL', 'total_pnl': np.float64(1000.0000000000001), 'exit_reason': 'take_profit', 'days_held': 2, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0000000000001)}, {'entry_date': 1232, 'entry_price': np.float64(1.140657), 'exit_date': 1233, 'exit_price': np.float64(1.1342273999999999), 'direction': 'SELL', 'total_pnl': np.float64(999.9999999999999), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(999.9999999999999)}, {'entry_date': 1395, 'entry_price': np.float64(1.1849705), 'exit_date': 1396, 'exit_price': np.float64(1.1898421), 'direction': 'BUY', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1386, 'entry_price': np.float64(1.230584), 'exit_date': 1387, 'exit_price': np.float64(1.2262975999999999), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1391, 'entry_price': np.float64(1.228516), 'exit_date': 1392, 'exit_price': np.float64(1.2261144), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1443, 'entry_price': np.float64(1.1358515), 'exit_date': 1444, 'exit_price': np.float64(1.1319641), 'direction': 'BUY', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1555, 'entry_price': np.float64(1.1391395), 'exit_date': 1556, 'exit_price': np.float64(1.1356358999999998), 'direction': 'SELL', 'total_pnl': np.float64(999.9999999999999), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(999.9999999999999)}, {'entry_date': 1534, 'entry_price': np.float64(1.1120595), 'exit_date': 1535, 'exit_price': np.float64(1.1139633), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1553, 'entry_price': np.float64(1.103534), 'exit_date': 1554, 'exit_price': np.float64(1.1052516000000001), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1598, 'entry_price': np.float64(1.177617), 'exit_date': 1599, 'exit_price': np.float64(1.1834993999999999), 'direction': 'BUY', 'total_pnl': np.float64(1000.0), 'exit_reason': 'take_profit', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0)}, {'entry_date': 1803, 'entry_price': np.float64(1.08619), 'exit_date': 1805, 'exit_price': np.float64(1.08619), 'direction': 'SELL', 'total_pnl': np.float64(0.0), 'exit_reason': 'stop_loss', 'days_held': 2, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(0.0)}, {'entry_date': 1788, 'entry_price': np.float64(1.024819), 'exit_date': 1789, 'exit_price': np.float64(1.0290826), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1802, 'entry_price': np.float64(1.0671205000000001), 'exit_date': 1803, 'exit_price': np.float64(1.0697007), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1942, 'entry_price': np.float64(1.1034869999999999), 'exit_date': 1943, 'exit_price': np.float64(1.1076898), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}, {'entry_date': 1920, 'entry_price': np.float64(1.0880415), 'exit_date': 1923, 'exit_price': np.float64(1.0809203000000003), 'direction': 'SELL', 'total_pnl': np.float64(1000.0000000000001), 'exit_reason': 'take_profit', 'days_held': 3, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(1000.0000000000001)}, {'entry_date': 1934, 'entry_price': np.float64(1.0912925), 'exit_date': 1935, 'exit_price': np.float64(1.0936294999999998), 'direction': 'SELL', 'total_pnl': np.float64(-500.0), 'exit_reason': 'stop_loss', 'days_held': 1, 'strategy': 'Break-even at 1R, target at 2R (baseline)', 'strategy_type': 'breakeven', 'partial_exits': [], 'remaining_position_pct': 100.0, 'partial_exit_count': 0, 'partial_exit_pnl': 0, 'remainder_pnl': np.float64(-500.0)}]"
