date,open,high,low,close,volume,<VOL>,<SPREAD>,candle_type,body_ratio
2017-03-03,1.05015,1.06238,1.05015,1.06187,213372,125206972000,0,explosive,0.9582992641046605
2017-03-05,1.06074,1.06214,1.06004,1.06206,3725,0,0,decisive,0.6285714285714256
2017-03-06,1.0607,1.06397,1.05745,1.05816,176522,103862244000,0,base,0.38957055214723235
2017-03-07,1.05825,1.06026,1.0558,1.05664,161304,94493067000,0,base,0.3609865470851844
2017-03-08,1.05657,1.0574,1.05345,1.05396,180827,106849709000,0,decisive,0.6607594936709035
2017-03-09,1.05388,1.06151,1.05247,1.05758,222036,123925254000,0,base,0.409292035398237
2017-03-10,1.05756,1.06992,1.05721,1.06697,211556,118876939000,0,decisive,0.7403619197482234
2017-03-12,1.06768,1.06883,1.06768,1.0679,1661,0,0,base,0.19130434782618433
2017-03-13,1.06832,1.07143,1.06519,1.06533,198867,111246775000,0,base,0.479166666666637
2017-03-14,1.0654,1.06625,1.05995,1.06078,179250,105660599000,0,decisive,0.7333333333333122
2017-03-15,1.06051,1.074,1.06042,1.07344,206983,111805811000,0,explosive,0.9521354933725881
2017-03-16,1.0734,1.07743,1.07053,1.0773,224483,120272366000,0,decisive,0.5652173913043395
2017-03-17,1.0772,1.07823,1.07272,1.07362,180248,103958192000,0,decisive,0.6497277676950698
2017-03-19,1.07371,1.07447,1.07341,1.07416,1387,0,0,base,0.42452830188682605
2017-03-20,1.07373,1.07773,1.07249,1.07391,152601,84264123000,0,base,0.034351145038137854
2017-03-21,1.07368,1.08191,1.07189,1.08066,209098,115847632000,0,decisive,0.69660678642715
2017-03-22,1.08074,1.08246,1.07755,1.07927,203333,110067913000,0,base,0.2993890020366785
2017-03-23,1.07948,1.08048,1.07677,1.07817,189218,107641311000,0,base,0.3530997304581904
2017-03-24,1.07816,1.08179,1.076,1.07957,177493,100003827000,0,base,0.24352331606216246
2017-03-26,1.08265,1.08484,1.08265,1.08481,3131,0,0,explosive,0.9863013698630262
2017-03-27,1.08292,1.09058,1.08266,1.08658,180751,97530846000,0,base,0.462121212121203
2017-03-28,1.08633,1.08725,1.07985,1.08089,159333,95993578000,0,decisive,0.735135135135143
2017-03-29,1.08114,1.08264,1.07396,1.07642,179585,100244286000,0,decisive,0.5437788018433233
2017-03-30,1.07656,1.07695,1.06718,1.06728,174215,106272715000,0,explosive,0.9498464687819755
2017-03-31,1.06758,1.07019,1.06513,1.06576,178102,105480509000,0,base,0.3596837944663853
2017-04-02,1.06607,1.06717,1.06594,1.06713,1769,0,0,explosive,0.8617886178861583
2017-04-03,1.06617,1.0681,1.06421,1.06727,151132,94381877000,0,base,0.2827763496143684
2017-04-04,1.06691,1.06853,1.06354,1.0675,144063,85888122000,0,base,0.11823647294586423
2017-04-05,1.06722,1.0689,1.06345,1.06638,164661,92824910000,0,base,0.15412844036696494
2017-04-06,1.06634,1.0684,1.06287,1.06427,161434,96972991000,0,base,0.37432188065099514
2017-04-07,1.06437,1.06664,1.05804,1.05912,194367,114171620000,0,decisive,0.6104651162790713
2017-04-09,1.05884,1.0589,1.05781,1.05789,2639,0,0,explosive,0.8715596330275005
2017-04-10,1.05881,1.06066,1.05695,1.05945,135657,78792556000,0,base,0.17250673854447293
2017-04-11,1.05951,1.06299,1.05783,1.06053,147497,85776189000,0,base,0.19767441860465315
2017-04-12,1.06058,1.06751,1.05886,1.06655,159099,87965017000,0,decisive,0.6901734104046241
2017-04-13,1.06628,1.06776,1.06089,1.06119,155131,95673097000,0,decisive,0.7409024745269094
2017-04-14,1.06153,1.06297,1.06056,1.06097,81949,44979590000,0,base,0.23236514522826165
2017-04-16,1.06159,1.0616,1.06027,1.06048,4291,0,0,explosive,0.8345864661653383
2017-04-17,1.06112,1.06702,1.06025,1.06433,104908,67254781000,0,base,0.4741506646971724
2017-04-18,1.06487,1.07359,1.06365,1.07297,169388,103579931000,0,explosive,0.8148893360160913
2017-04-19,1.07284,1.07367,1.06995,1.07104,144667,87085028000,0,base,0.483870967741949
2017-04-20,1.07089,1.07773,1.07068,1.0715,145225,88205331000,0,base,0.08652482269503538
2017-04-21,1.07167,1.07379,1.0682,1.07258,142159,85581286000,0,base,0.16279069767445278
2017-04-23,1.09021,1.09038,1.08697,1.0884,7340,0,0,decisive,0.5307917888562795
2017-04-24,1.08987,1.09049,1.08205,1.08661,204746,102962357000,0,base,0.38625592417059446
2017-04-25,1.0868,1.09501,1.08511,1.09313,161389,89273436000,0,decisive,0.6393939393939327
2017-04-26,1.09298,1.09507,1.08554,1.09034,188391,108757882000,0,base,0.2770199370409197
2017-04-27,1.09027,1.09328,1.08514,1.08732,176723,99317385000,0,base,0.3624078624078618
2017-04-28,1.08711,1.09471,1.08567,1.0899,168285,92811829000,0,base,0.30862831858407314
2017-04-30,1.08931,1.09032,1.089,1.09021,2311,0,0,decisive,0.681818181818113
2017-05-01,1.08912,1.09238,1.08838,1.08997,96968,64450809000,0,base,0.21250000000000416
2017-05-02,1.08995,1.09331,1.08878,1.09301,143163,83818141000,0,decisive,0.6754966887417472
2017-05-03,1.09284,1.09368,1.08813,1.08826,158619,94700181000,0,explosive,0.8252252252252387
2017-05-04,1.0886,1.09872,1.08745,1.09823,191342,113191559000,0,explosive,0.8544809228039149
2017-05-05,1.0982,1.09989,1.09476,1.09983,176985,96104615000,0,base,0.31773879142300104
2017-05-07,1.10165,1.10165,1.09852,1.09928,4187,0,0,decisive,0.7571884984025319
2017-05-08,1.10155,1.10166,1.09159,1.09215,182171,102193691000,0,explosive,0.9334657398212565
2017-05-09,1.09206,1.09334,1.08631,1.08742,180229,113223339000,0,decisive,0.6600284495021428
2017-05-10,1.08696,1.08982,1.0853,1.08667,168288,106699123000,0,base,0.06415929203537529
2017-05-11,1.08675,1.08929,1.08387,1.08609,157470,103056035000,0,base,0.12177121771219193
2017-05-12,1.0862,1.09343,1.08553,1.09309,153836,97648762000,0,explosive,0.8721518987341795
2017-05-14,1.0932,1.09351,1.09236,1.09256,2483,0,0,decisive,0.5565217391304197
2017-05-15,1.09324,1.09895,1.09222,1.09747,146034,88723821000,0,decisive,0.6285289747399521
2017-05-16,1.09762,1.10972,1.09743,1.1081,185399,109289228000,0,explosive,0.8527257933279032
2017-05-17,1.10837,1.11703,1.10792,1.11597,225415,133437147000,0,explosive,0.8342480790340142
2017-05-18,1.11593,1.11718,1.10755,1.11039,262506,165261412000,0,decisive,0.5752855659397803
2017-05-19,1.11019,1.12118,1.10957,1.12059,184151,114858089000,0,explosive,0.8957795004306509
2017-05-21,1.1201,1.12084,1.11981,1.12064,1614,0,0,decisive,0.5242718446601355
2017-05-22,1.12006,1.12634,1.11611,1.12371,174053,101554932000,0,base,0.3567937438905127
2017-05-23,1.12396,1.12682,1.11747,1.11804,213842,128094167000,0,decisive,0.6331550802139215
2017-05-24,1.11823,1.12234,1.11681,1.12185,199222,114751849000,0,decisive,0.6546112115732512
2017-05-25,1.12179,1.12502,1.11932,1.12077,169588,104086500000,0,base,0.17894736842106207
2017-05-26,1.12072,1.12345,1.11602,1.11772,172696,98313844000,0,base,0.40376850605651043
2017-05-28,1.11724,1.11826,1.11709,1.11824,1775,0,0,explosive,0.8547008547006762
2017-05-29,1.11678,1.11898,1.11349,1.11636,103935,60441816000,0,base,0.07650273224045308
2017-05-30,1.11642,1.12052,1.11092,1.11903,185011,106593859000,0,base,0.27187499999999865
2017-05-31,1.11873,1.12521,1.11643,1.12412,193262,110073671000,0,decisive,0.6138952164009112
2017-06-01,1.12461,1.12567,1.12018,1.12106,165945,95484666000,0,decisive,0.6466302367942017
2017-06-02,1.12138,1.12852,1.12047,1.12829,164938,91538829000,0,explosive,0.8583850931677101
2017-06-04,1.12713,1.12839,1.12713,1.12783,2466,0,0,decisive,0.5555555555556535
2017-06-05,1.12715,1.12835,1.12339,1.1254,121834,0,0,base,0.3528225806452
2017-06-06,1.12546,1.12837,1.12401,1.12765,148382,0,0,decisive,0.5022935779816663
2017-06-07,1.12751,1.12824,1.12037,1.12591,161147,0,0,base,0.20330368487929887
2017-06-08,1.12599,1.12691,1.11947,1.1214,181809,0,0,decisive,0.616935483870971
2017-06-09,1.12199,1.12365,1.11661,1.11953,187059,0,0,base,0.34943181818183966
2017-06-11,1.12067,1.12095,1.12023,1.12037,1460,0,0,base,0.4166666666667181
2017-06-12,1.12061,1.1232,1.11916,1.12043,137777,0,0,base,0.04455445544556115
2017-06-13,1.12039,1.12248,1.1185,1.12105,124961,0,0,base,0.1658291457286749
2017-06-14,1.12075,1.12957,1.11927,1.12217,201921,0,0,base,0.137864077669901
2017-06-15,1.12178,1.12285,1.11318,1.11473,189709,0,0,decisive,0.7290589451913251
2017-06-16,1.11429,1.12015,1.11382,1.11931,152237,0,0,decisive,0.7930489731437704
2017-06-18,1.1205,1.12082,1.11946,1.12037,3465,0,0,base,0.09558823529408883
2017-06-19,1.12046,1.12127,1.11428,1.11479,145410,0,0,explosive,0.811158798283265
2017-06-20,1.11476,1.11648,1.11186,1.11326,159607,0,0,base,0.32467532467534777
2017-06-21,1.1131,1.11688,1.1127,1.11673,150195,0,0,explosive,0.8684210526315692
2017-06-22,1.11682,1.11778,1.1139,1.11516,140300,0,0,base,0.4278350515463788
2017-06-23,1.11523,1.12087,1.11449,1.11942,121985,0,0,decisive,0.656739811912242
2017-06-25,1.11956,1.11983,1.11888,1.11963,1636,0,0,base,0.07368421052609682
2017-06-26,1.11956,1.12197,1.11714,1.11805,142017,0,0,base,0.31262939958595376
2017-06-27,1.11819,1.13493,1.11787,1.13406,188365,0,0,explosive,0.9302461899179356
2017-06-28,1.13364,1.13901,1.12912,1.13769,223371,0,0,base,0.40950455005055986
2017-06-29,1.13778,1.14452,1.13741,1.144,199559,0,0,explosive,0.8748241912798785
2017-06-30,1.144,1.14449,1.13919,1.14191,184030,0,0,base,0.3943396226414892
2017-07-02,1.14183,1.14263,1.14164,1.14249,1451,0,0,decisive,0.6666666666667415
2017-07-03,1.14173,1.14264,1.13548,1.13641,151210,0,0,decisive,0.7430167597765294
2017-07-04,1.13615,1.13769,1.13357,1.13438,142852,0,0,base,0.429611650485436
2017-07-05,1.13415,1.13685,1.13121,1.13495,169920,0,0,base,0.1418439716311934
2017-07-06,1.13492,1.14248,1.13295,1.14216,175526,0,0,decisive,0.7597061909758768
2017-07-07,1.14216,1.14397,1.13794,1.13999,177150,0,0,base,0.35986733001658583
2017-07-09,1.13977,1.1402,1.13947,1.13999,2165,0,0,base,0.30136986301379864
2017-07-10,1.13966,1.1418,1.13814,1.13984,133290,0,0,base,0.04918032786887135
2017-07-11,1.13975,1.14796,1.13825,1.14659,162847,0,0,decisive,0.7044284243048282
2017-07-12,1.14659,1.14893,1.13914,1.14127,205659,0,0,decisive,0.543411644535241
2017-07-13,1.14127,1.14558,1.137,1.13966,191251,0,0,base,0.18764568764569992
2017-07-14,1.13976,1.14718,1.13912,1.14708,175865,0,0,explosive,0.9081885856079195
2017-07-16,1.14699,1.14741,1.14658,1.14701,5526,0,0,base,0.024096385542323386
2017-07-17,1.14699,1.14869,1.14345,1.1479,162554,0,0,base,0.1736641221374011
2017-07-18,1.1479,1.1583,1.14711,1.15538,228908,0,0,decisive,0.6684539767649804
2017-07-19,1.15539,1.15559,1.15097,1.15152,167975,0,0,explosive,0.8376623376623261
2017-07-20,1.15136,1.16579,1.1479,1.16303,241333,0,0,decisive,0.6523197316936808
2017-07-21,1.16296,1.16827,1.16188,1.16631,190467,0,0,decisive,0.5242566510172173
2017-07-23,1.16621,1.16741,1.16608,1.16725,2166,0,0,decisive,0.781954887217961
2017-07-24,1.16607,1.16842,1.16256,1.16417,181461,0,0,base,0.3242320819112663
2017-07-25,1.16421,1.17125,1.16304,1.16464,197583,0,0,base,0.052375152253342196
2017-07-26,1.16461,1.17472,1.16123,1.17262,219401,0,0,decisive,0.5937731653076406
2017-07-27,1.17262,1.17765,1.16497,1.16757,243447,0,0,base,0.39826498422712847
2017-07-28,1.16757,1.17639,1.16709,1.17561,214193,0,0,explosive,0.8645161290322552
2017-07-30,1.17533,1.17614,1.17486,1.17595,5480,0,0,base,0.4843750000000705
2017-07-31,1.17499,1.18454,1.17229,1.18397,200350,0,0,decisive,0.7330612244898026
2017-08-01,1.18397,1.18415,1.17849,1.18021,204487,0,0,decisive,0.6643109540636019
2017-08-02,1.18005,1.191,1.17932,1.18568,208041,0,0,base,0.48202054794520194
2017-08-03,1.18568,1.18929,1.18302,1.18706,196645,0,0,base,0.2200956937798943
2017-08-04,1.18706,1.18889,1.17278,1.17716,187141,0,0,decisive,0.614525139664803
2017-08-06,1.17735,1.17927,1.17697,1.1786,3137,0,0,decisive,0.5434782608696576
2017-08-07,1.17703,1.1814,1.17679,1.17936,139885,0,0,decisive,0.5054229934923952
2017-08-08,1.17936,1.18238,1.17149,1.17527,166682,0,0,base,0.3755739210284575
2017-08-09,1.17502,1.17699,1.16885,1.17578,198005,0,0,base,0.09336609336610449
2017-08-10,1.17578,1.17853,1.17039,1.17725,195006,0,0,base,0.18058968058966263
2017-08-11,1.17725,1.18474,1.17483,1.18227,211137,0,0,decisive,0.5065590312815432
2017-08-14,1.18224,1.18384,1.17694,1.17811,151869,0,0,decisive,0.5985507246376846
2017-08-15,1.17796,1.17927,1.16869,1.17341,180626,0,0,base,0.43005671077503
2017-08-16,1.17341,1.17787,1.16809,1.17667,200540,0,0,base,0.3333333333333409
2017-08-17,1.17666,1.17899,1.16619,1.17228,221624,0,0,base,0.34218750000000603
2017-08-18,1.17189,1.17741,1.1708,1.17631,203208,0,0,decisive,0.668683812405426
2017-08-21,1.17609,1.1828,1.17307,1.18133,144514,0,0,decisive,0.538540596094543
2017-08-22,1.18151,1.18243,1.17448,1.17611,151182,0,0,decisive,0.6792452830188663
2017-08-23,1.17594,1.1823,1.17398,1.18086,157308,0,0,decisive,0.5913461538461664
2017-08-24,1.18088,1.18177,1.17838,1.17993,163986,0,0,base,0.28023598820059153
2017-08-25,1.17994,1.19414,1.17728,1.19204,194696,0,0,decisive,0.7176749703440148
2017-08-28,1.19454,1.19836,1.19166,1.19775,159042,0,0,base,0.479104477611953
2017-08-29,1.19781,1.20701,1.19461,1.19786,258903,0,0,base,0.004032258064506742
2017-08-30,1.19716,1.19841,1.18807,1.18819,209344,0,0,explosive,0.8675048355899332
2017-08-31,1.18837,1.19124,1.18228,1.19039,211698,0,0,base,0.2254464285714414
2017-09-01,1.19073,1.19795,1.18493,1.18627,208920,0,0,base,0.3425499231950937
2017-09-04,1.18808,1.1922,1.18734,1.18934,160303,0,0,base,0.2592592592592745
2017-09-05,1.18929,1.19405,1.18679,1.19165,214867,0,0,base,0.32506887052343325
2017-09-06,1.19125,1.195,1.19025,1.19187,213961,0,0,base,0.13052631578948648
2017-09-07,1.19173,1.20593,1.19136,1.20233,238649,0,0,decisive,0.7275223061084395
2017-09-08,1.20227,1.20921,1.20145,1.20352,247874,0,0,base,0.16108247422680091
2017-09-11,1.20165,1.20294,1.19478,1.19524,188013,0,0,decisive,0.785539215686283
2017-09-12,1.19527,1.19781,1.19262,1.19633,196156,1038903000,0,base,0.20423892100189464
2017-09-13,1.19658,1.19949,1.18729,1.18854,186759,0,0,decisive,0.6590163934426274
2017-09-14,1.1884,1.19223,1.18377,1.19175,203107,0,0,base,0.3959810874704753
2017-09-15,1.1918,1.1987,1.19009,1.19459,208823,0,0,base,0.3240418118466978
2017-09-18,1.19264,1.19693,1.19149,1.19538,163851,0,0,decisive,0.5036764705882593
2017-09-19,1.19537,1.20065,1.19481,1.19939,190724,0,0,decisive,0.6883561643835387
2017-09-20,1.19942,1.20321,1.18611,1.18962,207007,0,0,decisive,0.5730994152046838
2017-09-21,1.18944,1.19536,1.18656,1.1941,206013,0,0,decisive,0.5295454545454465
2017-09-22,1.19386,1.20045,1.1937,1.19474,187649,0,0,base,0.13037037037036853
2017-09-25,1.18989,1.19366,1.18321,1.18487,194567,0,0,base,0.4803827751196053
2017-09-26,1.18463,1.18616,1.17573,1.17905,210314,0,0,decisive,0.5349952061361509
2017-09-27,1.17897,1.17952,1.17171,1.17459,208660,0,0,decisive,0.5608194622279286
2017-09-28,1.17481,1.1804,1.1721,1.1786,194555,0,0,base,0.45662650602411975
2017-09-29,1.17857,1.18324,1.17725,1.18159,175267,0,0,decisive,0.5041736227044977
2017-10-02,1.17956,1.18151,1.17301,1.17327,169918,0,0,decisive,0.7399999999999932
