time,open,high,low,close
1083531600,1.7039,1.7039,1.7039,1.7039
1086037200,1.7039,1.7752,1.7039,1.7445
1088629200,1.7445,1.7445,1.6945,1.7102
1091394000,1.7135,1.7301,1.7017,1.7301
1093986000,1.7301,1.7739,1.70895,1.70895
1096578000,1.70895,1.7226,1.6844,1.70675
1099260000,1.7112,1.7221,1.6623,1.7221
1101852000,1.7221,1.7654,1.7131,1.7339
1104703200,1.7359,1.74335,1.67395,1.68095
1107208800,1.68095,1.69355,1.6359,1.67075
1109628000,1.67075,1.70465,1.66285,1.6774
1112306400,1.6774,1.70355,1.64505,1.6477
1114981200,1.6483,1.67395,1.62615,1.62785
1117573200,1.62785,1.63745,1.55365,1.588
1120165200,1.588,1.622,1.57535,1.6023
1122843600,1.6034,1.6418,1.59045,1.6347
1125522000,1.6347,1.64385,1.57355,1.5784
1128286800,1.577,1.61465,1.5595,1.6027
1130796000,1.6027,1.6297,1.5908,1.5977
1133388000,1.5977,1.637,1.5617,1.6167
1136152800,1.6167,1.6401,1.5975,1.6032
1138744800,1.6032,1.6254,1.5997,1.606
1141164000,1.606,1.712,1.59705,1.6913
1144011600,1.6917,1.7054,1.6506,1.6634
1146430800,1.6645,1.7124,1.6374,1.703
1149109200,1.703,1.7355,1.682,1.7218
1151874000,1.7201,1.7264,1.6582,1.66575
1154379600,1.66575,1.696,1.6577,1.6779
1157058000,1.6779,1.7078,1.6601,1.6986
1159736400,1.7019,1.7144,1.64655,1.6497
1162332000,1.6497,1.69015,1.64375,1.6786
1164924000,1.6786,1.69775,1.6617,1.6733
1167602400,1.6733,1.68255,1.63715,1.67745
1170280800,1.67745,1.687,1.65775,1.67915
1172700000,1.67915,1.70345,1.64285,1.65168
1175461200,1.65095,1.6533,1.61968,1.64394
1177966800,1.64394,1.65948,1.6213,1.62502
1180645200,1.62502,1.62668,1.57761,1.59437
1183323600,1.59485,1.61576,1.54764,1.60683
1185915600,1.60683,1.74572,1.59209,1.66498
1188766800,1.6706,1.68573,1.60276,1.60688
1191186000,1.60705,1.62262,1.55063,1.5509
1193864400,1.5509,1.71642,1.54974,1.6547
1196632800,1.65775,1.70021,1.64905,1.66724
1199138400,1.66724,1.6962,1.64797,1.6593
1201816800,1.6593,1.66164,1.59245,1.63068
1204495200,1.62852,1.74291,1.61213,1.72896
1206997200,1.72896,1.73323,1.64966,1.65626
1209589200,1.65626,1.66691,1.61852,1.6271
1212354000,1.6313,1.65285,1.60488,1.64357
1214859600,1.64357,1.66133,1.62034,1.65596
1217538000,1.65596,1.735995,1.65584,1.71008
1220216400,1.71525,1.82601,1.7079,1.77847
1222808400,1.77847,2.11458,1.762175,1.90541
1225663200,1.90894,2.0571,1.8492,1.93831
1228082400,1.94552,2.103,1.925385,1.98884
1230760800,1.98884,2.01966,1.86037,2.01527
1233525600,2.00613,2.04023,1.90191,1.98278
1235944800,1.97499,2.00603,1.90353,1.91643
1238533200,1.91643,1.92717,1.7986,1.8234
1241125200,1.8234,1.82825,1.75045,1.76797
1243803600,1.7587,1.789315,1.71493,1.74016
1246395600,1.74016,1.81036,1.698685,1.70568
1249246800,1.7072,1.72942,1.685185,1.69849
1251752400,1.69849,1.72315,1.655085,1.658785
1254344400,1.658785,1.69254,1.60815,1.63639
1257112800,1.64129,1.663005,1.59494,1.63815
1259618400,1.63815,1.64561,1.59181,1.59619
1262296800,1.59619,1.59619,1.541885,1.56863
1264975200,1.5755,1.595425,1.5044,1.5226
1267394400,1.52049,1.52095,1.45819,1.47294
1270069200,1.47294,1.47784,1.422135,1.43825
1272834000,1.44655,1.54621,1.39287,1.45477
1275339600,1.45477,1.47409,1.396395,1.45551
1277931600,1.45551,1.50153,1.433195,1.4435
1280696400,1.44266,1.454455,1.41166,1.42371
1283288400,1.42371,1.42483,1.36611,1.40985
1285880400,1.40985,1.437275,1.40453,1.41798
1288558800,1.41684,1.42015,1.352325,1.35418
1291154400,1.35418,1.36481,1.292795,1.308
1294005600,1.30814,1.38795,1.29325,1.37295
1296511200,1.37295,1.378665,1.33048,1.35552
1298930400,1.35552,1.43444,1.3548,1.37073
1301605200,1.37073,1.38788,1.3491,1.34971
1304283600,1.35159,1.392905,1.32282,1.34902
1306875600,1.34902,1.38399,1.33754,1.3526
1309467600,1.3526,1.35703,1.292875,1.30954
1312146000,1.30383,1.42633,1.294165,1.34214
1314824400,1.34214,1.396585,1.29911,1.38562
1317589200,1.38178,1.408795,1.31156,1.31608
1320094800,1.31608,1.380935,1.306115,1.30762
1322690400,1.30762,1.323145,1.263195,1.27016
1325455200,1.26606,1.270755,1.222815,1.23183
1328047200,1.23183,1.26186,1.213345,1.24159
1330552800,1.24159,1.28942,1.226215,1.28925
1333314000,1.27858,1.287875,1.25724,1.2696
1335819600,1.2696,1.30306,1.266765,1.27039
1338498000,1.27039,1.28776,1.232815,1.23684
1341176400,1.2352,1.23634,1.164595,1.17138
