time,open,high,low,close,Zero Line,Sym1 Diff,Sym2 Diff,Sym3 Diff,EMA,EMA,Correlation
1020718800,0.62375,0.62375,0.62375,0.62375,0,NaN,0,0,NaN,NaN,NaN
1020805200,0.62375,0.62375,0.62125,0.62125,0,NaN,0,0,NaN,NaN,NaN
1020891600,0.62125,0.62295,0.62125,0.62295,0,NaN,0,0,NaN,NaN,NaN
1020978000,0.62295,0.6245,0.62295,0.6245,0,NaN,0,0,NaN,NaN,NaN
1021237200,0.6246,0.62575,0.6246,0.62575,0,NaN,0,0,NaN,NaN,NaN
1021323600,0.62575,0.62575,0.62245,0.62245,0,NaN,0,0,NaN,NaN,NaN
1021410000,0.62245,0.62485,0.62245,0.62485,0,NaN,0,0,NaN,NaN,NaN
1021496400,0.62485,0.62615,0.62485,0.62615,0,NaN,0,0,NaN,NaN,NaN
1021582800,0.62615,0.6315,0.62615,0.6315,0,NaN,0,0,NaN,NaN,NaN
1021842000,0.631,0.63155,0.631,0.63155,0,NaN,0,0,NaN,NaN,NaN
1021928400,0.63155,0.63155,0.63015,0.63015,0,NaN,0,0,NaN,NaN,NaN
1022014800,0.63015,0.63455,0.63015,0.63455,0,NaN,0,0,NaN,NaN,NaN
1022101200,0.63455,0.63455,0.63325,0.63325,0,NaN,0,0,NaN,NaN,NaN
1022187600,0.63325,0.63325,0.632,0.632,0,NaN,0,0,NaN,NaN,NaN
1022446800,0.6321,0.6321,0.6319,0.6319,0,NaN,0,0,NaN,NaN,NaN
1022533200,0.6319,0.63665,0.6319,0.63665,0,NaN,0,0,NaN,NaN,NaN
1022619600,0.63665,0.63995,0.63665,0.63995,0,NaN,0,0,NaN,NaN,NaN
1022706000,0.63995,0.63995,0.63945,0.63945,0,NaN,0,0,NaN,NaN,NaN
1022792400,0.63945,0.6411,0.63945,0.6411,0,NaN,0,0,NaN,NaN,NaN
1023051600,0.6408,0.64305,0.6408,0.64305,0,NaN,0,0,NaN,NaN,NaN
1023138000,0.64305,0.64395,0.64305,0.64395,0,NaN,0,0,NaN,NaN,NaN
1023224400,0.64395,0.64395,0.64345,0.64345,0,NaN,0,0,NaN,NaN,NaN
1023310800,0.64345,0.64885,0.64345,0.64885,0,NaN,0,0,NaN,NaN,NaN
1023397200,0.64885,0.64885,0.6466,0.6466,0,NaN,0,0,NaN,NaN,NaN
1023656400,0.6463,0.64675,0.6463,0.64675,0,NaN,0,0,NaN,NaN,NaN
1023742800,0.64675,0.64675,0.64445,0.64445,0,NaN,0,0,NaN,NaN,NaN
1023829200,0.64445,0.64445,0.64165,0.64165,0,NaN,0,0,NaN,NaN,NaN
1023915600,0.64165,0.64165,0.64085,0.64085,0,NaN,0,0,NaN,NaN,NaN
1024002000,0.64085,0.64085,0.6402,0.6402,0,NaN,0,0,NaN,NaN,NaN
1024261200,0.6396,0.6396,0.63835,0.63835,0,NaN,0,0,NaN,NaN,NaN
1024347600,0.63835,0.63855,0.63835,0.63855,0,NaN,0,0,NaN,NaN,NaN
1024434000,0.63855,0.64215,0.63855,0.64215,0,NaN,0,0,NaN,NaN,NaN
1024520400,0.64215,0.64395,0.64215,0.64395,0,NaN,0,0,NaN,NaN,NaN
1024606800,0.64395,0.6486,0.64395,0.6486,0,NaN,0,0,NaN,NaN,NaN
1024866000,0.6489,0.6489,0.64635,0.64635,0,NaN,0,0,NaN,NaN,NaN
1024952400,0.64635,0.64915,0.64635,0.64915,0,NaN,0,0,NaN,NaN,NaN
1025038800,0.64915,0.64915,0.64295,0.64295,0,NaN,0,0,NaN,NaN,NaN
1025125200,0.64295,0.64625,0.64295,0.64625,0,NaN,0,0,NaN,NaN,NaN
1025211600,0.64625,0.6468,0.64625,0.6468,0,NaN,0,0,NaN,NaN,NaN
1025470800,0.6464,0.64655,0.6464,0.64655,0,NaN,0,0,NaN,NaN,NaN
1025557200,0.64655,0.64655,0.64215,0.64215,0,NaN,0,0,NaN,NaN,NaN
1025643600,0.64215,0.64215,0.64205,0.64205,0,NaN,0,0,NaN,NaN,NaN
1025730000,0.64205,0.64205,0.64115,0.64115,0,NaN,0,0,NaN,NaN,NaN
1025816400,0.64115,0.64115,0.6392,0.6392,0,NaN,0,0,NaN,NaN,NaN
1026075600,0.6403,0.64135,0.6403,0.64135,0,NaN,0,0,NaN,NaN,NaN
1026162000,0.64135,0.64155,0.64135,0.64155,0,NaN,0,0,NaN,NaN,NaN
1026248400,0.64155,0.64155,0.63895,0.63895,0,NaN,0,0,NaN,NaN,NaN
1026334800,0.63895,0.63895,0.63635,0.63635,0,NaN,0,0,NaN,NaN,NaN
1026421200,0.63635,0.6381,0.63635,0.6381,0,NaN,0,0,NaN,NaN,NaN
1026680400,0.638,0.63945,0.638,0.63945,0,NaN,0,0,NaN,0.638069,NaN
1026766800,0.63945,0.64215,0.63945,0.64215,0,NaN,0,0,NaN,0.6382290392156863,NaN
1026853200,0.64215,0.64215,0.64115,0.64115,0,NaN,0,0,NaN,0.6383435866974241,NaN
1026939600,0.64115,0.64295,0.64115,0.64295,0,NaN,0,0,NaN,0.6385242303563486,NaN
1027026000,0.64295,0.64295,0.6413,0.6413,0,NaN,0,0,NaN,0.6386330840678643,NaN
1027285200,0.6409,0.6409,0.63875,0.63875,0,NaN,0,0,NaN,0.6386376690063794,NaN
1027371600,0.63875,0.63875,0.63255,0.63255,0,NaN,0,0,NaN,0.6383989368884821,NaN
1027458000,0.63255,0.63285,0.63255,0.63285,0,NaN,0,0,NaN,0.6381813315203064,NaN
1027544400,0.63285,0.63415,0.63285,0.63415,0,NaN,0,0,NaN,0.6380232400881376,NaN
1027630800,0.63415,0.63415,0.6309,0.6309,0,NaN,0,0,NaN,0.6377438973395831,NaN
1027890000,0.6306,0.6306,0.6275,0.6275,0,NaN,0,0,NaN,0.6373421758752857,NaN
1027976400,0.6275,0.6275,0.62475,0.62475,0,NaN,0,0,NaN,0.6368483650566471,NaN
1028062800,0.62475,0.6249,0.62475,0.6249,0,NaN,0,0,NaN,0.6363798017210923,NaN
1028149200,0.6249,0.63055,0.6249,0.63055,0,NaN,0,0,NaN,0.6361511820457554,NaN
1028235600,0.63055,0.63055,0.6283,0.6283,0,NaN,0,0,NaN,0.6358432925537649,NaN
1028494800,0.6284,0.6284,0.62785,0.62785,0,NaN,0,0,NaN,0.6355298301006761,NaN
1028581200,0.62785,0.62845,0.62785,0.62845,0,NaN,0,0,NaN,0.6352521897045712,NaN
1028667600,0.62845,0.63315,0.62845,0.63315,0,NaN,0,0,NaN,0.6351697508926273,NaN
1028754000,0.63315,0.63315,0.63155,0.63155,0,NaN,0,0,NaN,0.6350277998772301,NaN
1028840400,0.63155,0.6365,0.63155,0.6365,0,NaN,0,0,NaN,0.635085533215378,NaN
1029099600,0.6362,0.63905,0.6362,0.63905,0,NaN,0,0,NaN,0.6352410025010494,NaN
1029186000,0.63905,0.6399,0.63905,0.6399,0,NaN,0,0,NaN,0.635423708285322,NaN
1029272400,0.6399,0.6399,0.6375,0.6375,0,NaN,0,0,NaN,0.6355051314898192,NaN
1029358800,0.6375,0.6393,0.6375,0.6393,0,NaN,0,0,NaN,0.6356539498627675,NaN
1029445200,0.6393,0.64,0.6393,0.64,0,NaN,0,0,NaN,0.6358243832014825,NaN
1029704400,0.6392,0.6392,0.6391,0.6391,0,NaN,0,0,NaN,0.6359528387622086,NaN
1029790800,0.6391,0.64055,0.6391,0.64055,0,NaN,0,0,NaN,0.6361331195950632,NaN
1029877200,0.64055,0.64055,0.64025,0.64025,0,NaN,0,0,NaN,0.636294565885453,NaN
1029963600,0.64025,0.64025,0.63705,0.63705,0,NaN,0,0,NaN,0.6363241907526901,NaN
1030050000,0.63705,0.64,0.63705,0.64,0,NaN,0,0,NaN,0.6364683401349376,NaN
1030309200,0.6401,0.6401,0.6387,0.6387,0,NaN,0,0,NaN,0.6365558562080773,NaN
1030395600,0.6387,0.6407,0.6387,0.6407,0,NaN,0,0,NaN,0.6367183716508978,NaN
1030482000,0.6407,0.6407,0.638,0.638,0,NaN,0,0,NaN,0.6367686315861567,NaN
1030568400,0.638,0.638,0.6358,0.6358,0,NaN,0,0,NaN,0.6367306460337584,NaN
1030654800,0.6358,0.6358,0.6334,0.6334,0,NaN,0,0,NaN,0.636600032463807,NaN
1030914000,0.6335,0.6355,0.6335,0.6355,0,NaN,0,0,NaN,0.6365568939358146,NaN
1031000400,0.6355,0.6371,0.6355,0.6371,0,NaN,0,0,NaN,0.6365781922128415,NaN
1031086800,0.6371,0.6371,0.6344,0.6344,0,NaN,0,0,NaN,0.6364927729103771,NaN
1031173200,0.6344,0.6344,0.6337,0.6337,0,NaN,0,0,NaN,0.6363832524040878,NaN
1031518800,0.63,0.63,0.6293,0.6293,0,NaN,0,0,NaN,0.6361054778000059,NaN
1031605200,0.6293,0.6293,0.6271,0.6271,0,NaN,0,0,NaN,0.6357523218078488,NaN
1031778000,0.6271,0.6287,0.6271,0.6287,0,NaN,0,0,NaN,0.6354757601683253,NaN
1031864400,0.6287,0.6287,0.6263,0.6263,0,NaN,0,0,NaN,0.6351159264362342,NaN
1032123600,0.6258,0.6289,0.6258,0.6289,0,NaN,0,0,NaN,0.6348721646152053,NaN
1032210000,0.6289,0.6321,0.6289,0.6321,0,NaN,0,0,NaN,0.6347634522773542,NaN
1032296400,0.6321,0.6321,0.6311,0.6311,0,NaN,0,0,NaN,0.6346197874821639,NaN
1032382800,0.6311,0.634,0.6311,0.634,0,NaN,0,0,NaN,0.6345954820907065,NaN
1032469200,0.634,0.634,0.6318,0.6318,0,NaN,0,0,NaN,0.6344858553420514,NaN
1032728400,0.6316,0.6316,0.6306,0.6306,0,NaN,0,0,NaN,0.6343334688580493,NaN
1032814800,0.6306,0.6306,0.6296,0.6296,0,NaN,0,0,NaN,0.6341478426283219,NaN
1032901200,0.6296,0.6296,0.6269,0.6269,0,NaN,18.028644507945337,-14.095725906666214,NaN,0.6338636135056426,NaN
1032987600,0.6269,0.6269,0.6268,0.6268,0,NaN,44.92550591291748,-11.214420633105261,NaN,0.6335866090544409,NaN
1033074000,0.6268,0.6282,0.6268,0.6282,0,NaN,34.61575267338408,-8.555914434251111,NaN,0.6333753694836785,NaN
1033333200,0.6284,0.6294,0.6284,0.6294,0,NaN,19.293455417229925,9.392595249175391,NaN,0.6332194726411813,NaN
1033419600,0.6294,0.6294,0.6278,0.6278,0,NaN,-10.544547669697048,6.499229424400026,NaN,0.6330069443023114,NaN
1033506000,0.6278,0.6287,0.6278,0.6287,0,NaN,3.9065043051327653,10.296168156739316,NaN,0.6328380445257502,NaN
1033592400,0.6287,0.6289,0.6287,0.6289,0,NaN,-16.312553448364728,-7.147719241466616,NaN,0.6326836114070934,NaN
1033678800,0.6289,0.6289,0.6254,0.6254,0,NaN,-47.19920578081891,-23.944182181709998,NaN,0.6323979795872073,NaN
1033938000,0.6261,0.6276,0.6261,0.6276,0,NaN,-56.843302611549596,-14.897559755650407,NaN,0.6322098235249639,NaN
1034024400,0.6276,0.6301,0.6276,0.6301,0,NaN,-28.01499894145313,3.734786774178831,NaN,0.6321270853475144,NaN
1034110800,0.6301,0.6326,0.6301,0.6326,0,NaN,-2.9491922210343784,5.226098453448207,NaN,0.6321456310201609,NaN
1034197200,0.6326,0.6326,0.6306,0.6306,0,NaN,-16.008415805406994,20.77147984106588,NaN,0.6320850180389781,NaN
1034283600,0.6306,0.632,0.6306,0.632,0,NaN,-26.772143185120154,15.058213692435462,NaN,0.6320816839982338,NaN
1034542800,0.6321,0.6337,0.6321,0.6337,0,NaN,-26.679611411510432,12.834397425666417,NaN,0.6321451473708521,NaN
1034629200,0.6337,0.6337,0.6324,0.6324,0,NaN,-4.898987200611592,3.2307264810468688,NaN,0.632155141591603,NaN
1034715600,0.6324,0.6324,0.6315,0.6315,0,NaN,-30.284082151932743,-9.247162578675095,NaN,0.6321294497644814,NaN
1034802000,0.6315,0.6315,0.6262,0.6262,0,NaN,-43.6233263373785,-22.96119277148773,NaN,0.631896922322737,NaN
1034888400,0.6262,0.6287,0.6262,0.6287,0,NaN,-17.615426515383177,-19.5017673942299,NaN,0.6317715528198845,NaN
1035147600,0.6287,0.6312,0.6287,0.6312,0,NaN,-25.14929234287895,-10.107635894007096,NaN,0.6317491389838106,NaN
1035234000,0.6312,0.6324,0.6312,0.6324,0,NaN,-29.702683273399888,-8.766593561648627,NaN,0.6317746629452298,NaN
1035320400,0.6324,0.6324,0.63055,0.63055,0,NaN,-45.76293374053877,-9.146414160118052,NaN,0.6317266369473776,NaN
1035406800,0.63055,0.63055,0.62935,0.62935,0,NaN,-53.282781333176175,-26.0608428591155,NaN,0.6316334354984608,NaN
1035493200,0.62935,0.6295,0.62935,0.6295,0,NaN,-59.42292160753535,-23.00755796550956,NaN,0.6315497713612663,NaN
1035756000,0.6311,0.6311,0.631,0.631,0,NaN,-77.19425961289065,-25.208574976504412,NaN,0.6315282117000403,NaN
1035842400,0.631,0.6315,0.631,0.6315,0,NaN,-70.34031268835099,-4.583175161435428,NaN,0.6315271053588623,NaN
1035928800,0.6315,0.63185,0.6315,0.63185,0,NaN,-32.69255107528482,7.546791744783443,NaN,0.6315397678938088,NaN
1036015200,0.63185,0.6326,0.63185,0.6326,0,NaN,-13.211278147616277,24.835963454388487,NaN,0.6315813456234634,NaN
1036101600,0.6326,0.6374,0.6326,0.6374,0,NaN,-15.902024976355275,55.03776431683415,NaN,0.6318095281480334,NaN
1036360800,0.6371,0.6405,0.6371,0.6405,0,NaN,-5.1200659227460195,67.12824462008099,NaN,0.6321503309657576,NaN
1036447200,0.6405,0.6405,0.6398,0.6398,0,NaN,-27.669938861184455,54.19616281451832,NaN,0.6324503179867083,NaN
1036533600,0.6398,0.6411,0.6398,0.6411,0,NaN,-15.67312323086327,64.6272229271365,NaN,0.6327895212029158,NaN
1036620000,0.6411,0.6411,0.6389,0.6389,0,NaN,-27.864258789781417,68.3579838799107,NaN,0.6330291478224093,NaN
1036706400,0.6389,0.6389,0.6368,0.6368,0,NaN,-28.667193454621447,68.9964743357236,NaN,0.6331770243783932,NaN
1036965600,0.6367,0.6369,0.6367,0.6369,0,NaN,-18.26667744071516,74.80748085285455,NaN,0.6333230234223778,NaN
1037052000,0.6369,0.63695,0.6369,0.63695,0,NaN,-9.57356149000508,55.63350048760498,NaN,0.6334652577979708,NaN
1037138400,0.63695,0.63695,0.63515,0.63515,0,NaN,-34.19785694534053,51.408300208589324,NaN,0.633531326119619,NaN
1037224800,0.63515,0.63605,0.63515,0.63605,0,NaN,-39.07438152995965,42.5832800763697,NaN,0.6336300976443399,NaN
1037311200,0.63605,0.6386,0.63605,0.6386,0,NaN,-31.507107260286922,22.63317776647772,NaN,0.6338249957759344,NaN
