<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.12	12:00:00	1.11757	1.12141	1.11728	1.12094	15267	0	0
2019.08.12	16:00:00	1.12094	1.12305	1.12079	1.12123	17504	0	0
2019.08.12	20:00:00	1.12123	1.12235	1.12100	1.12153	6738	0	0
2019.08.13	00:00:00	1.12149	1.12204	1.12059	1.12061	8417	0	0
2019.08.13	04:00:00	1.12061	1.12098	1.11819	1.11897	9967	0	0
2019.08.13	08:00:00	1.11897	1.11985	1.11857	1.11919	12721	0	0
2019.08.13	12:00:00	1.11916	1.12287	1.11843	1.12169	19267	0	0
2019.08.13	16:00:00	1.12169	1.12194	1.11701	1.11796	44667	0	0
2019.08.13	20:00:00	1.11796	1.11860	1.11708	1.11714	9586	0	0
2019.08.14	00:00:00	1.11702	1.11784	1.11700	1.11778	9398	0	0
2019.08.14	04:00:00	1.11780	1.11797	1.11691	1.11721	7176	0	0
2019.08.14	08:00:00	1.11721	1.11851	1.11650	1.11767	12722	0	0
2019.08.14	12:00:00	1.11766	1.11909	1.11660	1.11774	22891	0	0
2019.08.14	16:00:00	1.11773	1.11803	1.11358	1.11446	26146	0	0
2019.08.14	20:00:00	1.11447	1.11464	1.11306	1.11381	10256	0	0
2019.08.15	00:00:00	1.11373	1.11454	1.11341	1.11421	8034	0	0
2019.08.15	04:00:00	1.11421	1.11518	1.11391	1.11513	8088	0	0
2019.08.15	08:00:00	1.11513	1.11539	1.11403	1.11481	21546	0	0
2019.08.15	12:00:00	1.11481	1.11583	1.11351	1.11420	42353	0	0
2019.08.15	16:00:00	1.11420	1.11447	1.10912	1.10994	42486	0	0
2019.08.15	20:00:00	1.10994	1.11189	1.10963	1.11135	14089	0	0
2019.08.16	00:00:00	1.11066	1.11133	1.10997	1.11036	8628	0	0
2019.08.16	04:00:00	1.11036	1.11043	1.10956	1.11033	7287	0	0
2019.08.16	08:00:00	1.11033	1.11064	1.10815	1.10841	20114	0	0
2019.08.16	12:00:00	1.10839	1.10866	1.10663	1.10740	29717	0	0
2019.08.16	16:00:00	1.10740	1.11068	1.10686	1.10935	30143	0	0
2019.08.16	20:00:00	1.10935	1.11031	1.10891	1.10894	12315	0	0
2019.08.19	00:00:00	1.10928	1.11012	1.10878	1.10907	7723	0	0
2019.08.19	04:00:00	1.10907	1.10943	1.10878	1.10916	5446	0	0
2019.08.19	08:00:00	1.10916	1.11101	1.10876	1.11022	20427	0	0
2019.08.19	12:00:00	1.11023	1.11138	1.10956	1.10995	23354	0	0
2019.08.19	16:00:00	1.10995	1.11035	1.10929	1.10934	14629	0	0
2019.08.19	20:00:00	1.10934	1.10968	1.10760	1.10789	9833	0	0
2019.08.20	00:00:00	1.10775	1.10879	1.10774	1.10848	6678	0	0
2019.08.20	04:00:00	1.10848	1.10886	1.10837	1.10869	6136	0	0
2019.08.20	08:00:00	1.10868	1.10875	1.10712	1.10784	19898	0	0
2019.08.20	12:00:00	1.10783	1.10846	1.10746	1.10777	23251	0	0
2019.08.20	16:00:00	1.10777	1.10999	1.10655	1.10987	26875	0	0
2019.08.20	20:00:00	1.10987	1.11067	1.10963	1.11009	10455	0	0
2019.08.21	00:00:00	1.11012	1.11036	1.10918	1.10925	8208	0	0
2019.08.21	04:00:00	1.10925	1.11054	1.10913	1.10939	6783	0	0
2019.08.21	08:00:00	1.10939	1.11060	1.10879	1.10978	12402	0	0
2019.08.21	12:00:00	1.10977	1.11073	1.10939	1.11033	14653	0	0
2019.08.21	16:00:00	1.11034	1.11046	1.10924	1.11031	12601	0	0
2019.08.21	20:00:00	1.11031	1.11051	1.10799	1.10837	11707	0	0
2019.08.22	00:00:00	1.10846	1.10920	1.10843	1.10859	3703	0	0
2019.08.22	04:00:00	1.10860	1.10904	1.10813	1.10817	4925	0	0
2019.08.22	08:00:00	1.10816	1.11131	1.10754	1.10989	21230	0	0
2019.08.22	12:00:00	1.10989	1.10996	1.10636	1.10798	30801	0	0
2019.08.22	16:00:00	1.10803	1.10989	1.10677	1.10820	19430	0	0
2019.08.22	20:00:00	1.10820	1.10893	1.10784	1.10804	5730	0	0
2019.08.23	00:00:00	1.10790	1.10857	1.10784	1.10794	3561	0	0
2019.08.23	04:00:00	1.10794	1.10808	1.10608	1.10695	5440	0	0
2019.08.23	08:00:00	1.10695	1.10743	1.10654	1.10677	14601	0	0
2019.08.23	12:00:00	1.10676	1.10732	1.10517	1.10634	19796	0	0
2019.08.23	16:00:00	1.10634	1.11477	1.10530	1.11386	36421	0	0
2019.08.23	20:00:00	1.11386	1.11532	1.11331	1.11447	14900	0	0
2019.08.26	00:00:00	1.11480	1.11640	1.11362	1.11434	13223	0	0
2019.08.26	04:00:00	1.11434	1.11481	1.11320	1.11433	12648	0	0
2019.08.26	08:00:00	1.11433	1.11530	1.11106	1.11148	26428	0	0
2019.08.26	12:00:00	1.11148	1.11241	1.11065	1.11116	19989	0	0
2019.08.26	16:00:00	1.11116	1.11244	1.11072	1.11098	19307	0	0
2019.08.26	20:00:00	1.11098	1.11100	1.10942	1.10991	9210	0	0
2019.08.27	00:00:00	1.11005	1.11056	1.10982	1.11037	4895	0	0
2019.08.27	04:00:00	1.11037	1.11073	1.10980	1.10984	7629	0	0
2019.08.27	08:00:00	1.10985	1.11160	1.10981	1.11131	16794	0	0
2019.08.27	12:00:00	1.11130	1.11154	1.11001	1.11088	18194	0	0
2019.08.27	16:00:00	1.11087	1.11092	1.10857	1.10966	16717	0	0
2019.08.27	20:00:00	1.10965	1.10969	1.10872	1.10892	5607	0	0
2019.08.28	00:00:00	1.10907	1.10951	1.10859	1.10881	12425	0	0
2019.08.28	04:00:00	1.10881	1.10903	1.10844	1.10868	7692	0	0
2019.08.28	08:00:00	1.10870	1.10980	1.10827	1.10888	14545	0	0
2019.08.28	12:00:00	1.10887	1.10976	1.10803	1.10817	16320	0	0
2019.08.28	16:00:00	1.10817	1.10862	1.10733	1.10787	15571	0	0
2019.08.28	20:00:00	1.10787	1.10857	1.10749	1.10767	7721	0	0
2019.08.29	00:00:00	1.10789	1.10869	1.10777	1.10854	6427	0	0
2019.08.29	04:00:00	1.10853	1.10875	1.10803	1.10813	5171	0	0
2019.08.29	08:00:00	1.10813	1.10861	1.10749	1.10763	16073	0	0
2019.08.29	12:00:00	1.10763	1.10819	1.10692	1.10705	16791	0	0
2019.08.29	16:00:00	1.10705	1.10933	1.10500	1.10528	23917	0	0
2019.08.29	20:00:00	1.10529	1.10585	1.10419	1.10568	9888	0	0
2019.08.30	00:00:00	1.10563	1.10603	1.10517	1.10541	4430	0	0
2019.08.30	04:00:00	1.10540	1.10543	1.10422	1.10449	6189	0	0
2019.08.30	08:00:00	1.10449	1.10521	1.10331	1.10379	19120	0	0
2019.08.30	12:00:00	1.10379	1.10457	1.10341	1.10380	19185	0	0
2019.08.30	16:00:00	1.10380	1.10496	1.09847	1.09873	21651	0	0
2019.08.30	20:00:00	1.09873	1.09940	1.09630	1.09936	11036	0	0
2019.09.02	00:00:00	1.09891	1.09966	1.09818	1.09877	4966	0	0
2019.09.02	04:00:00	1.09877	1.09932	1.09846	1.09878	4513	0	0
2019.09.02	08:00:00	1.09878	1.09924	1.09701	1.09726	12483	0	0
2019.09.02	12:00:00	1.09726	1.09753	1.09579	1.09657	12872	0	0
2019.09.02	16:00:00	1.09657	1.09756	1.09601	1.09733	8141	0	0
2019.09.02	20:00:00	1.09733	1.09736	1.09624	1.09681	4839	0	0
2019.09.03	00:00:00	1.09660	1.09715	1.09515	1.09536	5767	0	0
2019.09.03	04:00:00	1.09536	1.09538	1.09305	1.09405	9715	0	0
2019.09.03	08:00:00	1.09405	1.09515	1.09328	1.09491	21140	0	0
2019.09.03	12:00:00	1.09491	1.09492	1.09260	1.09398	18180	0	0
2019.09.03	16:00:00	1.09398	1.09788	1.09284	1.09700	24026	0	0
2019.09.03	20:00:00	1.09700	1.09754	1.09649	1.09747	6825	0	0
2019.09.04	00:00:00	1.09734	1.09794	1.09684	1.09743	4669	0	0
2019.09.04	04:00:00	1.09742	1.09798	1.09725	1.09747	6198	0	0
2019.09.04	08:00:00	1.09748	1.10129	1.09729	1.10073	16298	0	0
2019.09.04	12:00:00	1.10073	1.10235	1.10036	1.10165	16230	0	0
2019.09.04	16:00:00	1.10166	1.10330	1.10100	1.10257	18398	0	0
2019.09.04	20:00:00	1.10258	1.10384	1.10221	1.10339	9159	0	0
2019.09.05	00:00:00	1.10345	1.10377	1.10306	1.10342	4180	0	0
2019.09.05	04:00:00	1.10342	1.10392	1.10244	1.10268	9312	0	0
2019.09.05	08:00:00	1.10267	1.10444	1.10169	1.10376	15181	0	0
2019.09.05	12:00:00	1.10376	1.10672	1.10355	1.10597	19752	0	0
2019.09.05	16:00:00	1.10597	1.10848	1.10354	1.10410	25413	0	0
2019.09.05	20:00:00	1.10410	1.10434	1.10321	1.10343	7164	0	0
2019.09.06	00:00:00	1.10345	1.10384	1.10299	1.10300	4100	0	0
2019.09.06	04:00:00	1.10301	1.10383	1.10298	1.10376	5442	0	0
2019.09.06	08:00:00	1.10376	1.10516	1.10362	1.10371	14695	0	0
2019.09.06	12:00:00	1.10371	1.10467	1.10203	1.10402	20091	0	0
2019.09.06	16:00:00	1.10402	1.10572	1.10269	1.10352	22116	0	0
2019.09.06	20:00:00	1.10352	1.10397	1.10245	1.10251	10710	0	0
2019.09.09	00:00:00	1.10252	1.10282	1.10155	1.10173	6390	0	0
2019.09.09	04:00:00	1.10173	1.10296	1.10157	1.10273	7825	0	0
2019.09.09	08:00:00	1.10273	1.10370	1.10225	1.10338	12827	0	0
2019.09.09	12:00:00	1.10338	1.10589	1.10212	1.10434	18044	0	0
2019.09.09	16:00:00	1.10434	1.10679	1.10420	1.10598	18882	0	0
2019.09.09	20:00:00	1.10598	1.10604	1.10449	1.10456	5858	0	0
2019.09.10	00:00:00	1.10463	1.10518	1.10427	1.10430	8055	0	0
2019.09.10	04:00:00	1.10430	1.10472	1.10403	1.10428	5250	0	0
2019.09.10	08:00:00	1.10430	1.10594	1.10366	1.10384	14131	0	0
2019.09.10	12:00:00	1.10384	1.10468	1.10324	1.10398	12973	0	0
2019.09.10	16:00:00	1.10398	1.10521	1.10307	1.10409	16532	0	0
2019.09.10	20:00:00	1.10409	1.10486	1.10364	1.10421	6954	0	0
2019.09.11	00:00:00	1.10417	1.10553	1.10329	1.10468	8049	0	0
2019.09.11	04:00:00	1.10468	1.10548	1.10436	1.10529	2209	0	0
2019.09.11	08:00:00	1.10529	1.10536	1.10231	1.10256	13375	0	0
2019.09.11	12:00:00	1.10255	1.10276	1.09966	1.10009	16363	0	0
2019.09.11	16:00:00	1.10009	1.10083	1.09854	1.10072	14187	0	0
2019.09.11	20:00:00	1.10072	1.10139	1.10046	1.10096	5420	0	0
2019.09.12	00:00:00	1.10091	1.10142	1.10076	1.10107	4159	0	0
2019.09.12	04:00:00	1.10107	1.10153	1.10088	1.10138	4471	0	0
2019.09.12	08:00:00	1.10138	1.10323	1.10057	1.10271	11012	0	0
2019.09.12	12:00:00	1.10271	1.10684	1.09268	1.09460	35302	0	0
2019.09.12	16:00:00	1.09460	1.10793	1.09403	1.10677	41363	0	0
2019.09.12	20:00:00	1.10677	1.10872	1.10615	1.10635	9350	0	0
2019.09.13	00:00:00	1.10651	1.10668	1.10554	1.10641	3941	0	0
2019.09.13	04:00:00	1.10641	1.10729	1.10628	1.10694	3744	0	0
2019.09.13	08:00:00	1.10694	1.11097	1.10679	1.10920	25309	0	0
2019.09.13	12:00:00	1.10925	1.11067	1.10792	1.10879	19260	0	0
2019.09.13	16:00:00	1.10878	1.10883	1.10610	1.10758	17629	0	0
2019.09.13	20:00:00	1.10758	1.10798	1.10669	1.10759	6710	0	0
2019.09.16	00:00:00	1.10739	1.10864	1.10685	1.10757	7296	0	0
2019.09.16	04:00:00	1.10755	1.10797	1.10701	1.10731	4150	0	0
2019.09.16	08:00:00	1.10731	1.10823	1.10580	1.10593	13727	0	0
2019.09.16	12:00:00	1.10593	1.10692	1.10250	1.10267	17140	0	0
2019.09.16	16:00:00	1.10267	1.10272	1.09931	1.10026	17122	0	0
2019.09.16	20:00:00	1.10026	1.10113	1.09943	1.10024	6711	0	0
2019.09.17	00:00:00	1.09966	1.10118	1.09920	1.10089	13000	0	0
2019.09.17	04:00:00	1.10089	1.10135	1.10015	1.10128	7960	0	0
2019.09.17	08:00:00	1.10128	1.10226	1.09902	1.10144	19754	0	0
2019.09.17	12:00:00	1.10144	1.10322	1.10069	1.10269	17681	0	0
2019.09.17	16:00:00	1.10269	1.10712	1.10209	1.10695	27643	0	0
2019.09.17	20:00:00	1.10696	1.10745	1.10651	1.10705	7280	0	0
2019.09.18	00:00:00	1.10710	1.10756	1.10684	1.10698	4350	0	0
2019.09.18	04:00:00	1.10698	1.10720	1.10643	1.10644	4403	0	0
2019.09.18	08:00:00	1.10644	1.10687	1.10411	1.10418	15452	0	0
2019.09.18	12:00:00	1.10417	1.10576	1.10368	1.10565	15131	0	0
2019.09.18	16:00:00	1.10566	1.10681	1.10513	1.10631	14797	0	0
2019.09.18	20:00:00	1.10633	1.10678	1.10138	1.10277	26825	0	0
2019.09.19	00:00:00	1.10280	1.10367	1.10231	1.10255	7308	0	0
2019.09.19	04:00:00	1.10255	1.10398	1.10242	1.10392	10736	0	0
2019.09.19	08:00:00	1.10392	1.10646	1.10350	1.10587	20838	0	0
2019.09.19	12:00:00	1.10587	1.10735	1.10562	1.10671	23308	0	0
2019.09.19	16:00:00	1.10671	1.10701	1.10384	1.10453	18669	0	0
2019.09.19	20:00:00	1.10454	1.10620	1.10397	1.10404	11559	0	0
2019.09.20	00:00:00	1.10405	1.10519	1.10397	1.10506	4602	0	0
2019.09.20	04:00:00	1.10506	1.10597	1.10501	1.10584	5081	0	0
2019.09.20	08:00:00	1.10584	1.10678	1.10460	1.10475	15332	0	0
2019.09.20	12:00:00	1.10476	1.10544	1.10189	1.10255	17303	0	0
2019.09.20	16:00:00	1.10255	1.10262	1.09962	1.10072	22016	0	0
2019.09.20	20:00:00	1.10072	1.10218	1.10057	1.10194	14092	0	0
2019.09.23	00:00:00	1.10114	1.10199	1.10107	1.10170	4471	0	0
2019.09.23	04:00:00	1.10170	1.10254	1.10159	1.10228	5932	0	0
2019.09.23	08:00:00	1.10227	1.10254	1.09662	1.09775	22837	0	0
2019.09.23	12:00:00	1.09775	1.09959	1.09667	1.09866	18737	0	0
2019.09.23	16:00:00	1.09867	1.09997	1.09796	1.09875	20782	0	0
2019.09.23	20:00:00	1.09875	1.09981	1.09858	1.09931	8002	0	0
2019.09.24	00:00:00	1.09934	1.09974	1.09894	1.09915	5831	0	0
2019.09.24	04:00:00	1.09916	1.09936	1.09867	1.09902	5604	0	0
2019.09.24	08:00:00	1.09902	1.09962	1.09838	1.09942	15134	0	0
2019.09.24	12:00:00	1.09941	1.10087	1.09872	1.10066	14834	0	0
2019.09.24	16:00:00	1.10066	1.10190	1.09939	1.10143	21682	0	0
2019.09.24	20:00:00	1.10144	1.10243	1.09986	1.10182	14955	0	0
2019.09.25	00:00:00	1.10200	1.10218	1.10069	1.10078	7834	0	0
2019.09.25	04:00:00	1.10078	1.10100	1.09956	1.09960	9781	0	0
2019.09.25	08:00:00	1.09961	1.10030	1.09925	1.10015	13199	0	0
2019.09.25	12:00:00	1.10015	1.10051	1.09770	1.09866	14581	0	0
2019.09.25	16:00:00	1.09866	1.09885	1.09397	1.09434	23027	0	0
2019.09.25	20:00:00	1.09431	1.09489	1.09375	1.09429	8976	0	0
2019.09.26	00:00:00	1.09409	1.09550	1.09409	1.09517	5538	0	0
2019.09.26	04:00:00	1.09517	1.09651	1.09513	1.09622	6084	0	0
2019.09.26	08:00:00	1.09621	1.09623	1.09333	1.09396	12426	0	0
2019.09.26	12:00:00	1.09396	1.09558	1.09226	1.09475	18576	0	0
2019.09.26	16:00:00	1.09476	1.09676	1.09219	1.09256	21232	0	0
2019.09.26	20:00:00	1.09256	1.09335	1.09087	1.09203	9286	0	0
2019.09.27	00:00:00	1.09195	1.09233	1.09049	1.09163	5944	0	0
2019.09.27	04:00:00	1.09163	1.09257	1.09119	1.09217	5956	0	0
2019.09.27	08:00:00	1.09217	1.09289	1.09070	1.09240	13685	0	0
2019.09.27	12:00:00	1.09240	1.09487	1.09200	1.09374	15003	0	0
2019.09.27	16:00:00	1.09374	1.09588	1.09267	1.09443	19837	0	0
2019.09.27	20:00:00	1.09442	1.09479	1.09382	1.09410	7104	0	0
2019.09.30	00:00:00	1.09403	1.09460	1.09355	1.09370	3740	0	0
2019.09.30	04:00:00	1.09369	1.09376	1.09299	1.09364	5148	0	0
2019.09.30	08:00:00	1.09365	1.09477	1.09309	1.09336	12891	0	0
2019.09.30	12:00:00	1.09336	1.09346	1.08847	1.08983	19975	0	0
2019.09.30	16:00:00	1.08983	1.09142	1.08909	1.09030	22415	0	0
2019.09.30	20:00:00	1.09030	1.09060	1.08935	1.08992	9065	0	0
2019.10.01	00:00:00	1.08986	1.09008	1.08948	1.08963	3239	0	0
2019.10.01	04:00:00	1.08963	1.08972	1.08857	1.08910	7312	0	0
2019.10.01	08:00:00	1.08910	1.08955	1.08790	1.08934	20481	0	0
2019.10.01	12:00:00	1.08934	1.09078	1.08892	1.08957	19169	0	0
2019.10.01	16:00:00	1.08957	1.09429	1.08846	1.09380	30278	0	0
2019.10.01	20:00:00	1.09380	1.09402	1.09252	1.09335	10289	0	0
2019.10.02	00:00:00	1.09322	1.09413	1.09279	1.09390	9298	0	0
2019.10.02	04:00:00	1.09390	1.09401	1.09315	1.09335	5832	0	0
2019.10.02	08:00:00	1.09334	1.09372	1.09040	1.09053	16672	0	0
2019.10.02	12:00:00	1.09054	1.09349	1.09046	1.09310	20715	0	0
2019.10.02	16:00:00	1.09310	1.09591	1.09293	1.09580	24883	0	0
2019.10.02	20:00:00	1.09580	1.09635	1.09547	1.09580	10861	0	0
2019.10.03	00:00:00	1.09619	1.09650	1.09584	1.09606	5322	0	0
2019.10.03	04:00:00	1.09606	1.09618	1.09549	1.09583	5559	0	0
2019.10.03	08:00:00	1.09583	1.09738	1.09409	1.09635	18760	0	0
2019.10.03	12:00:00	1.09635	1.09705	1.09449	1.09620	22346	0	0
2019.10.03	16:00:00	1.09620	1.09993	1.09525	1.09831	31362	0	0
2019.10.03	20:00:00	1.09830	1.09868	1.09635	1.09640	12537	0	0
2019.10.04	00:00:00	1.09634	1.09792	1.09633	1.09789	6275	0	0
2019.10.04	04:00:00	1.09789	1.09837	1.09705	1.09709	5714	0	0
2019.10.04	08:00:00	1.09709	1.09784	1.09643	1.09738	16348	0	0
2019.10.04	12:00:00	1.09737	1.09990	1.09571	1.09648	26380	0	0
2019.10.04	16:00:00	1.09646	1.09870	1.09593	1.09840	26138	0	0
2019.10.04	20:00:00	1.09839	1.09860	1.09723	1.09770	10722	0	0
2019.10.07	00:00:00	1.09804	1.09878	1.09728	1.09877	3926	0	0
2019.10.07	04:00:00	1.09877	1.09902	1.09779	1.09801	4935	0	0
2019.10.07	08:00:00	1.09801	1.09839	1.09617	1.09639	14421	0	0
2019.10.07	12:00:00	1.09640	1.09980	1.09633	1.09978	15937	0	0
2019.10.07	16:00:00	1.09977	1.10005	1.09781	1.09826	17598	0	0
2019.10.07	20:00:00	1.09826	1.09848	1.09689	1.09703	12758	0	0
2019.10.08	00:00:00	1.09704	1.09746	1.09648	1.09687	4273	0	0
2019.10.08	04:00:00	1.09687	1.09783	1.09663	1.09765	6710	0	0
2019.10.08	08:00:00	1.09765	1.09918	1.09736	1.09907	16814	0	0
2019.10.08	12:00:00	1.09908	1.09959	1.09825	1.09847	22846	0	0
2019.10.08	16:00:00	1.09846	1.09868	1.09451	1.09528	23921	0	0
2019.10.08	20:00:00	1.09527	1.09624	1.09409	1.09559	20153	0	0
2019.10.09	00:00:00	1.09558	1.09612	1.09504	1.09577	4023	0	0
2019.10.09	04:00:00	1.09578	1.09657	1.09574	1.09622	5237	0	0
2019.10.09	08:00:00	1.09622	1.09900	1.09558	1.09841	18316	0	0
2019.10.09	12:00:00	1.09842	1.09906	1.09718	1.09750	20174	0	0
2019.10.09	16:00:00	1.09748	1.09837	1.09700	1.09730	16881	0	0
2019.10.09	20:00:00	1.09730	1.09817	1.09678	1.09678	9728	0	0
2019.10.10	00:00:00	1.09732	1.09896	1.09706	1.09816	11195	0	0
2019.10.10	04:00:00	1.09816	1.09934	1.09797	1.09861	10066	0	0
2019.10.10	08:00:00	1.09861	1.10199	1.09831	1.10174	22423	0	0
2019.10.10	12:00:00	1.10175	1.10338	1.10135	1.10233	25595	0	0
2019.10.10	16:00:00	1.10233	1.10279	1.10021	1.10164	32528	0	0
2019.10.10	20:00:00	1.10162	1.10221	1.10028	1.10050	14774	0	0
2019.10.11	00:00:00	1.10055	1.10139	1.10043	1.10061	8363	0	0
2019.10.11	04:00:00	1.10061	1.10196	1.10058	1.10161	7826	0	0
2019.10.11	08:00:00	1.10161	1.10226	1.10010	1.10096	22615	0	0
2019.10.11	12:00:00	1.10096	1.10627	1.10076	1.10456	38871	0	0
2019.10.11	16:00:00	1.10456	1.10626	1.10256	1.10504	38279	0	0
2019.10.11	20:00:00	1.10503	1.10518	1.10329	1.10351	17492	0	0
