<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.10	08:00:00	1.06088	1.06198	1.05866	1.05961	29776	21467410000	7
2017.01.10	12:00:00	1.05963	1.05998	1.05583	1.05744	28109	21476764000	7
2017.01.10	16:00:00	1.05744	1.06046	1.05506	1.05608	33356	26996527000	7
2017.01.10	20:00:00	1.05607	1.05642	1.05534	1.05538	12446	11400145000	7
2017.01.11	00:00:00	1.05535	1.06230	1.04536	1.05577	132361	9731528000	0
2017.01.11	04:00:00	1.05577	1.05603	1.05359	1.05494	18912	17096194000	7
2017.01.11	08:00:00	1.05492	1.05665	1.05300	1.05348	23265	19358435000	7
2017.01.11	12:00:00	1.05349	1.05358	1.04937	1.05127	27721	21725758000	7
2017.01.11	16:00:00	1.05127	1.05722	1.04534	1.05580	58094	44237647000	7
2017.01.11	20:00:00	1.05582	1.06226	1.05542	1.05814	39361	34590616000	7
2017.01.12	00:00:00	1.05794	1.06847	1.05710	1.05835	145919	13168788000	0
2017.01.12	04:00:00	1.05834	1.06134	1.05823	1.06107	23649	20843473000	7
2017.01.12	08:00:00	1.06107	1.06642	1.06045	1.06406	38825	29926578000	7
2017.01.12	12:00:00	1.06405	1.06844	1.06194	1.06522	36757	26410429000	7
2017.01.12	16:00:00	1.06522	1.06752	1.06325	1.06481	41763	30676454000	7
2017.01.12	20:00:00	1.06481	1.06514	1.06103	1.06120	21438	17380459000	7
2017.01.13	00:00:00	1.06119	1.06735	1.05962	1.06158	108802	10233546000	0
2017.01.13	04:00:00	1.06158	1.06186	1.06034	1.06168	14693	13632592000	7
2017.01.13	08:00:00	1.06167	1.06506	1.06140	1.06439	26799	19511803000	7
2017.01.13	12:00:00	1.06439	1.06730	1.06199	1.06449	30395	21759491000	7
2017.01.13	16:00:00	1.06451	1.06522	1.05959	1.06370	39632	26674203000	7
2017.01.13	20:00:00	1.06370	1.06525	1.06291	1.06389	14211	11870461000	7
2017.01.15	00:00:00	1.06241	1.06357	1.06129	1.06274	4281	0	0
2017.01.16	00:00:00	1.06276	1.06355	1.05796	1.06202	95900	10419855000	0
2017.01.16	04:00:00	1.06200	1.06270	1.06047	1.06203	17969	16268525000	7
2017.01.16	08:00:00	1.06205	1.06291	1.05791	1.05896	29155	22073081000	7
2017.01.16	12:00:00	1.05895	1.06008	1.05789	1.05923	22121	15705053000	7
2017.01.16	16:00:00	1.05923	1.06084	1.05891	1.06040	17686	13404439000	7
2017.01.16	20:00:00	1.06039	1.06048	1.05955	1.06019	16325	13966672000	7
2017.01.17	00:00:00	1.06004	1.07191	1.05966	1.06021	130342	8749783000	0
2017.01.17	04:00:00	1.06020	1.06588	1.06020	1.06571	19805	18064282000	7
2017.01.17	08:00:00	1.06569	1.06815	1.06399	1.06779	33780	25723265000	7
2017.01.17	12:00:00	1.06777	1.07190	1.06573	1.06913	50919	38988943000	7
2017.01.17	16:00:00	1.06915	1.07163	1.06892	1.06988	40485	31882175000	7
2017.01.17	20:00:00	1.06988	1.07128	1.06941	1.07119	14320	12102704000	7
2017.01.18	00:00:00	1.07105	1.07150	1.06243	1.06986	116732	10076382000	0
2017.01.18	04:00:00	1.06986	1.06999	1.06809	1.06843	17415	14355704000	7
2017.01.18	08:00:00	1.06842	1.07042	1.06755	1.06951	26790	22220397000	7
2017.01.18	12:00:00	1.06952	1.06961	1.06551	1.06679	29241	23743381000	7
2017.01.18	16:00:00	1.06680	1.07026	1.06645	1.06826	33626	27753598000	7
2017.01.18	20:00:00	1.06826	1.06831	1.06287	1.06289	23780	21284003000	7
2017.01.19	00:00:00	1.06284	1.06766	1.05892	1.06276	130202	12511670000	0
2017.01.19	04:00:00	1.06276	1.06449	1.06266	1.06387	17964	16607243000	7
2017.01.19	08:00:00	1.06385	1.06701	1.06321	1.06604	29601	24505834000	7
2017.01.19	12:00:00	1.06604	1.06763	1.06025	1.06190	33601	24724117000	7
2017.01.19	16:00:00	1.06189	1.06367	1.05888	1.06317	47577	35548191000	7
2017.01.19	20:00:00	1.06317	1.06691	1.06179	1.06627	22443	20952265000	7
2017.01.20	00:00:00	1.06622	1.07094	1.06251	1.06809	124787	11984046000	0
2017.01.20	04:00:00	1.06809	1.06931	1.06709	1.06721	16398	14928909000	7
2017.01.20	08:00:00	1.06720	1.06917	1.06419	1.06460	29179	25595517000	7
2017.01.20	12:00:00	1.06458	1.06570	1.06248	1.06562	29476	27072605000	7
2017.01.20	16:00:00	1.06561	1.06946	1.06515	1.06743	44260	39515911000	7
2017.01.20	20:00:00	1.06740	1.07090	1.06654	1.07038	25273	24977201000	7
2017.01.22	00:00:00	1.06895	1.07166	1.06895	1.07126	5170	0	0
2017.01.23	00:00:00	1.06930	1.07721	1.06930	1.07438	128720	15848934000	0
2017.01.23	04:00:00	1.07439	1.07495	1.07346	1.07479	19004	17844032000	7
2017.01.23	08:00:00	1.07481	1.07544	1.07225	1.07254	29783	26355592000	7
2017.01.23	12:00:00	1.07260	1.07446	1.07090	1.07298	28690	23748369000	7
2017.01.23	16:00:00	1.07298	1.07518	1.07059	1.07269	42371	33480981000	7
2017.01.23	20:00:00	1.07266	1.07688	1.07249	1.07673	16750	15310101000	7
2017.01.24	00:00:00	1.07647	1.07749	1.07203	1.07541	117472	12789716000	0
2017.01.24	04:00:00	1.07540	1.07705	1.07480	1.07549	20124	18844145000	7
2017.01.24	08:00:00	1.07549	1.07566	1.07335	1.07401	29948	27382301000	7
2017.01.24	12:00:00	1.07404	1.07567	1.07250	1.07470	26927	23817238000	7
2017.01.24	16:00:00	1.07469	1.07745	1.07429	1.07561	32694	27163541000	7
