time,open,high,low,close,Zero Line,Sym1 Diff,Sym2 Diff,Sym3 Diff,Correlation
1020373200,1.56675,1.57005,1.56675,1.57005,0,NaN,0,0,NaN
1020891600,1.57005,1.57005,1.55395,1.5582,0,NaN,0,0,NaN
1021410000,1.5582,1.5582,1.5427,1.5427,0,NaN,0,0,NaN
1021928400,1.5427,1.5427,1.53185,1.533,0,NaN,0,0,NaN
1022446800,1.5329,1.5349,1.5307,1.5347,0,NaN,0,0,NaN
1022792400,1.5347,1.5368,1.52715,1.53175,0,NaN,0,0,NaN
1023310800,1.53175,1.53945,1.53175,1.53595,0,NaN,0,0,NaN
1023829200,1.53595,1.5467,1.53535,1.54635,0,NaN,0,0,NaN
1024347600,1.54635,1.54635,1.5204,1.5204,0,NaN,0,0,NaN
1024866000,1.5209,1.5209,1.51065,1.51065,0,NaN,0,0,NaN
1025211600,1.51065,1.5314,1.51065,1.5314,0,NaN,0,0,NaN
1025730000,1.5314,1.5314,1.51195,1.51195,0,NaN,0,0,NaN
1026248400,1.51195,1.53875,1.51195,1.53875,0,NaN,0,0,NaN
1026766800,1.53875,1.5449,1.53875,1.543,0,NaN,0,0,NaN
1027285200,1.5431,1.5837,1.5431,1.5684,0,NaN,0,0,NaN
1027630800,1.5684,1.5865,1.5684,1.584,0,NaN,0,0,NaN
1028149200,1.584,1.59635,1.5838,1.58415,0,NaN,0,0,NaN
1028667600,1.58415,1.58415,1.5732,1.57395,0,NaN,0,0,NaN
1029186000,1.57395,1.57395,1.55885,1.559,0,NaN,0,0,NaN
1029704400,1.559,1.5747,1.55655,1.55985,0,NaN,0,0,NaN
1030050000,1.55985,1.55985,1.55425,1.55915,0,NaN,0,0,NaN
1030568400,1.55915,1.55915,1.55305,1.55305,0,NaN,0,0,NaN
1031086800,1.55305,1.57235,1.55305,1.56355,0,NaN,0,0,NaN
1031605200,1.56355,1.58705,1.56355,1.58,0,NaN,0,0,NaN
1032123600,1.58,1.58115,1.57395,1.57395,0,NaN,0,0,NaN
1032469200,1.57395,1.58715,1.5735,1.57945,0,NaN,0,0,NaN
1032987600,1.57945,1.58695,1.57485,1.58155,0,NaN,0,0,NaN
1033506000,1.58155,1.59565,1.58155,1.59565,0,NaN,0,0,NaN
1034024400,1.59565,1.59795,1.5869,1.5869,0,NaN,0,0,NaN
1034542800,1.5867,1.58725,1.56975,1.56975,0,NaN,0,0,NaN
1034888400,1.56975,1.5741,1.5642,1.5643,0,NaN,0,0,NaN
1035406800,1.5643,1.5674,1.55835,1.56255,0,NaN,0,0,NaN
1035928800,1.56255,1.56585,1.55435,1.55435,0,NaN,0,0,NaN
1036447200,1.55435,1.5646,1.55395,1.5646,0,NaN,0,0,NaN
1036965600,1.5641,1.5775,1.5641,1.5751,0,NaN,0,0,NaN
1037311200,1.5751,1.5905,1.5751,1.58585,0,NaN,0,0,NaN
1037829600,1.58585,1.58585,1.5738,1.5758,0,NaN,0,0,NaN
1038348000,1.5758,1.5758,1.5562,1.5562,0,NaN,0,0,NaN
1038866400,1.5562,1.5656,1.5562,1.5656,0,NaN,0,0,NaN
1039384800,1.5649,1.5649,1.5544,1.5544,0,NaN,0,0,NaN
1039730400,1.5544,1.5613,1.54885,1.55215,0,NaN,0,0,NaN
1040248800,1.55215,1.55285,1.5478,1.5478,0,NaN,0,0,NaN
1040767200,1.5478,1.5697,1.5478,1.5694,0,NaN,0,0,NaN
1041372000,1.5694,1.573,1.55945,1.55945,0,NaN,0,0,NaN
1041890400,1.55945,1.5627,1.5454,1.5454,0,NaN,0,0,NaN
1042408800,1.5464,1.5464,1.5346,1.5346,0,NaN,0,0,NaN
1042754400,1.5346,1.5356,1.53185,1.53185,0,NaN,0,0,NaN
1043272800,1.53185,1.53185,1.5184,1.52835,0,NaN,0,0,NaN
1043791200,1.52835,1.52835,1.51695,1.51695,0,NaN,0,0,NaN
1044309600,1.51695,1.52125,1.51465,1.5208,0,NaN,0,0,NaN
1044828000,1.5209,1.52965,1.51775,1.51775,0,NaN,0,0,NaN
1045173600,1.51775,1.523,1.51285,1.51285,0,NaN,0,0,NaN
1045692000,1.51285,1.51285,1.49175,1.49405,0,NaN,0,0,NaN
1046210400,1.49405,1.49465,1.4836,1.4836,0,NaN,0,0,NaN
1046728800,1.4836,1.4836,1.4656,1.4656,0,NaN,0,0,NaN
1047247200,1.4658,1.48405,1.46525,1.48405,0,NaN,0,0,NaN
1047592800,1.48405,1.48405,1.4732,1.48255,0,NaN,0,0,NaN
1048111200,1.48255,1.4944,1.47605,1.47605,0,NaN,0,0,NaN
1048629600,1.47605,1.47605,1.46285,1.46775,0,NaN,0,0,NaN
1049148000,1.46775,1.474,1.46775,1.4719,0,NaN,0,0,NaN
1049662800,1.4744,1.47735,1.45375,1.45375,0,NaN,0,0,NaN
1050008400,1.45375,1.45495,1.44975,1.45495,0,NaN,0,0,NaN
1050526800,1.45495,1.45495,1.4471,1.4471,0,NaN,0,0,NaN
1051045200,1.4471,1.45675,1.446,1.44765,0,NaN,0,0,NaN
1051563600,1.44765,1.44765,1.4184,1.4184,0,NaN,0,0,NaN
1052082000,1.419,1.419,1.3925,1.3931,0,NaN,0,0,NaN
1052427600,1.3931,1.3934,1.37395,1.37395,0,NaN,0,0,NaN
1052946000,1.37395,1.38065,1.35035,1.35035,0,NaN,0,0,NaN
1053464400,1.35035,1.37975,1.35035,1.3727,0,NaN,0,0,NaN
1053982800,1.3727,1.38545,1.3668,1.3668,0,NaN,0,0,NaN
1054501200,1.37205,1.37205,1.34205,1.34205,0,NaN,0,0,NaN
1054846800,1.34205,1.3624,1.34205,1.3511,0,NaN,0,0,NaN
1055365200,1.3511,1.3511,1.3338,1.33595,0,NaN,0,0,NaN
1055883600,1.33595,1.3597,1.33595,1.3592,0,NaN,0,0,NaN
1056402000,1.3592,1.35925,1.34695,1.347,0,NaN,0,0,NaN
1056920400,1.34735,1.3525,1.33615,1.33615,0,NaN,0,0,NaN
1057266000,1.33615,1.37465,1.33615,1.37465,0,NaN,0,0,NaN
1057784400,1.37465,1.39125,1.37395,1.39125,0,NaN,0,0,NaN
1058302800,1.39125,1.4079,1.38935,1.40555,0,NaN,0,0,NaN
1058821200,1.40555,1.4167,1.3805,1.3805,0,NaN,0,0,NaN
1059339600,1.3815,1.40425,1.3815,1.40425,0,NaN,0,0,NaN
1059685200,1.40425,1.4045,1.3988,1.4045,0,NaN,0,0,NaN
1060203600,1.4045,1.4045,1.3811,1.38495,0,NaN,0,0,NaN
1060722000,1.38495,1.39415,1.37945,1.3915,0,NaN,0,0,NaN
1061240400,1.3915,1.40685,1.3915,1.4011,0,NaN,0,0,NaN
1061758800,1.402,1.40245,1.3938,1.39515,0,NaN,0,0,NaN
1062104400,1.39515,1.39515,1.3785,1.37885,0,NaN,0,0,NaN
1062622800,1.37885,1.37885,1.36695,1.36695,0,NaN,0,0,NaN
1063141200,1.36695,1.37045,1.3651,1.36645,0,NaN,0,0,NaN
1063659600,1.36645,1.36905,1.3487,1.3487,0,NaN,0,0,NaN
1064178000,1.3431,1.357,1.3431,1.34915,0,NaN,0,0,NaN
1064523600,1.34915,1.3539,1.34725,1.34725,0,NaN,0,0,NaN
1065042000,1.34725,1.34725,1.3319,1.3319,0,NaN,0,0,NaN
1065560400,1.3319,1.3391,1.3197,1.3197,0,NaN,0,0,NaN
1066078800,1.3197,1.3277,1.3157,1.3157,0,NaN,0,0,NaN
1066597200,1.3138,1.3204,1.3035,1.30765,0,NaN,0,0,NaN
1066942800,1.30765,1.3115,1.3072,1.3115,0,NaN,0,0,NaN
1067464800,1.3115,1.3329,1.3115,1.329,0,NaN,0,0,NaN
1067983200,1.329,1.33835,1.3123,1.3123,0,NaN,0,0,NaN
1068501600,1.3123,1.3123,1.29935,1.3024,0,NaN,-43.15062439533142,-4.669092924065676,NaN
1069020000,1.3029,1.3126,1.2995,1.3018,0,NaN,-38.93127380044753,-29.109805419157105,NaN
1069365600,1.3018,1.3194,1.3017,1.30415,0,NaN,-28.65576513266702,-47.0158061266189,NaN
1069884000,1.30415,1.30735,1.29815,1.29815,0,NaN,-27.949924342195658,-44.041503164621304,NaN
1070402400,1.29815,1.31215,1.29815,1.29835,0,NaN,-31.19692071594529,-14.58498539096198,NaN
1070920800,1.29835,1.3184,1.29835,1.317,0,NaN,-13.21835575156824,43.504841820232784,NaN
1071439200,1.32205,1.32905,1.3126,1.32905,0,NaN,7.371093989039345,49.80770424622885,NaN
1071784800,1.32905,1.3373,1.3083,1.3083,0,NaN,-2.591531983097802,41.298579945101,NaN
1072303200,1.3083,1.3108,1.2943,1.2943,0,NaN,-26.157819555418882,38.2949831324154,NaN
1072821600,1.2943,1.2943,1.2939,1.2939,0,NaN,-7.53340209023078,46.875573280576745,NaN
1072908000,1.2939,1.2968,1.2822,1.2857,0,NaN,-19.190534303089045,36.99065407805753,NaN
1073426400,1.2857,1.2899,1.2713,1.2761,0,NaN,-28.546191993769355,27.270350481957266,NaN
1073944800,1.2761,1.3002,1.2717,1.3002,0,NaN,-3.9079901142034217,72.86313593283786,NaN
1074463200,1.2988,1.3023,1.2906,1.2952,0,NaN,-10.381898857000877,54.112394166143744,NaN
1074808800,1.2952,1.32515,1.2952,1.32515,0,NaN,18.874575027608962,54.350573874377346,NaN
1075327200,1.32515,1.3378,1.3241,1.33755,0,NaN,18.89494643874108,32.214873702851015,NaN
1075845600,1.33755,1.3386,1.327,1.3279,0,NaN,-3.6094897579897918,13.681631235325941,NaN
1076364000,1.3279,1.3302,1.31395,1.3163,0,NaN,-9.216683447030846,54.823782311006475,NaN
1076882400,1.3161,1.3304,1.3105,1.3304,0,NaN,9.891254387162832,73.377807048015,NaN
1077228000,1.3304,1.3379,1.3289,1.3353,0,NaN,32.83305870643191,75.36875797257004,NaN
1077746400,1.3353,1.3426,1.3347,1.3426,0,NaN,64.76265984506142,56.7069884866433,NaN
1078264800,1.3426,1.3426,1.3189,1.3189,0,NaN,68.92144673054435,9.712667713058039,NaN
1078783200,1.3189,1.3355,1.3189,1.3355,0,NaN,82.12126851936989,-22.754343806782757,NaN
1079301600,1.3338,1.3387,1.32795,1.32795,0,NaN,76.96240934222317,-3.7234793428274875,NaN
1079647200,1.32795,1.3413,1.32795,1.3413,0,NaN,69.90271649398629,0.48455188257330484,NaN
1080165600,1.3413,1.3413,1.3068,1.3068,0,NaN,30.745270130164652,-77.94557903073459,NaN
1080684000,1.3068,1.3147,1.3068,1.314,0,NaN,49.63930246225772,-59.70781567738657,NaN
1081198800,1.314,1.3297,1.3085,1.3297,0,NaN,66.13109042636493,-69.64056203721964,NaN
1081717200,1.3289,1.3445,1.3289,1.3429,0,NaN,85.75398945089111,-56.50086850653781,NaN
1082062800,1.3429,1.3588,1.3429,1.3588,0,NaN,85.74092817198644,-57.801558300192184,NaN
1082581200,1.3588,1.3616,1.348,1.3519,0,NaN,66.67692541938716,-68.85268153773669,NaN
1083099600,1.3519,1.37555,1.3519,1.37255,0,NaN,96.1922875700314,18.16780235430901,NaN
1083618000,1.37255,1.3827,1.3694,1.3827,0,NaN,78.48135224205934,8.575429699256961,NaN
1084136400,1.3842,1.3933,1.3842,1.3933,0,NaN,100,28.42764048367053,NaN
1084482000,1.3933,1.3968,1.3758,1.3758,0,NaN,71.52953492849986,-45.79071187634787,NaN
1085000400,1.3758,1.3758,1.3675,1.3718,0,NaN,84.86841909646938,40.826402153907324,NaN
1085518800,1.3718,1.3718,1.3567,1.36175,0,NaN,70.17022491097276,28.5625071850873,NaN
1086037200,1.36175,1.3684,1.3513,1.3513,0,NaN,81.3320098593436,22.428511146392427,NaN
1086555600,1.3515,1.3604,1.34685,1.3604,0,NaN,61.09225413285439,29.20885348056455,NaN
1086901200,1.3604,1.375,1.3604,1.373,0,NaN,65.27486015779097,11.840993797376399,NaN
1087419600,1.373,1.373,1.3579,1.3579,0,NaN,65.82491898384143,38.23636829725058,NaN
1087938000,1.3579,1.3601,1.3451,1.3486,0,NaN,30.908616525246224,-7.23395836479291,NaN
1088456400,1.3486,1.3486,1.324,1.324,0,NaN,-10.554941041894416,-45.43062768078147,NaN
1088974800,1.3236,1.3281,1.3183,1.3183,0,NaN,-37.876447497506675,-36.27870412271781,NaN
1089320400,1.3183,1.3224,1.3176,1.3224,0,NaN,-23.42511913317788,2.055428854226143,NaN
1089838800,1.3224,1.32345,1.3077,1.3138,0,NaN,-19.841851801489717,-18.090513851888254,NaN
1090357200,1.3138,1.333,1.3138,1.333,0,NaN,15.441731156516717,-34.550030277067634,NaN
1090875600,1.333,1.333,1.32455,1.3313,0,NaN,9.58224247682275,-55.925866360357794,NaN
1091394000,1.3285,1.33235,1.3159,1.31875,0,NaN,-0.8850168017298614,-90.98425671771447,NaN
1091739600,1.31875,1.32475,1.3112,1.32475,0,NaN,-28.546972404372056,-48.05898193024324,NaN
1092258000,1.32475,1.33145,1.30675,1.30765,0,NaN,-30.675383781283664,-51.703277695476565,NaN
1092776400,1.30765,1.30765,1.2972,1.3073,0,NaN,-13.26994405433146,-50.11194397400909,NaN
1093294800,1.3073,1.313,1.3049,1.313,0,NaN,21.141740159811825,-33.29051693981009,NaN
1093813200,1.3132,1.318,1.2995,1.2995,0,NaN,30.29118789329449,-58.27796061290708,NaN
1094158800,1.2995,1.3003,1.2871,1.2901,0,NaN,26.71987306686763,-72.66890317841018,NaN
