time,open,high,low,close,Zero Line,Sym1 Diff,Sym2 Diff,Sym3 Diff,Correlation
1020718800,2.33145,2.34295,2.33145,2.34295,0,NaN,0,0,NaN
1020891600,2.34295,2.34295,2.3291,2.3291,0,NaN,0,0,NaN
1021237200,2.3291,2.34135,2.32465,2.34135,0,NaN,0,0,NaN
1021410000,2.34135,2.34135,2.32625,2.32625,0,NaN,0,0,NaN
1021582800,2.32625,2.32625,2.3006,2.3006,0,NaN,0,0,NaN
1021928400,2.3006,2.3026,2.2894,2.2894,0,NaN,0,0,NaN
1022101200,2.2894,2.2965,2.2894,2.2965,0,NaN,0,0,NaN
1022446800,2.3061,2.3061,2.2964,2.2964,0,NaN,0,0,NaN
1022619600,2.2964,2.2964,2.2888,2.2888,0,NaN,0,0,NaN
1022792400,2.2888,2.2888,2.2833,2.2833,0,NaN,0,0,NaN
1023138000,2.2833,2.2849,2.2833,2.2849,0,NaN,0,0,NaN
1023310800,2.2849,2.2849,2.2725,2.2745,0,NaN,0,0,NaN
1023656400,2.2744,2.2889,2.2744,2.2889,0,NaN,0,0,NaN
1023829200,2.2889,2.3038,2.2889,2.3012,0,NaN,0,0,NaN
1024002000,2.3012,2.3125,2.3012,2.3125,0,NaN,0,0,NaN
1024347600,2.3125,2.3125,2.2906,2.2906,0,NaN,0,0,NaN
1024520400,2.2906,2.2906,2.2618,2.2618,0,NaN,0,0,NaN
1024866000,2.2621,2.2701,2.2611,2.2611,0,NaN,0,0,NaN
1025038800,2.2611,2.2831,2.2611,2.2752,0,NaN,0,0,NaN
1025211600,2.2752,2.2752,2.2704,2.2736,0,NaN,0,0,NaN
1025557200,2.2736,2.2838,2.2736,2.281,0,NaN,0,0,NaN
1025730000,2.281,2.2951,2.281,2.2951,0,NaN,0,0,NaN
1026075600,2.2923,2.2956,2.2922,2.2956,0,NaN,0,0,NaN
1026248400,2.2956,2.3053,2.2956,2.3053,0,NaN,0,0,NaN
1026421200,2.3053,2.3056,2.2943,2.2943,0,NaN,0,0,NaN
1026766800,2.2943,2.2943,2.2844,2.2861,0,NaN,0,0,NaN
1026939600,2.2861,2.2861,2.2755,2.2755,0,NaN,0,0,NaN
1027285200,2.2745,2.2965,2.2745,2.2965,0,NaN,0,0,NaN
1027458000,2.2965,2.2965,2.2802,2.2802,0,NaN,0,0,NaN
1027630800,2.2802,2.3238,2.2802,2.3238,0,NaN,0,0,NaN
1027976400,2.3238,2.3326,2.3233,2.3233,0,NaN,0,0,NaN
1028149200,2.3233,2.3233,2.2981,2.308,0,NaN,0,0,NaN
1028494800,2.3074,2.3206,2.3074,2.3206,0,NaN,0,0,NaN
1028667600,2.3206,2.3206,2.303,2.3166,0,NaN,0,0,NaN
1028840400,2.3166,2.3166,2.2879,2.2879,0,NaN,0,0,NaN
1029186000,2.2879,2.29335,2.2841,2.29335,0,NaN,0,0,NaN
1029358800,2.29335,2.29335,2.28845,2.2913,0,NaN,0,0,NaN
1029704400,2.2931,2.29635,2.29275,2.29275,0,NaN,0,0,NaN
1029877200,2.29275,2.31205,2.29275,2.31205,0,NaN,0,0,NaN
1030050000,2.31205,2.31205,2.2989,2.30425,0,NaN,0,0,NaN
1030395600,2.30425,2.30425,2.29005,2.30415,0,NaN,0,0,NaN
1030568400,2.30415,2.322,2.30415,2.322,0,NaN,0,0,NaN
1030914000,2.3227,2.3227,2.3012,2.3012,0,NaN,0,0,NaN
1031086800,2.3012,2.30725,2.3012,2.30535,0,NaN,0,0,NaN
1031259600,2.3135,2.31805,2.3135,2.31805,0,NaN,0,0,NaN
1031605200,2.31805,2.32805,2.31805,2.32805,0,NaN,0,0,NaN
1031778000,2.32805,2.3439,2.32805,2.3439,0,NaN,0,0,NaN
1032123600,2.3443,2.3443,2.32545,2.32545,0,NaN,0,0,NaN
1032296400,2.32545,2.32645,2.30615,2.30615,0,NaN,0,0,NaN
1032469200,2.30615,2.32235,2.30615,2.32235,0,NaN,0,0,NaN
1032814800,2.32235,2.33535,2.32235,2.33535,0,NaN,0,0,NaN
1032987600,2.33535,2.34095,2.3324,2.3324,0,NaN,0,0,NaN
1033333200,2.3312,2.3312,2.31405,2.32995,0,NaN,0,0,NaN
1033506000,2.32995,2.32995,2.32015,2.32175,0,NaN,0,0,NaN
1033678800,2.32175,2.3374,2.32175,2.3311,0,NaN,0,0,NaN
1034024400,2.3311,2.3311,2.31405,2.31405,0,NaN,0,0,NaN
1034197200,2.31405,2.32165,2.31405,2.3153,0,NaN,0,0,NaN
1034542800,2.3143,2.31955,2.30745,2.31955,0,NaN,0,0,NaN
1034715600,2.31955,2.34445,2.31955,2.34445,0,NaN,0,0,NaN
1034888400,2.34445,2.34445,2.33005,2.33005,0,NaN,0,0,NaN
1035234000,2.33005,2.33005,2.32215,2.32825,0,NaN,0,0,NaN
1035406800,2.32825,2.33195,2.32825,2.3309,0,NaN,0,0,NaN
1035756000,2.3254,2.3254,2.31985,2.31985,0,NaN,0,0,NaN
1035928800,2.31985,2.31985,2.31245,2.31245,0,NaN,0,0,NaN
1036101600,2.31245,2.31245,2.28345,2.28345,0,NaN,0,0,NaN
1036447200,2.28345,2.28635,2.28195,2.28195,0,NaN,0,0,NaN
1036620000,2.28195,2.2956,2.28195,2.2956,0,NaN,0,0,NaN
1036965600,2.2963,2.2977,2.295,2.295,0,NaN,0,0,NaN
1037138400,2.295,2.3094,2.295,2.3065,0,NaN,0,0,NaN
1037311200,2.3065,2.3065,2.2942,2.30215,0,NaN,0,0,NaN
1037656800,2.30215,2.31325,2.30215,2.30595,0,NaN,0,0,NaN
1037829600,2.30595,2.3334,2.30595,2.3334,0,NaN,0,0,NaN
1038175200,2.3331,2.3331,2.302,2.302,0,NaN,0,0,NaN
1038348000,2.302,2.30415,2.302,2.3027,0,NaN,0,0,NaN
1038520800,2.3027,2.3097,2.30175,2.30175,0,NaN,0,0,NaN
1038866400,2.30175,2.31815,2.30175,2.31085,0,NaN,0,0,NaN
1039039200,2.31085,2.31105,2.2965,2.2965,0,NaN,0,0,NaN
1039384800,2.2981,2.30175,2.29525,2.29525,0,NaN,0,0,NaN
1039557600,2.29525,2.30485,2.29385,2.29385,0,NaN,0,0,NaN
1039730400,2.29385,2.29655,2.2928,2.29655,0,NaN,0,0,NaN
1040076000,2.29655,2.29655,2.27875,2.28195,0,NaN,0,0,NaN
1040248800,2.28195,2.2828,2.28195,2.2828,0,NaN,0,0,NaN
1040594400,2.2809,2.2809,2.24745,2.24745,0,NaN,0,0,NaN
1040767200,2.24745,2.24745,2.2421,2.2421,0,NaN,0,0,NaN
1040940000,2.2421,2.2421,2.2298,2.2344,0,NaN,0,0,NaN
1041372000,2.2344,2.2351,2.2281,2.2351,0,NaN,0,0,NaN
1041544800,2.2351,2.2513,2.2351,2.2384,0,NaN,0,0,NaN
1041890400,2.2384,2.2458,2.2384,2.2389,0,NaN,0,0,NaN
1042063200,2.2389,2.2389,2.2193,2.2193,0,NaN,0,0,NaN
1042408800,2.2171,2.2254,2.217,2.2254,0,NaN,0,0,NaN
1042581600,2.2254,2.2254,2.2145,2.2145,0,NaN,0,0,NaN
1042754400,2.2145,2.2145,2.1994,2.1994,0,NaN,0,0,NaN
1043100000,2.1994,2.2079,2.1994,2.2079,0,NaN,0,0,NaN
1043272800,2.2079,2.2118,2.2079,2.2106,0,NaN,0,0,NaN
1043618400,2.2098,2.2262,2.2098,2.2262,0,NaN,0,0,NaN
1043791200,2.2262,2.2446,2.2262,2.2446,0,NaN,0,0,NaN
1043964000,2.2446,2.2465,2.2375,2.2375,0,NaN,0,0,NaN
1044309600,2.2375,2.2375,2.2211,2.2319,0,NaN,0,0,NaN
