<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.02.18	00:00:00	1.12927	1.13245	1.12889	1.13154	8225	7517423000	0
2019.02.18	12:00:00	1.13154	1.13337	1.13022	1.13097	8570	7597227000	0
2019.02.19	00:00:00	1.13100	1.13243	1.12930	1.13032	7811	7191160000	0
2019.02.19	12:00:00	1.13029	1.13568	1.12754	1.13403	14427	13868960000	0
2019.02.20	00:00:00	1.13408	1.13584	1.13316	1.13467	8413	7548938000	0
2019.02.20	12:00:00	1.13467	1.13710	1.13249	1.13370	14239	13189559000	0
2019.02.21	00:00:00	1.13375	1.13629	1.13206	1.13273	11291	10226969000	0
2019.02.21	12:00:00	1.13273	1.13663	1.13229	1.13324	13855	13007748000	0
2019.02.22	00:00:00	1.13323	1.13514	1.13297	1.13395	8650	8070653000	0
2019.02.22	12:00:00	1.13395	1.13554	1.13162	1.13320	13417	12318744000	0
2019.02.25	00:00:00	1.13283	1.13585	1.13283	1.13492	8060	0	0
2019.02.25	12:00:00	1.13493	1.13674	1.13365	1.13568	12071	0	0
2019.02.26	00:00:00	1.13581	1.13677	1.13456	1.13672	8387	0	0
2019.02.26	12:00:00	1.13672	1.14025	1.13450	1.13890	14184	0	0
2019.02.27	00:00:00	1.13886	1.13975	1.13724	1.13948	8917	0	0
2019.02.27	12:00:00	1.13947	1.14032	1.13622	1.13701	13670	0	0
2019.02.28	00:00:00	1.13666	1.13934	1.13665	1.13910	9146	0	0
2019.02.28	12:00:00	1.13913	1.14195	1.13598	1.13704	15449	0	0
2019.03.01	00:00:00	1.13703	1.13751	1.13531	1.13601	8080	0	0
2019.03.01	12:00:00	1.13599	1.14083	1.13543	1.13631	14567	0	0
2019.03.04	00:00:00	1.13761	1.13809	1.13340	1.13429	8981	0	0
2019.03.04	12:00:00	1.13428	1.13453	1.13090	1.13406	12071	0	0
2019.03.05	00:00:00	1.13352	1.13409	1.13160	1.13269	8869	0	0
2019.03.05	12:00:00	1.13267	1.13385	1.12894	1.13053	12176	0	0
2019.03.06	00:00:00	1.13070	1.13099	1.12899	1.13009	8426	0	0
2019.03.06	12:00:00	1.13008	1.13245	1.12856	1.13083	11822	0	0
2019.03.07	00:00:00	1.13076	1.13158	1.13011	1.13093	7993	0	0
2019.03.07	12:00:00	1.13093	1.13202	1.11765	1.11938	16947	0	0
2019.03.08	00:00:00	1.11930	1.12152	1.11850	1.12127	9482	0	0
2019.03.08	12:00:00	1.12127	1.12459	1.12089	1.12338	15061	0	0
2019.03.11	00:00:00	1.12317	1.12504	1.12229	1.12462	7367	0	0
2019.03.11	12:00:00	1.12462	1.12581	1.12216	1.12450	14078	0	0
2019.03.12	00:00:00	1.12446	1.12830	1.12446	1.12825	8933	0	0
2019.03.12	12:00:00	1.12823	1.13048	1.12491	1.12825	16015	0	0
2019.03.13	00:00:00	1.12859	1.12967	1.12772	1.12941	7175	0	0
2019.03.13	12:00:00	1.12941	1.13384	1.12889	1.13304	13960	0	0
2019.03.14	00:00:00	1.13273	1.13374	1.13121	1.13262	8175	0	0
2019.03.14	12:00:00	1.13262	1.13262	1.12940	1.13043	14546	0	0
2019.03.15	00:00:00	1.13016	1.13290	1.12971	1.13233	7611	0	0
2019.03.15	12:00:00	1.13235	1.13442	1.13001	1.13238	12684	0	0
2019.03.18	00:00:00	1.13209	1.13506	1.13188	1.13446	7045	0	0
2019.03.18	12:00:00	1.13442	1.13588	1.13243	1.13394	11660	0	0
2019.03.19	00:00:00	1.13367	1.13571	1.13335	1.13544	6986	0	0
2019.03.19	12:00:00	1.13544	1.13615	1.13392	1.13493	11911	0	0
2019.03.20	00:00:00	1.13518	1.13568	1.13354	1.13429	7464	0	0
2019.03.20	12:00:00	1.13429	1.14479	1.13419	1.14110	16239	0	0
2019.03.21	00:00:00	1.14130	1.14374	1.13927	1.13985	11526	0	0
2019.03.21	12:00:00	1.13985	1.14069	1.13424	1.13759	20212	0	0
2019.03.22	00:00:00	1.13753	1.13906	1.12886	1.13016	11149	0	0
2019.03.22	12:00:00	1.13029	1.13197	1.12735	1.13001	20835	0	0
2019.03.25	00:00:00	1.12884	1.13141	1.12862	1.13079	10318	0	0
2019.03.25	12:00:00	1.13081	1.13312	1.13037	1.13137	17955	0	0
2019.03.26	00:00:00	1.13107	1.13218	1.13029	1.13068	11104	0	0
2019.03.26	12:00:00	1.13066	1.13259	1.12632	1.12657	18681	0	0
2019.03.27	00:00:00	1.12649	1.12781	1.12468	1.12753	11792	0	0
2019.03.27	12:00:00	1.12755	1.12855	1.12421	1.12456	21414	0	0
2019.03.28	00:00:00	1.12448	1.12613	1.12341	1.12521	11796	0	0
2019.03.28	12:00:00	1.12526	1.12588	1.12135	1.12241	19767	0	0
2019.03.29	00:00:00	1.12223	1.12387	1.12215	1.12299	10905	0	0
2019.03.29	12:00:00	1.12302	1.12466	1.12098	1.12178	20707	0	0
2019.04.01	00:00:00	1.12276	1.12497	1.12199	1.12466	11132	0	0
2019.04.01	12:00:00	1.12453	1.12488	1.12041	1.12123	16350	0	0
2019.04.02	00:00:00	1.12085	1.12111	1.11902	1.11980	10506	0	0
2019.04.02	12:00:00	1.11980	1.12155	1.11837	1.12029	16492	0	0
2019.04.03	00:00:00	1.12029	1.12449	1.12003	1.12435	11317	0	0
2019.04.03	12:00:00	1.12435	1.12546	1.12250	1.12332	14926	0	0
2019.04.04	00:00:00	1.12335	1.12476	1.12309	1.12317	9401	0	0
2019.04.04	12:00:00	1.12317	1.12362	1.12060	1.12205	15279	0	0
2019.04.05	00:00:00	1.12201	1.12365	1.12177	1.12301	8839	0	0
2019.04.05	12:00:00	1.12300	1.12479	1.12102	1.12168	12967	0	0
2019.04.08	00:00:00	1.12145	1.12371	1.12108	1.12334	9763	0	0
2019.04.08	12:00:00	1.12336	1.12744	1.12308	1.12593	13208	0	0
2019.04.09	00:00:00	1.12612	1.12802	1.12551	1.12800	10397	0	0
2019.04.09	12:00:00	1.12799	1.12842	1.12620	1.12633	14375	0	0
2019.04.10	00:00:00	1.12620	1.12739	1.12554	1.12696	9644	0	0
2019.04.10	12:00:00	1.12696	1.12866	1.12296	1.12702	15814	0	0
2019.04.11	00:00:00	1.12730	1.12874	1.12716	1.12793	9492	0	0
2019.04.11	12:00:00	1.12794	1.12848	1.12502	1.12542	13229	0	0
2019.04.12	00:00:00	1.12547	1.13100	1.12533	1.13054	10095	0	0
2019.04.12	12:00:00	1.13053	1.13238	1.12927	1.12983	13229	0	0
2019.04.15	00:00:00	1.13034	1.13209	1.12996	1.13181	8835	0	0
2019.04.15	12:00:00	1.13181	1.13197	1.12981	1.13043	11482	0	0
2019.04.16	00:00:00	1.13040	1.13140	1.12927	1.13051	9432	0	0
2019.04.16	12:00:00	1.13049	1.13116	1.12804	1.12807	15328	0	0
2019.04.17	00:00:00	1.12837	1.13236	1.12792	1.13161	9847	0	0
2019.04.17	12:00:00	1.13159	1.13192	1.12907	1.12985	13367	0	0
2019.04.18	00:00:00	1.12935	1.13037	1.12432	1.12607	11090	0	0
2019.04.18	12:00:00	1.12607	1.12610	1.12263	1.12301	13802	0	0
2019.04.19	00:00:00	1.12275	1.12474	1.12275	1.12465	4593	0	0
2019.04.19	12:00:00	1.12465	1.12476	1.12395	1.12396	6853	0	0
2019.04.22	00:00:00	1.12402	1.12476	1.12358	1.12460	5084	0	0
2019.04.22	12:00:00	1.12459	1.12620	1.12458	1.12579	6848	0	0
2019.04.23	00:00:00	1.12571	1.12605	1.12420	1.12501	8841	0	0
2019.04.23	12:00:00	1.12503	1.12611	1.11923	1.12270	12672	0	0
2019.04.24	00:00:00	1.12234	1.12249	1.11947	1.12182	10201	0	0
2019.04.24	12:00:00	1.12182	1.12233	1.11407	1.11512	16125	0	0
2019.04.25	00:00:00	1.11532	1.11624	1.11348	1.11473	13513	0	0
2019.04.25	12:00:00	1.11474	1.11545	1.11179	1.11340	18090	0	0
2019.04.26	00:00:00	1.11311	1.11472	1.11243	1.11424	12758	0	0
2019.04.26	12:00:00	1.11426	1.11738	1.11117	1.11478	18297	0	0
2019.04.29	00:00:00	1.11451	1.11670	1.11450	1.11652	8275	0	0
2019.04.29	12:00:00	1.11651	1.11868	1.11456	1.11856	13830	0	0
2019.04.30	00:00:00	1.11846	1.12078	1.11758	1.12061	10596	0	0
2019.04.30	12:00:00	1.12064	1.12289	1.11977	1.12146	18724	0	0
2019.05.01	00:00:00	1.12153	1.12301	1.12110	1.12281	5943	0	0
2019.05.01	12:00:00	1.12281	1.12647	1.11875	1.11941	18228	0	0
2019.05.02	00:00:00	1.11957	1.12191	1.11911	1.12083	10663	0	0
2019.05.02	12:00:00	1.12082	1.12132	1.11707	1.11724	18514	0	0
2019.05.03	00:00:00	1.11729	1.11776	1.11582	1.11649	9673	0	0
2019.05.03	12:00:00	1.11651	1.12051	1.11353	1.12017	20577	0	0
2019.05.06	00:00:00	1.11739	1.12003	1.11678	1.11837	12481	0	0
2019.05.06	12:00:00	1.11839	1.12092	1.11791	1.11993	15302	0	0
2019.05.07	00:00:00	1.11947	1.12179	1.11912	1.11964	11778	0	0
2019.05.07	12:00:00	1.11964	1.12063	1.11669	1.11922	18415	0	0
2019.05.08	00:00:00	1.11897	1.12127	1.11879	1.11975	12616	0	0
2019.05.08	12:00:00	1.11983	1.12137	1.11828	1.11921	20671	0	0
2019.05.09	00:00:00	1.11904	1.12031	1.11734	1.11887	14153	0	0
2019.05.09	12:00:00	1.11888	1.12509	1.11846	1.12105	22343	0	0
2019.05.10	00:00:00	1.12134	1.12348	1.12134	1.12309	14089	0	0
2019.05.10	12:00:00	1.12308	1.12532	1.12232	1.12345	20012	0	0
2019.05.13	00:00:00	1.12311	1.12410	1.12230	1.12297	9305	0	0
2019.05.13	12:00:00	1.12301	1.12635	1.12254	1.12259	18761	0	0
2019.05.14	00:00:00	1.12215	1.12439	1.12204	1.12424	10639	0	0
2019.05.14	12:00:00	1.12421	1.12433	1.12014	1.12041	15975	0	0
2019.05.15	00:00:00	1.12033	1.12170	1.11982	1.12142	9508	0	0
2019.05.15	12:00:00	1.12142	1.12244	1.11780	1.12023	18565	0	0
2019.05.16	00:00:00	1.12012	1.12211	1.12012	1.12205	9413	0	0
2019.05.16	12:00:00	1.12205	1.12240	1.11663	1.11734	16591	0	0
2019.05.17	00:00:00	1.11732	1.11839	1.11689	1.11740	10539	0	0
2019.05.17	12:00:00	1.11741	1.11791	1.11552	1.11583	18372	0	0
2019.05.20	00:00:00	1.11597	1.11677	1.11507	1.11552	22622	0	0
2019.05.20	12:00:00	1.11552	1.11749	1.11532	1.11650	33730	0	0
2019.05.21	00:00:00	1.11660	1.11722	1.11420	1.11474	24324	0	0
2019.05.21	12:00:00	1.11474	1.11882	1.11440	1.11625	48265	0	0
2019.05.22	00:00:00	1.11595	1.11661	1.11487	1.11596	19470	0	0
2019.05.22	12:00:00	1.11596	1.11804	1.11508	1.11521	33989	0	0
2019.05.23	00:00:00	1.11510	1.11572	1.11302	1.11397	27920	0	0
2019.05.23	12:00:00	1.11397	1.11876	1.11069	1.11822	55290	0	0
2019.05.24	00:00:00	1.11764	1.12056	1.11738	1.11846	24857	0	0
2019.05.24	12:00:00	1.11846	1.12124	1.11782	1.12051	37930	0	0
2019.05.27	00:00:00	1.12099	1.12152	1.11917	1.11927	15725	0	0
2019.05.27	12:00:00	1.11927	1.11996	1.11870	1.11915	13170	0	0
2019.05.28	00:00:00	1.11907	1.11964	1.11756	1.11925	24050	0	0
2019.05.28	12:00:00	1.11924	1.11984	1.11592	1.11618	40607	0	0
2019.05.29	00:00:00	1.11613	1.11725	1.11520	1.11547	24741	0	0
2019.05.29	12:00:00	1.11547	1.11589	1.11244	1.11307	47254	0	0
2019.05.30	00:00:00	1.11316	1.11433	1.11243	1.11341	20752	0	0
2019.05.30	12:00:00	1.11341	1.11434	1.11160	1.11298	35049	0	0
2019.05.31	00:00:00	1.11290	1.11548	1.11252	1.11481	30615	0	0
2019.05.31	12:00:00	1.11481	1.11797	1.11367	1.11684	62509	0	0
2019.06.03	00:00:00	1.11613	1.11899	1.11603	1.11795	32318	0	0
2019.06.03	12:00:00	1.11795	1.12621	1.11695	1.12422	60252	0	0
2019.06.04	00:00:00	1.12410	1.12775	1.12408	1.12478	34530	0	0
2019.06.04	12:00:00	1.12477	1.12670	1.12265	1.12519	68890	0	0
2019.06.05	00:00:00	1.12520	1.12846	1.12506	1.12792	28245	0	0
2019.06.05	12:00:00	1.12791	1.13064	1.12197	1.12210	87766	0	0
2019.06.06	00:00:00	1.12218	1.12426	1.12217	1.12396	23465	0	0
2019.06.06	12:00:00	1.12396	1.13091	1.12004	1.12750	99171	0	0
2019.06.07	00:00:00	1.12761	1.12799	1.12562	1.12654	24287	0	0
2019.06.07	12:00:00	1.12654	1.13479	1.12512	1.13311	77737	0	0
2019.06.10	00:00:00	1.13227	1.13310	1.12902	1.12966	25989	0	0
2019.06.10	12:00:00	1.12966	1.13246	1.12908	1.13113	41126	0	0
2019.06.11	00:00:00	1.13117	1.13318	1.13074	1.13128	26088	0	0
2019.06.11	12:00:00	1.13128	1.13376	1.13013	1.13249	58723	0	0
2019.06.12	00:00:00	1.13261	1.13434	1.13258	1.13341	27331	0	0
2019.06.12	12:00:00	1.13341	1.13407	1.12824	1.12879	58847	0	0
2019.06.13	00:00:00	1.12880	1.13039	1.12859	1.12917	28082	0	0
2019.06.13	12:00:00	1.12917	1.12971	1.12684	1.12762	43460	0	0
2019.06.14	00:00:00	1.12762	1.12894	1.12697	1.12795	24753	0	0
2019.06.14	12:00:00	1.12795	1.12795	1.12026	1.12107	65014	0	0
2019.06.17	00:00:00	1.12090	1.12241	1.12038	1.12140	20122	0	0
2019.06.17	12:00:00	1.12140	1.12472	1.12106	1.12175	33878	0	0
2019.06.18	00:00:00	1.12185	1.12429	1.11882	1.11896	36480	0	0
2019.06.18	12:00:00	1.11895	1.12131	1.11813	1.11945	73293	0	0
2019.06.19	00:00:00	1.11933	1.12061	1.11872	1.12001	21220	0	0
2019.06.19	12:00:00	1.12000	1.12544	1.11971	1.12273	78242	0	0
2019.06.20	00:00:00	1.12267	1.13013	1.12267	1.12897	50310	0	0
2019.06.20	12:00:00	1.12897	1.13177	1.12705	1.12897	69772	0	0
2019.06.21	00:00:00	1.12934	1.13160	1.12831	1.13032	43080	0	0
2019.06.21	12:00:00	1.13031	1.13778	1.12969	1.13686	70176	0	0
2019.06.24	00:00:00	1.13700	1.13947	1.13659	1.13859	32367	0	0
2019.06.24	12:00:00	1.13859	1.14039	1.13792	1.13985	41346	0	0
2019.06.25	00:00:00	1.13987	1.14122	1.13810	1.13851	49319	0	0
2019.06.25	12:00:00	1.13851	1.13989	1.13443	1.13695	87179	0	0
2019.06.26	00:00:00	1.13664	1.13743	1.13526	1.13585	41173	0	0
2019.06.26	12:00:00	1.13585	1.13912	1.13475	1.13670	72423	0	0
2019.06.27	00:00:00	1.13698	1.13766	1.13479	1.13715	38669	0	0
2019.06.27	12:00:00	1.13715	1.13816	1.13564	1.13691	59358	0	0
2019.06.28	00:00:00	1.13690	1.13928	1.13606	1.13900	30182	0	0
2019.06.28	12:00:00	1.13898	1.13936	1.13505	1.13698	64952	0	0
2019.07.01	00:00:00	1.13600	1.13712	1.13165	1.13306	56220	0	0
2019.07.01	12:00:00	1.13305	1.13602	1.12812	1.12853	63094	0	0
2019.07.02	00:00:00	1.12853	1.12997	1.12752	1.12936	30792	0	0
2019.07.02	12:00:00	1.12938	1.13220	1.12823	1.12857	62711	0	0
2019.07.03	00:00:00	1.12864	1.12954	1.12686	1.12884	32036	0	0
2019.07.03	12:00:00	1.12885	1.13125	1.12718	1.12758	51063	0	0
2019.07.04	00:00:00	1.12774	1.12952	1.12774	1.12800	15682	0	0
2019.07.04	12:00:00	1.12799	1.12901	1.12732	1.12845	18050	0	0
2019.07.05	00:00:00	1.12839	1.12877	1.12613	1.12623	20767	0	0
2019.07.05	12:00:00	1.12622	1.12705	1.12075	1.12262	66639	0	0
2019.07.08	00:00:00	1.12210	1.12344	1.12196	1.12312	18746	0	0
2019.07.08	12:00:00	1.12312	1.12326	1.12070	1.12133	29022	0	0
2019.07.09	00:00:00	1.12142	1.12188	1.11962	1.11986	18469	0	0
2019.07.09	12:00:00	1.11986	1.12141	1.11934	1.12074	31085	0	0
2019.07.10	00:00:00	1.12074	1.12270	1.12019	1.12252	19615	0	0
2019.07.10	12:00:00	1.12252	1.12631	1.12121	1.12505	37874	0	0
2019.07.11	00:00:00	1.12528	1.12808	1.12520	1.12737	22755	0	0
2019.07.11	12:00:00	1.12736	1.12858	1.12452	1.12539	35652	0	0
2019.07.12	00:00:00	1.12538	1.12750	1.12492	1.12623	21717	0	0
2019.07.12	12:00:00	1.12622	1.12742	1.12382	1.12698	32286	0	0
2019.07.15	00:00:00	1.12657	1.12837	1.12632	1.12728	18487	0	0
2019.07.15	12:00:00	1.12728	1.12839	1.12534	1.12574	19467	0	0
2019.07.16	00:00:00	1.12577	1.12636	1.12360	1.12449	19422	0	0
2019.07.16	12:00:00	1.12449	1.12457	1.12020	1.12085	29228	0	0
2019.07.17	00:00:00	1.12108	1.12173	1.11999	1.12106	14920	0	0
2019.07.17	12:00:00	1.12106	1.12336	1.12096	1.12236	22324	0	0
2019.07.18	00:00:00	1.12242	1.12441	1.12241	1.12395	16758	0	0
2019.07.18	12:00:00	1.12395	1.12805	1.12053	1.12767	42157	0	0
2019.07.19	00:00:00	1.12770	1.12818	1.12403	1.12512	21643	0	0
2019.07.19	12:00:00	1.12512	1.12522	1.12036	1.12201	35746	0	0
2019.07.22	00:00:00	1.12139	1.12238	1.12076	1.12172	17636	0	0
2019.07.22	12:00:00	1.12172	1.12255	1.12063	1.12087	22150	0	0
2019.07.23	00:00:00	1.12090	1.12097	1.11809	1.11833	15931	0	0
2019.07.23	12:00:00	1.11833	1.11849	1.11458	1.11511	27132	0	0
2019.07.24	00:00:00	1.11513	1.11556	1.11271	1.11384	19360	0	0
2019.07.24	12:00:00	1.11384	1.11558	1.11330	1.11381	26251	0	0
2019.07.25	00:00:00	1.11392	1.11434	1.11223	1.11291	12894	0	0
2019.07.25	12:00:00	1.11292	1.11878	1.11012	1.11467	53899	0	0
2019.07.26	00:00:00	1.11460	1.11510	1.11320	1.11357	14378	0	0
2019.07.26	12:00:00	1.11357	1.11472	1.11120	1.11267	31427	0	0
2019.07.29	00:00:00	1.11243	1.11389	1.11172	1.11232	12003	0	0
2019.07.29	12:00:00	1.11232	1.11509	1.11130	1.11455	25175	0	0
2019.07.30	00:00:00	1.11446	1.11494	1.11322	1.11469	21884	0	0
2019.07.30	12:00:00	1.11468	1.11610	1.11379	1.11549	30977	0	0
2019.07.31	00:00:00	1.11546	1.11620	1.11431	1.11442	18002	0	0
2019.07.31	12:00:00	1.11442	1.11528	1.10604	1.10769	56040	0	0
2019.08.01	00:00:00	1.10780	1.10814	1.10319	1.10472	28439	0	0
2019.08.01	12:00:00	1.10472	1.10960	1.10269	1.10839	69133	0	0
2019.08.02	00:00:00	1.10818	1.11152	1.10697	1.10961	45825	0	0
2019.08.02	12:00:00	1.10961	1.11164	1.10782	1.11050	58223	0	0
2019.08.05	00:00:00	1.11032	1.11474	1.11032	1.11468	55848	0	0
2019.08.05	12:00:00	1.11466	1.12132	1.11418	1.12006	74059	0	0
2019.08.06	00:00:00	1.12033	1.12495	1.11902	1.11992	62138	0	0
2019.08.06	12:00:00	1.11992	1.12069	1.11677	1.12045	63057	0	0
2019.08.07	00:00:00	1.12000	1.12195	1.11871	1.11911	38441	0	0
2019.08.07	12:00:00	1.11910	1.12418	1.11795	1.12014	81542	0	0
2019.08.08	00:00:00	1.12038	1.12277	1.11987	1.12148	27683	0	0
2019.08.08	12:00:00	1.12148	1.12327	1.11770	1.11798	51652	0	0
2019.08.09	00:00:00	1.11819	1.11982	1.11776	1.11941	27511	0	0
2019.08.09	12:00:00	1.11940	1.12229	1.11883	1.12008	50995	0	0
2019.08.12	00:00:00	1.11980	1.12112	1.11620	1.11759	26568	0	0
2019.08.12	12:00:00	1.11757	1.12305	1.11728	1.12153	39509	0	0
2019.08.13	00:00:00	1.12149	1.12204	1.11819	1.11919	31105	0	0
2019.08.13	12:00:00	1.11916	1.12287	1.11701	1.11714	73520	0	0
2019.08.14	00:00:00	1.11702	1.11851	1.11650	1.11767	29296	0	0
2019.08.14	12:00:00	1.11766	1.11909	1.11306	1.11381	59293	0	0
2019.08.15	00:00:00	1.11373	1.11539	1.11341	1.11481	37668	0	0
2019.08.15	12:00:00	1.11481	1.11583	1.10912	1.11135	98928	0	0
2019.08.16	00:00:00	1.11066	1.11133	1.10815	1.10841	36029	0	0
2019.08.16	12:00:00	1.10839	1.11068	1.10663	1.10894	72175	0	0
2019.08.19	00:00:00	1.10928	1.11101	1.10876	1.11022	33596	0	0
2019.08.19	12:00:00	1.11023	1.11138	1.10760	1.10789	47816	0	0
2019.08.20	00:00:00	1.10775	1.10886	1.10712	1.10784	32712	0	0
2019.08.20	12:00:00	1.10783	1.11067	1.10655	1.11009	60581	0	0
2019.08.21	00:00:00	1.11012	1.11060	1.10879	1.10978	27393	0	0
2019.08.21	12:00:00	1.10977	1.11073	1.10799	1.10837	38961	0	0
2019.08.22	00:00:00	1.10846	1.11131	1.10754	1.10989	29858	0	0
2019.08.22	12:00:00	1.10989	1.10996	1.10636	1.10804	55961	0	0
2019.08.23	00:00:00	1.10790	1.10857	1.10608	1.10677	23602	0	0
2019.08.23	12:00:00	1.10676	1.11532	1.10517	1.11447	71117	0	0
2019.08.26	00:00:00	1.11480	1.11640	1.11106	1.11148	52299	0	0
2019.08.26	12:00:00	1.11148	1.11244	1.10942	1.10991	48506	0	0
2019.08.27	00:00:00	1.11005	1.11160	1.10980	1.11131	29318	0	0
2019.08.27	12:00:00	1.11130	1.11154	1.10857	1.10892	40518	0	0
2019.08.28	00:00:00	1.10907	1.10980	1.10827	1.10888	34662	0	0
2019.08.28	12:00:00	1.10887	1.10976	1.10733	1.10767	39612	0	0
2019.08.29	00:00:00	1.10789	1.10875	1.10749	1.10763	27671	0	0
2019.08.29	12:00:00	1.10763	1.10933	1.10419	1.10568	50596	0	0
2019.08.30	00:00:00	1.10563	1.10603	1.10331	1.10379	29739	0	0
2019.08.30	12:00:00	1.10379	1.10496	1.09630	1.09936	51872	0	0
2019.09.02	00:00:00	1.09891	1.09966	1.09701	1.09726	21962	0	0
2019.09.02	12:00:00	1.09726	1.09756	1.09579	1.09681	25852	0	0
2019.09.03	00:00:00	1.09660	1.09715	1.09305	1.09491	36622	0	0
2019.09.03	12:00:00	1.09491	1.09788	1.09260	1.09747	49031	0	0
2019.09.04	00:00:00	1.09734	1.10129	1.09684	1.10073	27165	0	0
2019.09.04	12:00:00	1.10073	1.10384	1.10036	1.10339	43787	0	0
2019.09.05	00:00:00	1.10345	1.10444	1.10169	1.10376	28673	0	0
2019.09.05	12:00:00	1.10376	1.10848	1.10321	1.10343	52329	0	0
2019.09.06	00:00:00	1.10345	1.10516	1.10298	1.10371	24237	0	0
2019.09.06	12:00:00	1.10371	1.10572	1.10203	1.10251	52917	0	0
2019.09.09	00:00:00	1.10252	1.10370	1.10155	1.10338	27042	0	0
2019.09.09	12:00:00	1.10338	1.10679	1.10212	1.10456	42784	0	0
2019.09.10	00:00:00	1.10463	1.10594	1.10366	1.10384	27436	0	0
2019.09.10	12:00:00	1.10384	1.10521	1.10307	1.10421	36459	0	0
2019.09.11	00:00:00	1.10417	1.10553	1.10231	1.10256	23633	0	0
2019.09.11	12:00:00	1.10255	1.10276	1.09854	1.10096	35970	0	0
2019.09.12	00:00:00	1.10091	1.10323	1.10057	1.10271	19642	0	0
2019.09.12	12:00:00	1.10271	1.10872	1.09268	1.10635	86015	0	0
2019.09.13	00:00:00	1.10651	1.11097	1.10554	1.10920	32994	0	0
2019.09.13	12:00:00	1.10925	1.11067	1.10610	1.10759	43599	0	0
2019.09.16	00:00:00	1.10739	1.10864	1.10580	1.10593	25173	0	0
2019.09.16	12:00:00	1.10593	1.10692	1.09931	1.10024	40973	0	0
2019.09.17	00:00:00	1.09966	1.10226	1.09902	1.10144	40714	0	0
2019.09.17	12:00:00	1.10144	1.10745	1.10069	1.10705	52604	0	0
2019.09.18	00:00:00	1.10710	1.10756	1.10411	1.10418	24205	0	0
2019.09.18	12:00:00	1.10417	1.10681	1.10138	1.10277	56753	0	0
2019.09.19	00:00:00	1.10280	1.10646	1.10231	1.10587	38882	0	0
2019.09.19	12:00:00	1.10587	1.10735	1.10384	1.10404	53536	0	0
2019.09.20	00:00:00	1.10405	1.10678	1.10397	1.10475	25015	0	0
2019.09.20	12:00:00	1.10476	1.10544	1.09962	1.10194	53411	0	0
2019.09.23	00:00:00	1.10114	1.10254	1.09662	1.09775	33240	0	0
2019.09.23	12:00:00	1.09775	1.09997	1.09667	1.09931	47521	0	0
2019.09.24	00:00:00	1.09934	1.09974	1.09838	1.09942	26569	0	0
2019.09.24	12:00:00	1.09941	1.10243	1.09872	1.10182	51471	0	0
2019.09.25	00:00:00	1.10200	1.10218	1.09925	1.10015	30814	0	0
2019.09.25	12:00:00	1.10015	1.10051	1.09375	1.09429	46584	0	0
2019.09.26	00:00:00	1.09409	1.09651	1.09333	1.09396	24048	0	0
2019.09.26	12:00:00	1.09396	1.09676	1.09087	1.09203	49094	0	0
2019.09.27	00:00:00	1.09195	1.09289	1.09049	1.09240	25585	0	0
2019.09.27	12:00:00	1.09240	1.09588	1.09200	1.09410	41944	0	0
2019.09.30	00:00:00	1.09403	1.09477	1.09299	1.09336	21779	0	0
2019.09.30	12:00:00	1.09336	1.09346	1.08847	1.08992	51455	0	0
2019.10.01	00:00:00	1.08986	1.09008	1.08790	1.08934	31032	0	0
2019.10.01	12:00:00	1.08934	1.09429	1.08846	1.09335	59736	0	0
2019.10.02	00:00:00	1.09322	1.09413	1.09040	1.09053	31802	0	0
2019.10.02	12:00:00	1.09054	1.09635	1.09046	1.09580	56459	0	0
2019.10.03	00:00:00	1.09619	1.09738	1.09409	1.09635	29641	0	0
2019.10.03	12:00:00	1.09635	1.09993	1.09449	1.09640	66245	0	0
2019.10.04	00:00:00	1.09634	1.09837	1.09633	1.09738	28337	0	0
2019.10.04	12:00:00	1.09737	1.09990	1.09571	1.09770	63240	0	0
2019.10.07	00:00:00	1.09804	1.09902	1.09617	1.09639	23282	0	0
2019.10.07	12:00:00	1.09640	1.10005	1.09633	1.09703	46293	0	0
2019.10.08	00:00:00	1.09704	1.09918	1.09648	1.09907	27797	0	0
2019.10.08	12:00:00	1.09908	1.09959	1.09409	1.09559	66920	0	0
2019.10.09	00:00:00	1.09558	1.09900	1.09504	1.09841	27576	0	0
2019.10.09	12:00:00	1.09842	1.09906	1.09678	1.09678	46783	0	0
2019.10.10	00:00:00	1.09732	1.10199	1.09706	1.10174	43684	0	0
2019.10.10	12:00:00	1.10175	1.10338	1.10021	1.10050	72897	0	0
2019.10.11	00:00:00	1.10055	1.10226	1.10010	1.10096	38804	0	0
2019.10.11	12:00:00	1.10096	1.10627	1.10076	1.10351	94642	0	0
2019.10.14	00:00:00	1.10311	1.10378	1.10133	1.10297	43884	0	0
2019.10.14	12:00:00	1.10297	1.10427	1.10175	1.10257	54186	0	0
2019.10.15	00:00:00	1.10267	1.10460	1.10125	1.10267	53406	0	0
2019.10.15	12:00:00	1.10266	1.10445	1.09914	1.10336	110880	0	0
2019.10.16	00:00:00	1.10285	1.10600	1.10238	1.10363	62580	0	0
2019.10.16	12:00:00	1.10363	1.10856	1.10223	1.10734	108773	0	0
2019.10.17	00:00:00	1.10721	1.10930	1.10650	1.10898	46949	0	0
