<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.11.20	08:00:00	1.14487	1.14721	1.14043	1.14066	11640	0	0
2018.11.20	16:00:00	1.14060	1.14131	1.13585	1.13713	10559	0	0
2018.11.21	00:00:00	1.13666	1.13816	1.13653	1.13785	5161	0	0
2018.11.21	08:00:00	1.13787	1.14245	1.13674	1.14114	11477	0	0
2018.11.21	16:00:00	1.14111	1.14145	1.13802	1.13853	9305	0	0
2018.11.22	00:00:00	1.13833	1.14008	1.13802	1.13970	5226	0	0
2018.11.22	08:00:00	1.13968	1.14336	1.13941	1.14035	9722	0	0
2018.11.22	16:00:00	1.14035	1.14137	1.13910	1.14015	8016	0	0
2018.11.23	00:00:00	1.14029	1.14165	1.14001	1.14137	3998	0	0
2018.11.23	08:00:00	1.14134	1.14208	1.13375	1.13509	11590	0	0
2018.11.23	16:00:00	1.13509	1.13588	1.13274	1.13333	8228	0	0
2018.11.26	00:00:00	1.13398	1.13493	1.13263	1.13480	6203	0	0
2018.11.26	08:00:00	1.13480	1.13831	1.13436	1.13653	11062	0	0
2018.11.26	16:00:00	1.13653	1.13667	1.13249	1.13267	8563	0	0
2018.11.27	00:00:00	1.13263	1.13428	1.13263	1.13425	5575	0	0
2018.11.27	08:00:00	1.13425	1.13436	1.13050	1.13198	12492	0	0
2018.11.27	16:00:00	1.13198	1.13297	1.12774	1.12945	10408	0	0
2018.11.28	00:00:00	1.12866	1.12992	1.12855	1.12948	4725	0	0
2018.11.28	08:00:00	1.12948	1.13005	1.12672	1.12876	10550	0	0
2018.11.28	16:00:00	1.12876	1.13870	1.12687	1.13659	12874	0	0
2018.11.29	00:00:00	1.13683	1.13920	1.13633	1.13859	5874	0	0
2018.11.29	08:00:00	1.13859	1.14014	1.13487	1.13727	11475	0	0
2018.11.29	16:00:00	1.13734	1.13971	1.13636	1.13931	10220	0	0
2018.11.30	00:00:00	1.13890	1.14002	1.13846	1.13920	5148	0	0
2018.11.30	08:00:00	1.13920	1.13971	1.13558	1.13562	10742	0	0
2018.11.30	16:00:00	1.13560	1.13693	1.13053	1.13154	9973	0	0
2018.12.03	00:00:00	1.13388	1.13694	1.13283	1.13660	5134	0	0
2018.12.03	08:00:00	1.13660	1.13795	1.13192	1.13239	10688	0	0
2018.12.03	16:00:00	1.13242	1.13635	1.13242	1.13535	9003	0	0
2018.12.04	00:00:00	1.13520	1.13816	1.13500	1.13744	4978	0	0
2018.12.04	08:00:00	1.13747	1.14182	1.13734	1.13882	12109	0	0
2018.12.04	16:00:00	1.13886	1.13985	1.13184	1.13421	12109	0	0
2018.12.05	00:00:00	1.13425	1.13462	1.13179	1.13194	5729	0	0
2018.12.05	08:00:00	1.13194	1.13612	1.13168	1.13557	8001	0	0
2018.12.05	16:00:00	1.13557	1.13588	1.13111	1.13445	7210	0	0
2018.12.06	00:00:00	1.13438	1.13526	1.13389	1.13448	7545	0	0
2018.12.06	08:00:00	1.13448	1.13682	1.13209	1.13595	13554	0	0
2018.12.06	16:00:00	1.13595	1.14121	1.13578	1.13785	14393	0	0
2018.12.07	00:00:00	1.13726	1.13815	1.13656	1.13667	5049	0	0
2018.12.07	08:00:00	1.13667	1.14137	1.13602	1.13890	8692	0	2
2018.12.07	16:00:00	1.13892	1.14231	1.13738	1.14014	10496	0	2
2018.12.10	00:00:00	1.13917	1.14065	1.13907	1.14049	1179	0	2
2018.12.11	00:00:00	1.13544	1.13717	1.13507	1.13706	5329	0	0
2018.12.11	08:00:00	1.13707	1.13999	1.13578	1.13690	11290	0	0
2018.12.11	16:00:00	1.13690	1.13710	1.13063	1.13185	13873	0	0
2018.12.12	00:00:00	1.13158	1.13340	1.13158	1.13326	4889	0	0
2018.12.12	08:00:00	1.13326	1.13642	1.13150	1.13592	9607	0	2
2018.12.12	16:00:00	1.13594	1.13870	1.13419	1.13680	9482	0	1
2018.12.13	00:00:00	1.13680	1.13771	1.13628	1.13655	4052	0	0
2018.12.13	08:00:00	1.13655	1.13931	1.13385	1.13422	11867	0	0
2018.12.13	16:00:00	1.13416	1.13718	1.13310	1.13604	11729	0	0
2018.12.14	00:00:00	1.13594	1.13649	1.13553	1.13606	4923	0	0
2018.12.14	08:00:00	1.13606	1.13606	1.12699	1.12724	12958	0	0
2018.12.14	16:00:00	1.12724	1.13080	1.12720	1.13005	10050	0	0
2018.12.17	00:00:00	1.13038	1.13131	1.12968	1.13077	5151	0	0
2018.12.17	08:00:00	1.13080	1.13533	1.13059	1.13501	10300	0	0
2018.12.17	16:00:00	1.13500	1.13577	1.13300	1.13465	10233	0	0
2018.12.18	00:00:00	1.13474	1.13599	1.13398	1.13446	5709	0	0
2018.12.18	08:00:00	1.13445	1.14022	1.13368	1.13784	11811	0	0
2018.12.18	16:00:00	1.13781	1.13802	1.13500	1.13646	11042	0	0
2018.12.19	00:00:00	1.13635	1.13896	1.13606	1.13867	5929	0	0
2018.12.19	08:00:00	1.13867	1.14138	1.13808	1.14008	11223	0	0
2018.12.19	16:00:00	1.14008	1.14391	1.13643	1.13815	15331	0	0
2018.12.20	00:00:00	1.13731	1.13892	1.13700	1.13890	6865	0	0
2018.12.20	08:00:00	1.13890	1.14852	1.13845	1.14458	15556	0	0
2018.12.20	16:00:00	1.14459	1.14849	1.14022	1.14470	15293	0	0
2018.12.21	00:00:00	1.14470	1.14615	1.14416	1.14463	5467	0	0
2018.12.21	08:00:00	1.14463	1.14737	1.14002	1.14106	13397	0	0
2018.12.21	16:00:00	1.14106	1.14235	1.13558	1.13653	14033	0	0
2018.12.24	00:00:00	1.13703	1.13924	1.13605	1.13910	4750	0	0
2018.12.24	08:00:00	1.13904	1.14172	1.13741	1.14137	9222	0	0
2018.12.24	16:00:00	1.14137	1.14384	1.13944	1.13981	10680	0	0
2018.12.26	00:00:00	1.14113	1.14162	1.13975	1.14022	1324	0	0
2018.12.26	08:00:00	1.14019	1.14076	1.13751	1.13886	5069	0	0
2018.12.26	16:00:00	1.13886	1.14140	1.13429	1.13517	10906	0	0
2018.12.27	00:00:00	1.13521	1.13897	1.13516	1.13822	7514	0	0
2018.12.27	08:00:00	1.13819	1.14093	1.13646	1.13961	12707	0	0
2018.12.27	16:00:00	1.13961	1.14538	1.13920	1.14320	14580	0	0
2018.12.28	00:00:00	1.14293	1.14667	1.14266	1.14544	6515	0	0
2018.12.28	08:00:00	1.14544	1.14726	1.14311	1.14614	12713	0	0
2018.12.28	16:00:00	1.14611	1.14686	1.14303	1.14398	11972	0	0
2018.12.31	00:00:00	1.14357	1.14500	1.14214	1.14286	4028	0	1
2018.12.31	08:00:00	1.14286	1.14658	1.14240	1.14458	9314	0	0
2018.12.31	16:00:00	1.14459	1.14592	1.14259	1.14534	8817	0	0
2019.01.02	08:00:00	1.14873	1.14893	1.13674	1.13713	12483	0	0
2019.01.02	16:00:00	1.13714	1.13753	1.13250	1.13436	12550	0	0
2019.01.03	00:00:00	1.13438	1.13714	1.13079	1.13609	10151	0	0
2019.01.03	08:00:00	1.13608	1.13836	1.13375	1.13655	14297	0	0
2019.01.03	16:00:00	1.13655	1.14109	1.13614	1.13938	15844	0	0
2019.01.04	00:00:00	1.13924	1.14116	1.13872	1.13894	6700	0	0
2019.01.04	08:00:00	1.13890	1.14188	1.13646	1.13690	11714	0	0
2019.01.04	16:00:00	1.13697	1.14177	1.13456	1.13955	14796	0	0
2019.01.07	00:00:00	1.13960	1.14299	1.13954	1.14232	5190	0	0
2019.01.07	08:00:00	1.14232	1.14588	1.14100	1.14574	10721	0	0
2019.01.07	16:00:00	1.14574	1.14824	1.14537	1.14737	11276	0	0
2019.01.08	00:00:00	1.14734	1.14845	1.14321	1.14433	6096	0	0
2019.01.08	08:00:00	1.14432	1.14690	1.14225	1.14267	12209	0	0
2019.01.08	16:00:00	1.14270	1.14585	1.14243	1.14404	10448	0	0
2019.01.09	00:00:00	1.14411	1.14658	1.14368	1.14605	5462	0	0
2019.01.09	08:00:00	1.14605	1.14784	1.14389	1.14621	12025	0	0
2019.01.09	16:00:00	1.14622	1.15552	1.14622	1.15449	17290	0	0
2019.01.10	00:00:00	1.15442	1.15697	1.15351	1.15605	6951	0	0
2019.01.10	08:00:00	1.15605	1.15611	1.15177	1.15208	13413	0	0
2019.01.10	16:00:00	1.15204	1.15307	1.14849	1.14998	13404	0	0
2019.01.11	00:00:00	1.14991	1.15309	1.14964	1.15259	5459	0	0
2019.01.11	08:00:00	1.15258	1.15399	1.15154	1.15266	12575	0	0
2019.01.11	16:00:00	1.15266	1.15269	1.14578	1.14646	12336	0	0
2019.01.14	00:00:00	1.14598	1.14811	1.14584	1.14785	4422	0	0
2019.01.14	08:00:00	1.14785	1.14819	1.14506	1.14598	13581	0	0
2019.01.14	16:00:00	1.14598	1.14804	1.14534	1.14690	9895	0	0
2019.01.15	00:00:00	1.14683	1.14896	1.14645	1.14828	4719	0	0
2019.01.15	08:00:00	1.14825	1.14826	1.14121	1.14385	14324	0	0
2019.01.15	16:00:00	1.14385	1.14547	1.13818	1.14120	16230	0	0
2019.01.16	00:00:00	1.14104	1.14151	1.13961	1.14116	5281	0	0
2019.01.16	08:00:00	1.14114	1.14246	1.13778	1.13907	13068	0	0
2019.01.16	16:00:00	1.13910	1.14104	1.13900	1.13914	11601	0	0
2019.01.17	00:00:00	1.13913	1.14006	1.13789	1.13870	5071	0	0
2019.01.17	08:00:00	1.13870	1.14059	1.13714	1.13975	12190	0	0
2019.01.17	16:00:00	1.13971	1.14005	1.13700	1.13886	12465	0	0
2019.01.18	00:00:00	1.13899	1.13997	1.13862	1.13892	5123	0	0
2019.01.18	08:00:00	1.13893	1.14103	1.13882	1.13974	10438	0	0
2019.01.18	16:00:00	1.13974	1.14005	1.13531	1.13636	11927	0	0
2019.01.21	00:00:00	1.13605	1.13802	1.13605	1.13775	4675	0	0
2019.01.21	08:00:00	1.13775	1.13907	1.13568	1.13609	8699	0	0
2019.01.21	16:00:00	1.13609	1.13714	1.13571	1.13676	5986	0	0
2019.01.22	00:00:00	1.13670	1.13727	1.13557	1.13574	4507	0	0
2019.01.22	08:00:00	1.13574	1.13669	1.13450	1.13453	10051	0	0
2019.01.22	16:00:00	1.13449	1.13738	1.13361	1.13605	10239	0	0
2019.01.23	00:00:00	1.13621	1.13686	1.13594	1.13682	4973	0	0
2019.01.23	08:00:00	1.13683	1.13718	1.13507	1.13538	10585	0	0
2019.01.23	16:00:00	1.13537	1.13941	1.13517	1.13796	10751	0	0
2019.01.24	00:00:00	1.13802	1.13913	1.13775	1.13848	5463	0	0
2019.01.24	08:00:00	1.13849	1.13879	1.13065	1.13364	13324	0	0
2019.01.24	16:00:00	1.13374	1.13802	1.12893	1.13019	13920	0	0
2019.01.25	00:00:00	1.13030	1.13273	1.13002	1.13221	6408	0	0
2019.01.25	08:00:00	1.13219	1.13578	1.13145	1.13567	11869	0	0
2019.01.25	16:00:00	1.13565	1.14174	1.13561	1.14042	13449	0	0
2019.01.28	00:00:00	1.14008	1.14256	1.14005	1.14117	4709	3877488000	0
2019.01.28	08:00:00	1.14114	1.14236	1.13900	1.14170	8300	7237786000	0
2019.01.28	16:00:00	1.14170	1.14435	1.14048	1.14259	8389	7645979705	0
2019.01.29	00:00:00	1.14283	1.14338	1.14205	1.14327	3948	3003403000	0
2019.01.29	08:00:00	1.14328	1.14500	1.14184	1.14256	9244	7863075000	0
2019.01.29	16:00:00	1.14259	1.14402	1.14111	1.14333	11222	9719608000	0
2019.01.30	00:00:00	1.14283	1.14456	1.14280	1.14446	4692	3941709000	0
2019.01.30	08:00:00	1.14446	1.14499	1.14219	1.14255	9548	8234487000	0
2019.01.30	16:00:00	1.14258	1.15014	1.14062	1.14798	11311	10190998000	0
2019.01.31	00:00:00	1.14787	1.15086	1.14787	1.15048	4809	4009428000	0
2019.01.31	08:00:00	1.15049	1.15140	1.14714	1.14944	11223	10015321000	0
2019.01.31	16:00:00	1.14943	1.14953	1.14358	1.14472	9482	9677056000	0
2019.02.01	00:00:00	1.14462	1.14499	1.14343	1.14364	4418	3692098000	0
2019.02.01	08:00:00	1.14365	1.14856	1.14347	1.14737	9540	8239025000	0
2019.02.01	16:00:00	1.14737	1.14883	1.14475	1.14541	9124	8619878000	0
2019.02.04	00:00:00	1.14517	1.14602	1.14412	1.14432	4048	3299987000	0
2019.02.04	08:00:00	1.14436	1.14541	1.14378	1.14486	8065	7251534000	0
2019.02.04	16:00:00	1.14487	1.14503	1.14242	1.14355	7794	6775014000	0
2019.02.05	00:00:00	1.14371	1.14402	1.14304	1.14340	3871	3383497000	0
2019.02.05	08:00:00	1.14340	1.14340	1.14114	1.14286	7987	6776445000	0
2019.02.05	16:00:00	1.14286	1.14337	1.14009	1.14029	7877	7095786000	0
2019.02.06	00:00:00	1.14052	1.14093	1.13958	1.13965	4926	4714977000	0
2019.02.06	08:00:00	1.13968	1.13985	1.13801	1.13866	8316	7513528700	0
2019.02.06	16:00:00	1.13866	1.13899	1.13608	1.13623	8119	7812972000	0
2019.02.07	00:00:00	1.13625	1.13683	1.13567	1.13595	4269	3965894000	0
2019.02.07	08:00:00	1.13595	1.13663	1.13246	1.13307	9447	8747836000	0
2019.02.07	16:00:00	1.13314	1.13599	1.13304	1.13378	8732	8086829000	0
2019.02.08	00:00:00	1.13411	1.13438	1.13352	1.13392	4014	3696814000	0
2019.02.08	08:00:00	1.13392	1.13507	1.13229	1.13469	7824	7133413000	0
2019.02.08	16:00:00	1.13469	1.13487	1.13209	1.13235	7562	7216749000	0
2019.02.11	00:00:00	1.13188	1.13276	1.13144	1.13240	3794	3429653000	0
2019.02.11	08:00:00	1.13239	1.13300	1.12968	1.13103	8690	8133682000	0
2019.02.11	16:00:00	1.13103	1.13117	1.12673	1.12750	7383	6956295000	0
2019.02.12	00:00:00	1.12754	1.12849	1.12724	1.12792	4934	4661145000	0
2019.02.12	08:00:00	1.12792	1.12971	1.12575	1.12926	8315	7607466000	0
2019.02.12	16:00:00	1.12924	1.13395	1.12873	1.13267	7604	8844602719	0
2019.02.13	00:00:00	1.13250	1.13413	1.13249	1.13381	5163	4633998000	0
2019.02.13	08:00:00	1.13381	1.13387	1.12890	1.12906	8601	8077386000	0
2019.02.13	16:00:00	1.12913	1.13038	1.12609	1.12611	7976	7393934000	0
2019.02.14	00:00:00	1.12604	1.12839	1.12493	1.12798	5136	4364210000	0
2019.02.14	08:00:00	1.12798	1.13097	1.12499	1.13022	9899	9004267000	0
2019.02.14	16:00:00	1.13021	1.13049	1.12646	1.12934	9176	8392831000	0
2019.02.15	00:00:00	1.12947	1.12968	1.12826	1.12849	4422	4032129000	0
2019.02.15	08:00:00	1.12849	1.12911	1.12341	1.12528	8748	8028450000	0
2019.02.15	16:00:00	1.12527	1.13060	1.12517	1.12926	9239	8228959000	0
2019.02.18	00:00:00	1.12927	1.13245	1.12889	1.13086	4321	3798486000	0
2019.02.18	08:00:00	1.13083	1.13337	1.12948	1.13218	7369	6930593000	0
2019.02.18	16:00:00	1.13219	1.13269	1.13022	1.13097	5105	4385571000	0
2019.02.19	00:00:00	1.13100	1.13134	1.12930	1.12994	3635	3282005000	0
2019.02.19	08:00:00	1.12996	1.13243	1.12754	1.12958	8894	8266416000	0
2019.02.19	16:00:00	1.12958	1.13568	1.12957	1.13403	9709	9511699000	0
2019.02.20	00:00:00	1.13408	1.13558	1.13351	1.13375	4385	3811856000	0
2019.02.20	08:00:00	1.13375	1.13584	1.13249	1.13364	8247	7734820000	0
2019.02.20	16:00:00	1.13365	1.13710	1.13300	1.13370	10020	9191821000	0
2019.02.21	00:00:00	1.13375	1.13526	1.13324	1.13360	5806	5237266000	0
2019.02.21	08:00:00	1.13361	1.13663	1.13206	1.13625	10619	9853614000	0
2019.02.21	16:00:00	1.13625	1.13656	1.13229	1.13324	8721	8143837000	0
2019.02.22	00:00:00	1.13323	1.13418	1.13297	1.13381	4751	4420754000	0
2019.02.22	08:00:00	1.13381	1.13514	1.13162	1.13361	8211	7685294000	0
2019.02.22	16:00:00	1.13361	1.13554	1.13279	1.13320	9105	8283349000	0
2019.02.25	00:00:00	1.13283	1.13492	1.13283	1.13425	4476	0	0
2019.02.25	08:00:00	1.13425	1.13674	1.13418	1.13544	7618	0	0
2019.02.25	16:00:00	1.13544	1.13672	1.13365	1.13568	8037	0	0
2019.02.26	00:00:00	1.13581	1.13674	1.13541	1.13588	4357	0	0
2019.02.26	08:00:00	1.13588	1.13747	1.13456	1.13720	8749	0	0
2019.02.26	16:00:00	1.13720	1.14025	1.13450	1.13890	9465	0	0
2019.02.27	00:00:00	1.13886	1.13947	1.13750	1.13778	4471	0	0
2019.02.27	08:00:00	1.13778	1.14032	1.13724	1.13846	9291	0	0
2019.02.27	16:00:00	1.13846	1.13948	1.13622	1.13701	8825	0	0
2019.02.28	00:00:00	1.13666	1.13799	1.13665	1.13757	4302	0	0
2019.02.28	08:00:00	1.13755	1.14195	1.13673	1.13860	10324	0	0
2019.02.28	16:00:00	1.13862	1.13958	1.13598	1.13704	9969	0	0
2019.03.01	00:00:00	1.13703	1.13751	1.13638	1.13703	3863	0	0
2019.03.01	08:00:00	1.13703	1.13877	1.13531	1.13816	8937	0	0
2019.03.01	16:00:00	1.13815	1.14083	1.13543	1.13631	9847	0	0
2019.03.04	00:00:00	1.13761	1.13809	1.13615	1.13622	4624	0	0
2019.03.04	08:00:00	1.13622	1.13690	1.13276	1.13425	8836	0	0
2019.03.04	16:00:00	1.13425	1.13431	1.13090	1.13406	7592	0	0
2019.03.05	00:00:00	1.13352	1.13409	1.13246	1.13287	4666	0	0
2019.03.05	08:00:00	1.13287	1.13385	1.13160	1.13307	8116	0	0
2019.03.05	16:00:00	1.13307	1.13351	1.12894	1.13053	8263	0	0
2019.03.06	00:00:00	1.13070	1.13079	1.12899	1.12977	4748	0	0
2019.03.06	08:00:00	1.12978	1.13148	1.12856	1.13045	7921	0	0
2019.03.06	16:00:00	1.13045	1.13245	1.13042	1.13083	7579	0	0
2019.03.07	00:00:00	1.13076	1.13158	1.13028	1.13063	4237	0	0
2019.03.07	08:00:00	1.13063	1.13202	1.12540	1.12602	9252	0	0
2019.03.07	16:00:00	1.12602	1.12602	1.11765	1.11938	11451	0	0
2019.03.08	00:00:00	1.11930	1.12018	1.11850	1.12016	4856	0	0
2019.03.08	08:00:00	1.12016	1.12401	1.11972	1.12253	10151	0	0
2019.03.08	16:00:00	1.12253	1.12459	1.12219	1.12338	9536	0	0
2019.03.11	00:00:00	1.12317	1.12375	1.12229	1.12334	4087	0	0
2019.03.11	08:00:00	1.12334	1.12581	1.12321	1.12364	8018	0	0
2019.03.11	16:00:00	1.12365	1.12544	1.12216	1.12450	9340	0	0
2019.03.12	00:00:00	1.12446	1.12735	1.12446	1.12513	5275	0	0
2019.03.12	08:00:00	1.12511	1.12846	1.12491	1.12812	9803	0	0
2019.03.12	16:00:00	1.12813	1.13048	1.12670	1.12825	9870	0	0
2019.03.13	00:00:00	1.12859	1.12900	1.12828	1.12832	3901	0	0
2019.03.13	08:00:00	1.12832	1.13046	1.12772	1.12931	7786	0	0
2019.03.13	16:00:00	1.12934	1.13384	1.12904	1.13304	9448	0	0
2019.03.14	00:00:00	1.13273	1.13374	1.13175	1.13188	4302	0	0
2019.03.14	08:00:00	1.13188	1.13358	1.12957	1.13012	9437	0	0
2019.03.14	16:00:00	1.13012	1.13091	1.12940	1.13043	8982	0	0
2019.03.15	00:00:00	1.13016	1.13270	1.12971	1.13188	4436	0	0
2019.03.15	08:00:00	1.13188	1.13290	1.13029	1.13036	7275	0	0
2019.03.15	16:00:00	1.13036	1.13442	1.13001	1.13238	8584	0	0
2019.03.18	00:00:00	1.13209	1.13384	1.13188	1.13362	3766	0	0
2019.03.18	08:00:00	1.13360	1.13588	1.13317	1.13460	7509	0	0
2019.03.18	16:00:00	1.13460	1.13496	1.13243	1.13394	7430	0	0
2019.03.19	00:00:00	1.13367	1.13487	1.13335	1.13460	3899	0	0
2019.03.19	08:00:00	1.13459	1.13615	1.13419	1.13521	7143	0	0
2019.03.19	16:00:00	1.13520	1.13612	1.13392	1.13493	7855	0	0
2019.03.20	00:00:00	1.13518	1.13568	1.13428	1.13460	4225	0	0
2019.03.20	08:00:00	1.13460	1.13662	1.13354	1.13544	7663	0	0
2019.03.20	16:00:00	1.13544	1.14479	1.13457	1.14110	11815	0	0
2019.03.21	00:00:00	1.14130	1.14374	1.14130	1.14259	6321	0	0
2019.03.21	08:00:00	1.14260	1.14295	1.13840	1.13853	11442	0	0
2019.03.21	16:00:00	1.13854	1.13953	1.13424	1.13759	13975	0	0
2019.03.22	00:00:00	1.13753	1.13791	1.13613	1.13777	5794	0	0
2019.03.22	08:00:00	1.13777	1.13906	1.12886	1.13055	13200	0	0
2019.03.22	16:00:00	1.13054	1.13153	1.12735	1.13001	12990	0	0
2019.03.25	00:00:00	1.12884	1.13011	1.12862	1.12980	5573	0	0
2019.03.25	08:00:00	1.12981	1.13248	1.12945	1.13185	10930	0	0
2019.03.25	16:00:00	1.13184	1.13312	1.13100	1.13137	11770	0	0
2019.03.26	00:00:00	1.13107	1.13218	1.13107	1.13111	6348	0	0
2019.03.26	08:00:00	1.13111	1.13259	1.12846	1.12877	11579	0	0
2019.03.26	16:00:00	1.12877	1.12997	1.12632	1.12657	11858	0	0
2019.03.27	00:00:00	1.12649	1.12771	1.12510	1.12575	6540	0	0
2019.03.27	08:00:00	1.12577	1.12855	1.12468	1.12713	12282	0	0
2019.03.27	16:00:00	1.12712	1.12719	1.12421	1.12456	14384	0	0
2019.03.28	00:00:00	1.12448	1.12575	1.12433	1.12546	6222	0	0
2019.03.28	08:00:00	1.12546	1.12613	1.12207	1.12213	12395	0	0
2019.03.28	16:00:00	1.12215	1.12386	1.12135	1.12241	12946	0	0
2019.03.29	00:00:00	1.12223	1.12348	1.12215	1.12300	5724	0	0
2019.03.29	08:00:00	1.12301	1.12466	1.12098	1.12317	12527	0	0
2019.03.29	16:00:00	1.12317	1.12417	1.12133	1.12178	13361	0	0
2019.04.01	00:00:00	1.12276	1.12352	1.12199	1.12340	5411	0	0
2019.04.01	08:00:00	1.12340	1.12497	1.12272	1.12347	11536	0	0
2019.04.01	16:00:00	1.12347	1.12453	1.12041	1.12123	10535	0	0
2019.04.02	00:00:00	1.12085	1.12096	1.11960	1.12023	5255	0	0
2019.04.02	08:00:00	1.12023	1.12120	1.11902	1.12055	10911	0	0
2019.04.02	16:00:00	1.12054	1.12155	1.11837	1.12029	10832	0	0
2019.04.03	00:00:00	1.12029	1.12265	1.12003	1.12229	5404	0	0
2019.04.03	08:00:00	1.12228	1.12546	1.12153	1.12347	11164	0	0
2019.04.03	16:00:00	1.12347	1.12489	1.12250	1.12332	9675	0	0
2019.04.04	00:00:00	1.12335	1.12475	1.12323	1.12410	4567	0	0
2019.04.04	08:00:00	1.12410	1.12476	1.12128	1.12175	10861	0	0
2019.04.04	16:00:00	1.12175	1.12269	1.12060	1.12205	9252	0	0
2019.04.05	00:00:00	1.12201	1.12290	1.12177	1.12269	4716	0	0
2019.04.05	08:00:00	1.12270	1.12479	1.12173	1.12358	9397	0	0
2019.04.05	16:00:00	1.12360	1.12388	1.12102	1.12168	7693	0	0
2019.04.08	00:00:00	1.12145	1.12323	1.12108	1.12307	5394	0	0
2019.04.08	08:00:00	1.12307	1.12646	1.12216	1.12613	9077	0	0
2019.04.08	16:00:00	1.12613	1.12744	1.12582	1.12593	8500	0	0
2019.04.09	00:00:00	1.12612	1.12691	1.12551	1.12657	5431	0	0
2019.04.09	08:00:00	1.12657	1.12822	1.12562	1.12788	10370	0	0
2019.04.09	16:00:00	1.12793	1.12842	1.12620	1.12633	8971	0	0
2019.04.10	00:00:00	1.12620	1.12671	1.12554	1.12614	5251	0	0
2019.04.10	08:00:00	1.12614	1.12866	1.12536	1.12563	9742	0	0
2019.04.10	16:00:00	1.12563	1.12786	1.12296	1.12702	10465	0	0
2019.04.11	00:00:00	1.12730	1.12806	1.12716	1.12798	4650	0	0
2019.04.11	08:00:00	1.12797	1.12874	1.12555	1.12600	9691	0	0
2019.04.11	16:00:00	1.12600	1.12758	1.12502	1.12542	8380	0	0
2019.04.12	00:00:00	1.12547	1.12947	1.12533	1.12915	5611	0	0
2019.04.12	08:00:00	1.12915	1.13223	1.12815	1.13204	9862	0	0
2019.04.12	16:00:00	1.13204	1.13238	1.12927	1.12983	7851	0	0
2019.04.15	00:00:00	1.13034	1.13143	1.12996	1.13090	4527	0	0
2019.04.15	08:00:00	1.13090	1.13209	1.13027	1.13134	8765	0	0
2019.04.15	16:00:00	1.13134	1.13157	1.12981	1.13043	7025	0	0
2019.04.16	00:00:00	1.13040	1.13074	1.12927	1.13044	4707	0	0
2019.04.16	08:00:00	1.13044	1.13140	1.12825	1.12970	10802	0	0
2019.04.16	16:00:00	1.12971	1.13059	1.12804	1.12807	9251	0	0
2019.04.17	00:00:00	1.12837	1.13044	1.12792	1.13032	5106	0	0
2019.04.17	08:00:00	1.13032	1.13236	1.13005	1.13037	9476	0	0
2019.04.17	16:00:00	1.13037	1.13073	1.12907	1.12985	8632	0	0
2019.04.18	00:00:00	1.12935	1.13007	1.12896	1.12948	5048	0	0
2019.04.18	08:00:00	1.12948	1.13037	1.12380	1.12405	11335	0	0
2019.04.18	16:00:00	1.12407	1.12537	1.12263	1.12301	8509	0	0
2019.04.19	00:00:00	1.12275	1.12423	1.12275	1.12381	2268	0	0
2019.04.19	08:00:00	1.12381	1.12474	1.12381	1.12445	3749	0	0
2019.04.19	16:00:00	1.12445	1.12476	1.12395	1.12396	5429	0	0
2019.04.22	00:00:00	1.12402	1.12466	1.12358	1.12383	2978	0	0
2019.04.22	08:00:00	1.12383	1.12548	1.12372	1.12492	4141	0	0
2019.04.22	16:00:00	1.12492	1.12620	1.12484	1.12579	4813	0	0
2019.04.23	00:00:00	1.12571	1.12605	1.12447	1.12499	4464	0	0
2019.04.23	08:00:00	1.12499	1.12611	1.12168	1.12178	8755	0	0
2019.04.23	16:00:00	1.12178	1.12273	1.11923	1.12270	8294	0	0
2019.04.24	00:00:00	1.12234	1.12249	1.12086	1.12161	5066	0	0
2019.04.24	08:00:00	1.12161	1.12233	1.11947	1.12034	10054	0	0
2019.04.24	16:00:00	1.12034	1.12099	1.11407	1.11512	11206	0	0
2019.04.25	00:00:00	1.11532	1.11602	1.11450	1.11573	6554	0	0
2019.04.25	08:00:00	1.11572	1.11624	1.11179	1.11308	14515	0	0
2019.04.25	16:00:00	1.11304	1.11545	1.11271	1.11340	10534	0	0
2019.04.26	00:00:00	1.11311	1.11412	1.11243	1.11352	7230	0	0
2019.04.26	08:00:00	1.11352	1.11592	1.11117	1.11480	11750	0	0
2019.04.26	16:00:00	1.11480	1.11738	1.11424	1.11478	12075	0	0
2019.04.29	00:00:00	1.11451	1.11600	1.11450	1.11584	3887	0	0
2019.04.29	08:00:00	1.11584	1.11670	1.11456	1.11555	9104	0	0
2019.04.29	16:00:00	1.11553	1.11868	1.11491	1.11856	9114	0	0
2019.04.30	00:00:00	1.11846	1.11930	1.11792	1.11886	4175	0	0
2019.04.30	08:00:00	1.11886	1.12280	1.11758	1.12195	12740	0	0
2019.04.30	16:00:00	1.12196	1.12289	1.11977	1.12146	12405	0	0
2019.05.01	00:00:00	1.12153	1.12198	1.12110	1.12174	3264	0	0
2019.05.01	08:00:00	1.12174	1.12396	1.12142	1.12244	6837	0	0
2019.05.01	16:00:00	1.12243	1.12647	1.11875	1.11941	14070	0	0
2019.05.02	00:00:00	1.11957	1.12093	1.11937	1.12076	4730	0	0
2019.05.02	08:00:00	1.12076	1.12191	1.11911	1.11963	12441	0	0
