<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.12.05	1.13425	1.13612	1.13111	1.13445	20940	0	0
2018.12.06	1.13438	1.14121	1.13209	1.13785	35492	0	0
2018.12.07	1.13726	1.14231	1.13602	1.14014	24237	0	0
2018.12.10	1.13917	1.14065	1.13907	1.14049	1179	0	2
2018.12.11	1.13544	1.13999	1.13063	1.13185	30492	0	0
2018.12.12	1.13158	1.13870	1.13150	1.13680	23978	0	0
2018.12.13	1.13680	1.13931	1.13310	1.13604	27648	0	0
2018.12.14	1.13594	1.13649	1.12699	1.13005	27931	0	0
2018.12.17	1.13038	1.13577	1.12968	1.13465	25684	0	0
2018.12.18	1.13474	1.14022	1.13368	1.13646	28562	0	0
2018.12.19	1.13635	1.14391	1.13606	1.13815	32483	0	0
2018.12.20	1.13731	1.14852	1.13700	1.14470	37714	0	0
2018.12.21	1.14470	1.14737	1.13558	1.13653	32897	0	0
2018.12.24	1.13703	1.14384	1.13605	1.13981	24652	0	0
2018.12.26	1.14113	1.14162	1.13429	1.13517	17299	0	0
2018.12.27	1.13521	1.14538	1.13516	1.14320	34801	0	0
2018.12.28	1.14293	1.14726	1.14266	1.14398	31200	0	0
2018.12.31	1.14357	1.14658	1.14214	1.14534	22159	0	0
2019.01.02	1.14873	1.14893	1.13250	1.13436	25033	0	0
2019.01.03	1.13438	1.14109	1.13079	1.13938	40292	0	0
2019.01.04	1.13924	1.14188	1.13456	1.13955	33210	0	0
2019.01.07	1.13960	1.14824	1.13954	1.14737	27187	0	0
2019.01.08	1.14734	1.14845	1.14225	1.14404	28753	0	0
2019.01.09	1.14411	1.15552	1.14368	1.15449	34777	0	0
2019.01.10	1.15442	1.15697	1.14849	1.14998	33768	0	0
2019.01.11	1.14991	1.15399	1.14578	1.14646	30370	0	0
2019.01.14	1.14598	1.14819	1.14506	1.14690	27898	0	0
2019.01.15	1.14683	1.14896	1.13818	1.14120	35273	0	0
2019.01.16	1.14104	1.14246	1.13778	1.13914	29950	0	0
2019.01.17	1.13913	1.14059	1.13700	1.13886	29726	0	0
2019.01.18	1.13899	1.14103	1.13531	1.13636	27488	0	0
2019.01.21	1.13605	1.13907	1.13568	1.13676	19360	0	0
2019.01.22	1.13670	1.13738	1.13361	1.13605	24797	0	0
2019.01.23	1.13621	1.13941	1.13507	1.13796	26309	0	0
2019.01.24	1.13802	1.13913	1.12893	1.13019	32707	0	0
2019.01.25	1.13030	1.14174	1.13002	1.14042	31726	0	0
2019.01.28	1.14008	1.14435	1.13900	1.14259	21398	18761253705	0
2019.01.29	1.14283	1.14500	1.14111	1.14333	24414	20586086000	0
2019.01.30	1.14283	1.15014	1.14062	1.14798	25551	22367194000	0
2019.01.31	1.14787	1.15140	1.14358	1.14472	25514	23701805000	0
2019.02.01	1.14462	1.14883	1.14343	1.14541	23082	20551001000	0
2019.02.04	1.14517	1.14602	1.14242	1.14355	19907	17326535000	0
2019.02.05	1.14371	1.14402	1.14009	1.14029	19735	17255728000	0
2019.02.06	1.14052	1.14093	1.13608	1.13623	21361	20041477700	0
2019.02.07	1.13625	1.13683	1.13246	1.13378	22448	20800559000	0
2019.02.08	1.13411	1.13507	1.13209	1.13235	19400	18046976000	0
2019.02.11	1.13188	1.13300	1.12673	1.12750	19867	18519630000	0
2019.02.12	1.12754	1.13395	1.12575	1.13267	20853	21113213719	0
2019.02.13	1.13250	1.13413	1.12609	1.12611	21740	20105318000	0
2019.02.14	1.12604	1.13097	1.12493	1.12934	24211	21761308000	0
2019.02.15	1.12947	1.13060	1.12341	1.12926	22409	20289538000	0
2019.02.18	1.12927	1.13337	1.12889	1.13097	16795	15114650000	0
2019.02.19	1.13100	1.13568	1.12754	1.13403	22238	21060120000	0
2019.02.20	1.13408	1.13710	1.13249	1.13370	22652	20738497000	0
2019.02.21	1.13375	1.13663	1.13206	1.13324	25146	23234717000	0
2019.02.22	1.13323	1.13554	1.13162	1.13320	22067	20389397000	0
2019.02.25	1.13283	1.13674	1.13283	1.13568	20131	0	0
2019.02.26	1.13581	1.14025	1.13450	1.13890	22571	0	0
2019.02.27	1.13886	1.14032	1.13622	1.13701	22587	0	0
2019.02.28	1.13666	1.14195	1.13598	1.13704	24595	0	0
2019.03.01	1.13703	1.14083	1.13531	1.13631	22647	0	0
2019.03.04	1.13761	1.13809	1.13090	1.13406	21052	0	0
2019.03.05	1.13352	1.13409	1.12894	1.13053	21045	0	0
2019.03.06	1.13070	1.13245	1.12856	1.13083	20248	0	0
2019.03.07	1.13076	1.13202	1.11765	1.11938	24940	0	0
2019.03.08	1.11930	1.12459	1.11850	1.12338	24543	0	0
2019.03.11	1.12317	1.12581	1.12216	1.12450	21445	0	0
2019.03.12	1.12446	1.13048	1.12446	1.12825	24948	0	0
2019.03.13	1.12859	1.13384	1.12772	1.13304	21135	0	0
2019.03.14	1.13273	1.13374	1.12940	1.13043	22721	0	0
2019.03.15	1.13016	1.13442	1.12971	1.13238	20295	0	0
2019.03.18	1.13209	1.13588	1.13188	1.13394	18705	0	0
2019.03.19	1.13367	1.13615	1.13335	1.13493	18897	0	0
2019.03.20	1.13518	1.14479	1.13354	1.14110	23703	0	0
2019.03.21	1.14130	1.14374	1.13424	1.13759	31738	0	0
2019.03.22	1.13753	1.13906	1.12735	1.13001	31984	0	0
2019.03.25	1.12884	1.13312	1.12862	1.13137	28273	0	0
2019.03.26	1.13107	1.13259	1.12632	1.12657	29785	0	0
2019.03.27	1.12649	1.12855	1.12421	1.12456	33206	0	0
2019.03.28	1.12448	1.12613	1.12135	1.12241	31563	0	0
2019.03.29	1.12223	1.12466	1.12098	1.12178	31612	0	0
2019.04.01	1.12276	1.12497	1.12041	1.12123	27482	0	0
2019.04.02	1.12085	1.12155	1.11837	1.12029	26998	0	0
2019.04.03	1.12029	1.12546	1.12003	1.12332	26243	0	0
2019.04.04	1.12335	1.12476	1.12060	1.12205	24680	0	0
2019.04.05	1.12201	1.12479	1.12102	1.12168	21806	0	0
2019.04.08	1.12145	1.12744	1.12108	1.12593	22971	0	0
2019.04.09	1.12612	1.12842	1.12551	1.12633	24772	0	0
2019.04.10	1.12620	1.12866	1.12296	1.12702	25458	0	0
2019.04.11	1.12730	1.12874	1.12502	1.12542	22721	0	0
2019.04.12	1.12547	1.13238	1.12533	1.12983	23324	0	0
2019.04.15	1.13034	1.13209	1.12981	1.13043	20317	0	0
2019.04.16	1.13040	1.13140	1.12804	1.12807	24760	0	0
2019.04.17	1.12837	1.13236	1.12792	1.12985	23214	0	0
2019.04.18	1.12935	1.13037	1.12263	1.12301	24892	0	0
2019.04.19	1.12275	1.12476	1.12275	1.12396	11446	0	0
2019.04.22	1.12402	1.12620	1.12358	1.12579	11932	0	0
2019.04.23	1.12571	1.12611	1.11923	1.12270	21513	0	0
2019.04.24	1.12234	1.12249	1.11407	1.11512	26326	0	0
2019.04.25	1.11532	1.11624	1.11179	1.11340	31603	0	0
2019.04.26	1.11311	1.11738	1.11117	1.11478	31055	0	0
2019.04.29	1.11451	1.11868	1.11450	1.11856	22105	0	0
2019.04.30	1.11846	1.12289	1.11758	1.12146	29320	0	0
2019.05.01	1.12153	1.12647	1.11875	1.11941	24171	0	0
2019.05.02	1.11957	1.12191	1.11707	1.11724	29177	0	0
2019.05.03	1.11729	1.12051	1.11353	1.12017	30250	0	0
2019.05.06	1.11739	1.12092	1.11678	1.11993	27783	0	0
2019.05.07	1.11947	1.12179	1.11669	1.11922	30193	0	0
2019.05.08	1.11897	1.12137	1.11828	1.11921	33287	0	0
2019.05.09	1.11904	1.12509	1.11734	1.12105	36496	0	0
2019.05.10	1.12134	1.12532	1.12134	1.12345	34101	0	0
2019.05.13	1.12311	1.12635	1.12230	1.12259	28066	0	0
2019.05.14	1.12215	1.12439	1.12014	1.12041	26614	0	0
2019.05.15	1.12033	1.12244	1.11780	1.12023	28073	0	0
2019.05.16	1.12012	1.12240	1.11663	1.11734	26004	0	0
2019.05.17	1.11732	1.11839	1.11552	1.11583	28911	0	0
2019.05.20	1.11597	1.11749	1.11507	1.11650	56352	0	0
2019.05.21	1.11660	1.11882	1.11420	1.11625	72589	0	0
2019.05.22	1.11595	1.11804	1.11487	1.11521	53459	0	0
2019.05.23	1.11510	1.11876	1.11069	1.11822	83210	0	0
2019.05.24	1.11764	1.12124	1.11738	1.12051	62787	0	0
2019.05.27	1.12099	1.12152	1.11870	1.11915	28895	0	0
2019.05.28	1.11907	1.11984	1.11592	1.11618	64657	0	0
2019.05.29	1.11613	1.11725	1.11244	1.11307	71995	0	0
2019.05.30	1.11316	1.11434	1.11160	1.11298	55801	0	0
2019.05.31	1.11290	1.11797	1.11252	1.11684	93124	0	0
2019.06.03	1.11613	1.12621	1.11603	1.12422	92570	0	0
2019.06.04	1.12410	1.12775	1.12265	1.12519	103420	0	0
2019.06.05	1.12520	1.13064	1.12197	1.12210	116011	0	0
2019.06.06	1.12218	1.13091	1.12004	1.12750	122636	0	0
2019.06.07	1.12761	1.13479	1.12512	1.13311	102024	0	0
2019.06.10	1.13227	1.13310	1.12902	1.13113	67115	0	0
2019.06.11	1.13117	1.13376	1.13013	1.13249	84811	0	0
2019.06.12	1.13261	1.13434	1.12824	1.12879	86178	0	0
2019.06.13	1.12880	1.13039	1.12684	1.12762	71542	0	0
2019.06.14	1.12762	1.12894	1.12026	1.12107	89767	0	0
2019.06.17	1.12090	1.12472	1.12038	1.12175	54000	0	0
2019.06.18	1.12185	1.12429	1.11813	1.11945	109773	0	0
2019.06.19	1.11933	1.12544	1.11872	1.12273	99462	0	0
2019.06.20	1.12267	1.13177	1.12267	1.12897	120082	0	0
2019.06.21	1.12934	1.13778	1.12831	1.13686	113256	0	0
2019.06.24	1.13700	1.14039	1.13659	1.13985	73713	0	0
2019.06.25	1.13987	1.14122	1.13443	1.13695	136498	0	0
2019.06.26	1.13664	1.13912	1.13475	1.13670	113596	0	0
2019.06.27	1.13698	1.13816	1.13479	1.13691	98027	0	0
2019.06.28	1.13690	1.13936	1.13505	1.13698	95134	0	0
2019.07.01	1.13600	1.13712	1.12812	1.12853	119314	0	0
2019.07.02	1.12853	1.13220	1.12752	1.12857	93503	0	0
2019.07.03	1.12864	1.13125	1.12686	1.12758	83099	0	0
2019.07.04	1.12774	1.12952	1.12732	1.12845	33732	0	0
2019.07.05	1.12839	1.12877	1.12075	1.12262	87406	0	0
2019.07.08	1.12210	1.12344	1.12070	1.12133	47768	0	0
2019.07.09	1.12142	1.12188	1.11934	1.12074	49554	0	0
2019.07.10	1.12074	1.12631	1.12019	1.12505	57489	0	0
2019.07.11	1.12528	1.12858	1.12452	1.12539	58407	0	0
2019.07.12	1.12538	1.12750	1.12382	1.12698	54003	0	0
2019.07.15	1.12657	1.12839	1.12534	1.12574	37954	0	0
2019.07.16	1.12577	1.12636	1.12020	1.12085	48650	0	0
2019.07.17	1.12108	1.12336	1.11999	1.12236	37244	0	0
2019.07.18	1.12242	1.12805	1.12053	1.12767	58915	0	0
2019.07.19	1.12770	1.12818	1.12036	1.12201	57389	0	0
2019.07.22	1.12139	1.12255	1.12063	1.12087	39786	0	0
2019.07.23	1.12090	1.12097	1.11458	1.11511	43063	0	0
2019.07.24	1.11513	1.11558	1.11271	1.11381	45611	0	0
2019.07.25	1.11392	1.11878	1.11012	1.11467	66793	0	0
2019.07.26	1.11460	1.11510	1.11120	1.11267	45805	0	0
2019.07.29	1.11243	1.11509	1.11130	1.11455	37178	0	0
2019.07.30	1.11446	1.11610	1.11322	1.11549	52861	0	0
2019.07.31	1.11546	1.11620	1.10604	1.10769	74042	0	0
2019.08.01	1.10780	1.10960	1.10269	1.10839	97572	0	0
2019.08.02	1.10818	1.11164	1.10697	1.11050	104048	0	0
2019.08.05	1.11032	1.12132	1.11032	1.12006	129907	0	0
2019.08.06	1.12033	1.12495	1.11677	1.12045	125195	0	0
2019.08.07	1.12000	1.12418	1.11795	1.12014	119983	0	0
2019.08.08	1.12038	1.12327	1.11770	1.11798	79335	0	0
2019.08.09	1.11819	1.12229	1.11776	1.12008	78506	0	0
2019.08.12	1.11980	1.12305	1.11620	1.12153	66077	0	0
2019.08.13	1.12149	1.12287	1.11701	1.11714	104625	0	0
2019.08.14	1.11702	1.11909	1.11306	1.11381	88589	0	0
2019.08.15	1.11373	1.11583	1.10912	1.11135	136596	0	0
2019.08.16	1.11066	1.11133	1.10663	1.10894	108204	0	0
2019.08.19	1.10928	1.11138	1.10760	1.10789	81412	0	0
2019.08.20	1.10775	1.11067	1.10655	1.11009	93293	0	0
2019.08.21	1.11012	1.11073	1.10799	1.10837	66354	0	0
2019.08.22	1.10846	1.11131	1.10636	1.10804	85819	0	0
2019.08.23	1.10790	1.11532	1.10517	1.11447	94719	0	0
2019.08.26	1.11480	1.11640	1.10942	1.10991	100805	0	0
2019.08.27	1.11005	1.11160	1.10857	1.10892	69836	0	0
2019.08.28	1.10907	1.10980	1.10733	1.10767	74274	0	0
2019.08.29	1.10789	1.10933	1.10419	1.10568	78267	0	0
2019.08.30	1.10563	1.10603	1.09630	1.09936	81611	0	0
2019.09.02	1.09891	1.09966	1.09579	1.09681	47814	0	0
2019.09.03	1.09660	1.09788	1.09260	1.09747	85653	0	0
2019.09.04	1.09734	1.10384	1.09684	1.10339	70952	0	0
2019.09.05	1.10345	1.10848	1.10169	1.10343	81002	0	0
2019.09.06	1.10345	1.10572	1.10203	1.10251	77154	0	0
2019.09.09	1.10252	1.10679	1.10155	1.10456	69826	0	0
2019.09.10	1.10463	1.10594	1.10307	1.10421	63895	0	0
2019.09.11	1.10417	1.10553	1.09854	1.10096	59603	0	0
2019.09.12	1.10091	1.10872	1.09268	1.10635	105657	0	0
2019.09.13	1.10651	1.11097	1.10554	1.10759	76593	0	0
2019.09.16	1.10739	1.10864	1.09931	1.10024	66146	0	0
2019.09.17	1.09966	1.10745	1.09902	1.10705	93318	0	0
2019.09.18	1.10710	1.10756	1.10138	1.10277	80958	0	0
2019.09.19	1.10280	1.10735	1.10231	1.10404	92418	0	0
2019.09.20	1.10405	1.10678	1.09962	1.10194	78426	0	0
2019.09.23	1.10114	1.10254	1.09662	1.09931	80761	0	0
2019.09.24	1.09934	1.10243	1.09838	1.10182	78040	0	0
2019.09.25	1.10200	1.10218	1.09375	1.09429	77398	0	0
2019.09.26	1.09409	1.09676	1.09087	1.09203	73142	0	0
2019.09.27	1.09195	1.09588	1.09049	1.09410	67529	0	0
2019.09.30	1.09403	1.09477	1.08847	1.08992	73234	0	0
2019.10.01	1.08986	1.09429	1.08790	1.09335	90768	0	0
2019.10.02	1.09322	1.09635	1.09040	1.09580	88261	0	0
2019.10.03	1.09619	1.09993	1.09409	1.09640	95886	0	0
2019.10.04	1.09634	1.09990	1.09571	1.09770	91577	0	0
2019.10.07	1.09804	1.10005	1.09617	1.09703	69575	0	0
2019.10.08	1.09704	1.09959	1.09409	1.09559	94717	0	0
2019.10.09	1.09558	1.09906	1.09504	1.09678	74359	0	0
2019.10.10	1.09732	1.10338	1.09706	1.10050	116581	0	0
2019.10.11	1.10055	1.10627	1.10010	1.10351	133446	0	0
2019.10.14	1.10311	1.10427	1.10133	1.10257	98070	0	0
2019.10.15	1.10267	1.10460	1.09914	1.10336	164286	0	0
2019.10.16	1.10285	1.10856	1.10223	1.10734	171353	0	0
2019.10.17	1.10721	1.11400	1.10650	1.11255	175252	0	0
2019.10.18	1.11247	1.11711	1.11147	1.11710	111287	0	0
2019.10.21	1.11626	1.11794	1.11385	1.11487	100069	0	0
2019.10.22	1.11489	1.11570	1.11177	1.11255	109012	0	0
2019.10.23	1.11250	1.11405	1.11062	1.11306	90140	0	0
2019.10.24	1.11298	1.11628	1.10929	1.11037	125523	0	0
2019.10.25	1.11059	1.11230	1.10730	1.10797	65217	0	0
2019.10.28	1.10780	1.11066	1.10762	1.11002	68266	0	0
2019.10.29	1.10982	1.11186	1.10736	1.11103	79430	0	0
2019.10.30	1.11128	1.11515	1.10802	1.11498	115190	0	0
2019.10.31	1.11490	1.11756	1.11313	1.11505	122176	0	0
2019.11.01	1.11511	1.11719	1.11283	1.11643	98997	0	0
2019.11.04	1.11686	1.11755	1.11247	1.11305	80052	0	0
2019.11.05	1.11268	1.11401	1.10636	1.10736	109321	0	0
2019.11.06	1.10747	1.10928	1.10649	1.10668	73440	0	0
2019.11.07	1.10674	1.10916	1.10360	1.10505	117815	0	0
2019.11.08	1.10493	1.10553	1.10167	1.10190	79487	0	0
2019.11.11	1.10190	1.10430	1.10164	1.10329	54853	0	0
2019.11.12	1.10324	1.10387	1.10025	1.10077	77143	0	0
2019.11.13	1.10077	1.10203	1.09953	1.10065	85652	0	0
2019.11.14	1.10070	1.10276	1.09890	1.10193	80676	0	0
2019.11.15	1.10203	1.10568	1.10144	1.10519	65761	0	0
2019.11.18	1.10482	1.10902	1.10482	1.10723	75312	0	0
2019.11.19	1.10712	1.10841	1.10627	1.10769	67509	0	0
2019.11.20	1.10766	1.10811	1.10528	1.10719	95774	0	0
2019.11.21	1.10728	1.10970	1.10521	1.10588	92254	0	0
2019.11.22	1.10575	1.10877	1.10144	1.10197	98662	0	0
2019.11.25	1.10157	1.10323	1.10034	1.10113	72289	0	0
2019.11.26	1.10128	1.10256	1.10071	1.10232	78634	0	0
2019.11.27	1.10221	1.10249	1.09923	1.09986	76047	0	0
2019.11.28	1.10011	1.10179	1.10002	1.10078	53412	0	0
2019.11.29	1.10084	1.10284	1.09812	1.10178	76107	0	0
2019.12.02	1.10236	1.10898	1.10029	1.10787	89301	0	0
2019.12.03	1.10783	1.10935	1.10660	1.10805	89094	0	0
2019.12.04	1.10802	1.11162	1.10668	1.10762	103922	0	0
2019.12.05	1.10792	1.11081	1.10772	1.11039	73251	0	0
2019.12.06	1.11045	1.11098	1.10397	1.10601	85316	0	0
2019.12.09	1.10570	1.10780	1.10532	1.10646	56017	0	0
2019.12.10	1.10636	1.10978	1.10628	1.10958	72132	0	0
2019.12.11	1.10915	1.11449	1.10704	1.11291	89184	0	0
2019.12.12	1.11307	1.11542	1.11030	1.11330	136243	0	0
2019.12.13	1.11666	1.11991	1.11119	1.11178	181227	0	0
2019.12.16	1.11277	1.11581	1.11225	1.11417	79446	0	0
2019.12.17	1.11438	1.11746	1.11293	1.11490	83734	0	0
2019.12.18	1.11494	1.11538	1.11103	1.11150	61211	0	0
2019.12.19	1.11125	1.11443	1.11073	1.11183	69123	0	0
2019.12.20	1.11212	1.11249	1.10663	1.10750	58791	0	0
2019.12.23	1.10800	1.10957	1.10699	1.10895	41550	0	0
2019.12.24	1.10883	1.10940	1.10690	1.10859	36812	0	0
2019.12.26	1.10908	1.11090	1.10822	1.10961	18388	0	0
2019.12.27	1.10929	1.11882	1.10929	1.11763	57183	0	0
2019.12.30	1.11736	1.12206	1.11708	1.11998	67312	0	0
2019.12.31	1.11976	1.12393	1.11967	1.12170	61650	0	0
2020.01.02	1.12204	1.12246	1.11634	1.11712	62030	0	0
2020.01.03	1.11709	1.11799	1.11250	1.11557	76775	0	0
2020.01.06	1.11650	1.12055	1.11572	1.11974	58058	0	0
2020.01.07	1.11950	1.11973	1.11335	1.11469	58256	0	0
2020.01.08	1.11500	1.11682	1.11045	1.11047	91469	0	0
2020.01.09	1.11047	1.11204	1.10930	1.11053	62886	0	0
2020.01.10	1.11030	1.11290	1.10851	1.11208	65691	0	0
2020.01.13	1.11179	1.11468	1.11122	1.11342	51169	0	0
2020.01.14	1.11345	1.11445	1.11043	1.11262	63936	0	0
2020.01.15	1.11255	1.11634	1.11184	1.11497	52837	0	0
2020.01.16	1.11491	1.11729	1.11279	1.11355	61654	0	0
2020.01.17	1.11339	1.11426	1.10861	1.10893	54943	0	0
2020.01.20	1.10901	1.11024	1.10766	1.10965	35571	0	0
2020.01.21	1.10945	1.11181	1.10809	1.10810	56384	0	0
2020.01.22	1.10824	1.10984	1.10701	1.10945	57655	0	0
2020.01.23	1.10920	1.11087	1.10363	1.10586	76571	0	0
2020.01.24	1.10513	1.10616	1.10199	1.10259	62124	0	0
2020.01.27	1.10299	1.10377	1.10095	1.10192	62407	0	0
2020.01.28	1.10186	1.10252	1.09979	1.10222	50088	0	0
2020.01.29	1.10220	1.10275	1.09923	1.10083	52104	0	0
2020.01.30	1.10074	1.10393	1.10066	1.10316	61884	0	0
2020.01.31	1.10297	1.10952	1.10168	1.10945	72458	0	0
2020.02.03	1.10909	1.10919	1.10349	1.10608	68245	0	0
2020.02.04	1.10562	1.10642	1.10326	1.10448	55684	0	0
2020.02.05	1.10438	1.10479	1.09937	1.09989	65266	0	0
2020.02.06	1.09985	1.10140	1.09643	1.09806	52001	0	0
2020.02.07	1.09824	1.09850	1.09420	1.09429	66651	0	0
2020.02.10	1.09419	1.09574	1.09076	1.09105	50300	0	0
2020.02.11	1.09095	1.09248	1.08912	1.09168	55235	0	0
2020.02.12	1.09154	1.09254	1.08651	1.08717	51356	0	0
2020.02.13	1.08712	1.08889	1.08341	1.08399	52511	0	0
2020.02.14	1.08388	1.08611	1.08272	1.08304	45855	0	0
2020.02.17	1.08404	1.08510	1.08291	1.08343	29450	0	0
2020.02.18	1.08324	1.08375	1.07856	1.07927	59967	0	0
2020.02.19	1.07917	1.08116	1.07821	1.08070	59079	0	0
2020.02.20	1.08070	1.08211	1.07776	1.07833	81199	0	0
2020.02.21	1.07830	1.08636	1.07828	1.08477	86398	0	0
2020.02.24	1.08243	1.08721	1.08049	1.08523	113297	0	0
2020.02.25	1.08519	1.08904	1.08302	1.08816	124139	0	0
2020.02.26	1.08754	1.09088	1.08550	1.08784	130428	0	0
2020.02.27	1.08808	1.10066	1.08767	1.09996	134182	0	0
2020.02.28	1.10038	1.10531	1.09509	1.10291	173421	0	0
2020.03.02	1.10426	1.11851	1.10363	1.11313	211638	0	0
2020.03.03	1.11283	1.12134	1.10954	1.11693	207311	0	0
2020.03.04	1.11705	1.11876	1.10955	1.11336	134173	0	0
2020.03.05	1.11332	1.12450	1.11196	1.12425	115008	0	0
2020.03.06	1.12374	1.13548	1.12113	1.12901	219095	0	0
2020.03.09	1.13431	1.14967	1.13356	1.14410	463063	0	0
2020.03.10	1.14358	1.14579	1.12749	1.12830	391398	0	0
2020.03.11	1.12762	1.13668	1.12574	1.12719	252681	0	0
2020.03.12	1.12666	1.13335	1.10553	1.11738	478243	0	0
2020.03.13	1.11851	1.12211	1.10550	1.11020	451000	0	0
2020.03.16	1.11362	1.12367	1.10847	1.11699	709979	0	0
2020.03.17	1.11768	1.11893	1.09550	1.09963	448997	0	0
2020.03.18	1.09955	1.10452	1.08017	1.09102	551065	0	0
2020.03.19	1.09133	1.09819	1.06549	1.06866	773995	0	0
2020.03.20	1.06861	1.08308	1.06375	1.06928	751397	0	0
2020.03.23	1.06995	1.08280	1.06357	1.07261	610734	0	0
2020.03.24	1.07243	1.08881	1.07221	1.07962	434321	0	0
2020.03.25	1.07693	1.08940	1.07601	1.08842	392408	0	0
2020.03.26	1.08774	1.10587	1.08698	1.10335	350604	0	0
2020.03.27	1.10313	1.11473	1.09531	1.11432	345246	0	0
2020.03.30	1.11148	1.11444	1.10100	1.10412	238184	0	0
2020.03.31	1.10461	1.10538	1.09267	1.10352	315158	0	0
2020.04.01	1.10322	1.10377	1.09027	1.09659	207612	0	0
2020.04.02	1.09642	1.09674	1.08206	1.08592	220425	0	0
2020.04.03	1.08561	1.08591	1.07727	1.08119	178850	0	0
2020.04.06	1.08178	1.08354	1.07683	1.07912	161613	0	0
2020.04.07	1.07930	1.09263	1.07836	1.08907	159667	0	0
2020.04.08	1.08921	1.09020	1.08299	1.08543	137178	0	0
2020.04.09	1.08529	1.09517	1.08409	1.09329	144868	0	0
2020.04.10	1.09285	1.09522	1.09170	1.09342	58381	0	0
2020.04.13	1.09360	1.09678	1.08926	1.09092	90084	0	0
2020.04.14	1.09062	1.09871	1.08957	1.09822	117433	0	0
2020.04.15	1.09810	1.09905	1.08567	1.09128	114078	0	0
2020.04.16	1.09081	1.09113	1.08165	1.08389	131805	0	0
2020.04.17	1.08356	1.08926	1.08120	1.08740	132209	0	0
2020.04.20	1.08635	1.08968	1.08410	1.08643	92215	0	0
2020.04.21	1.08601	1.08801	1.08163	1.08566	111541	0	0
2020.04.22	1.08541	1.08852	1.08032	1.08209	81946	0	0
2020.04.23	1.08198	1.08467	1.07558	1.07765	131325	0	0
2020.04.24	1.07796	1.08256	1.07271	1.08234	106370	0	0
2020.04.27	1.08210	1.08601	1.08112	1.08274	93031	0	0
2020.04.28	1.08210	1.08886	1.08095	1.08187	92713	0	0
2020.04.29	1.08186	1.08818	1.08170	1.08688	72685	0	0
2020.04.30	1.08754	1.09726	1.08328	1.09544	131596	0	0
2020.05.01	1.09508	1.10190	1.09345	1.09802	85269	0	0
2020.05.04	1.09690	1.09736	1.08955	1.08991	86872	0	0
2020.05.05	1.09046	1.09260	1.08259	1.08342	100166	0	0
2020.05.06	1.08362	1.08449	1.07818	1.07960	86155	0	0
2020.05.07	1.07972	1.08339	1.07666	1.08335	100233	0	0
2020.05.08	1.08312	1.08757	1.08151	1.08385	77565	0	0
2020.05.11	1.08276	1.08506	1.08027	1.08150	79089	0	0
2020.05.12	1.08061	1.08853	1.07843	1.08475	86552	0	0
2020.05.13	1.08476	1.08965	1.08116	1.08187	95048	0	0
2020.05.14	1.08173	1.08239	1.07748	1.08021	85933	0	0
2020.05.15	1.08032	1.08512	1.07888	1.08186	82472	0	0
2020.05.18	1.08092	1.09271	1.07997	1.09165	84594	0	0
2020.05.19	1.09178	1.09760	1.09021	1.09240	90840	0	0
2020.05.20	1.09220	1.09991	1.09186	1.09786	81830	0	0
2020.05.21	1.09789	1.10084	1.09371	1.09495	85421	0	0
2020.05.22	1.09479	1.09537	1.08853	1.09021	69187	0	0
2020.05.25	1.08960	1.09145	1.08705	1.08957	37762	0	0
2020.05.26	1.08957	1.09959	1.08919	1.09829	85292	0	0
2020.05.27	1.09799	1.10308	1.09338	1.10080	144360	0	0
2020.05.28	1.10046	1.10936	1.09917	1.10794	147018	0	0
2020.05.29	1.10708	1.11453	1.10699	1.11077	145297	0	0
2020.06.01	1.11178	1.11540	1.11005	1.11329	117949	0	0
2020.06.02	1.11354	1.11961	1.11152	1.11678	200561	0	0
2020.06.03	1.11690	1.12580	1.11667	1.12323	227657	0	0
2020.06.04	1.12329	1.13624	1.11947	1.13345	267407	0	0
2020.06.05	1.13352	1.13839	1.12784	1.12876	256480	0	0
2020.06.08	1.12987	1.13200	1.12683	1.12919	176955	0	0
2020.06.09	1.12915	1.13639	1.12409	1.13375	209266	0	0
2020.06.10	1.13371	1.14225	1.13221	1.13746	240738	0	0
2020.06.11	1.13739	1.14037	1.12888	1.12995	288938	0	0
2020.06.12	1.12930	1.13406	1.12126	1.12606	266147	0	0
2020.06.15	1.12415	1.13325	1.12265	1.13214	244088	0	0
2020.06.16	1.13191	1.13534	1.12278	1.12612	222078	0	0
2020.06.17	1.12600	1.12941	1.12069	1.12428	200142	0	0
2020.06.18	1.12424	1.12614	1.11856	1.12057	178689	0	0
2020.06.19	1.12034	1.12545	1.11680	1.11766	184088	0	0
2020.06.22	1.11832	1.12699	1.11682	1.12650	140973	0	0
2020.06.23	1.12610	1.13487	1.12331	1.13065	212286	0	0
2020.06.24	1.13082	1.13258	1.12483	1.12487	181379	0	0
2020.06.25	1.12524	1.12597	1.11904	1.12179	177283	0	0
2020.06.26	1.12152	1.12394	1.11951	1.12176	120218	0	0
2020.06.29	1.12211	1.12880	1.12165	1.12417	138256	0	0
2020.06.30	1.12317	1.12620	1.11910	1.12341	173356	0	0
2020.07.01	1.12327	1.12752	1.11849	1.12513	165004	0	0
2020.07.02	1.12542	1.13028	1.12234	1.12397	165087	0	0
